[2024-10-12T10:43:24.084+0800] Target occupancy update: old: 0B, new: 134217728B
[2024-10-12T10:43:24.296+0800] GC(0) Basic information (value update), threshold: 60397977B (45.00), target occupancy: 134217728B, current occupancy: 9239040B, recent allocation size: 2097152B, recent allocation duration: 210.60ms, recent old gen allocation rate: 9958146.95B/s, recent marking phase length: 0.00ms
[2024-10-12T10:43:42.382+0800] GC(165) Basic information (value update), threshold: 107068811B (79.77), target occupancy: 134217728B, current occupancy: 111300608B, recent allocation size: 6192B, recent allocation duration: 102.67ms, recent old gen allocation rate: 60307.22B/s, recent marking phase length: 214.51ms
[2024-10-12T10:43:42.382+0800] GC(165) Adaptive IHOP information (value update), threshold: 107068811B (93.85), internal target occupancy: 114085068B, occupancy: 111300608B, additional buffer size: 6291456B, predicted old gen allocation rate: 1708843.82B/s, predicted marking phase length: 424.15ms, prediction active: true
[2024-10-12T10:43:42.486+0800] GC(166) Basic information (value update), threshold: 107091282B (79.79), target occupancy: 134217728B, current occupancy: 115727872B, recent allocation size: 6192B, recent allocation duration: 102.43ms, recent old gen allocation rate: 60448.72B/s, recent marking phase length: 214.51ms
[2024-10-12T10:43:42.486+0800] GC(166) Adaptive IHOP information (value update), threshold: 107091282B (93.87), internal target occupancy: 114085068B, occupancy: 115727872B, additional buffer size: 6291456B, predicted old gen allocation rate: 1655863.44B/s, predicted marking phase length: 424.15ms, prediction active: true
[2024-10-12T10:43:42.641+0800] GC(168) Basic information (value update), threshold: 113404793B (84.49), target occupancy: 134217728B, current occupancy: 119922176B, recent allocation size: 6192B, recent allocation duration: 152.54ms, recent old gen allocation rate: 40593.95B/s, recent marking phase length: 214.51ms
[2024-10-12T10:43:42.641+0800] GC(168) Adaptive IHOP information (value update), threshold: 113404793B (99.40), internal target occupancy: 114085068B, occupancy: 119922176B, additional buffer size: 0B, predicted old gen allocation rate: 1603866.73B/s, predicted marking phase length: 424.15ms, prediction active: true
[2024-10-12T10:43:42.705+0800] GC(169) Basic information (value update), threshold: 113415984B (84.50), target occupancy: 134217728B, current occupancy: 111793200B, recent allocation size: 82560B, recent allocation duration: 152.54ms, recent old gen allocation rate: 541252.62B/s, recent marking phase length: 214.18ms
[2024-10-12T10:43:42.705+0800] GC(169) Adaptive IHOP information (value update), threshold: 113415984B (99.41), internal target occupancy: 114085068B, occupancy: 111793200B, additional buffer size: 0B, predicted old gen allocation rate: 1603866.73B/s, predicted marking phase length: 417.17ms, prediction active: true
[2024-10-12T10:43:43.331+0800] GC(175) Basic information (value update), threshold: 107145079B (79.83), target occupancy: 134217728B, current occupancy: 110368256B, recent allocation size: 6192B, recent allocation duration: 102.09ms, recent old gen allocation rate: 60649.48B/s, recent marking phase length: 214.18ms
[2024-10-12T10:43:43.331+0800] GC(175) Adaptive IHOP information (value update), threshold: 107145079B (93.92), internal target occupancy: 114085068B, occupancy: 110368256B, additional buffer size: 6291456B, predicted old gen allocation rate: 1554602.30B/s, predicted marking phase length: 417.17ms, prediction active: true
[2024-10-12T10:43:43.435+0800] GC(176) Basic information (value update), threshold: 107164916B (79.84), target occupancy: 134217728B, current occupancy: 114795520B, recent allocation size: 6192B, recent allocation duration: 102.63ms, recent old gen allocation rate: 60334.10B/s, recent marking phase length: 214.18ms
[2024-10-12T10:43:43.435+0800] GC(176) Adaptive IHOP information (value update), threshold: 107164916B (93.93), internal target occupancy: 114085068B, occupancy: 114795520B, additional buffer size: 6291456B, predicted old gen allocation rate: 1507050.50B/s, predicted marking phase length: 417.17ms, prediction active: true
[2024-10-12T10:43:43.538+0800] GC(177) Basic information (value update), threshold: 107184436B (79.86), target occupancy: 134217728B, current occupancy: 118989824B, recent allocation size: 4128B, recent allocation duration: 102.44ms, recent old gen allocation rate: 40296.26B/s, recent marking phase length: 214.18ms
[2024-10-12T10:43:43.538+0800] GC(177) Adaptive IHOP information (value update), threshold: 107184436B (93.95), internal target occupancy: 114085068B, occupancy: 118989824B, additional buffer size: 6291456B, predicted old gen allocation rate: 1460259.92B/s, predicted marking phase length: 417.17ms, prediction active: true
[2024-10-12T10:43:43.693+0800] GC(179) Basic information (value update), threshold: 113494722B (84.56), target occupancy: 134217728B, current occupancy: 122718208B, recent allocation size: 6192B, recent allocation duration: 152.38ms, recent old gen allocation rate: 40634.74B/s, recent marking phase length: 214.18ms
[2024-10-12T10:43:43.694+0800] GC(179) Adaptive IHOP information (value update), threshold: 113494722B (99.48), internal target occupancy: 114085068B, occupancy: 122718208B, additional buffer size: 0B, predicted old gen allocation rate: 1415123.64B/s, predicted marking phase length: 417.17ms, prediction active: true
[2024-10-12T10:43:43.756+0800] GC(180) Basic information (value update), threshold: 113504371B (84.57), target occupancy: 134217728B, current occupancy: 127615536B, recent allocation size: 2121920B, recent allocation duration: 152.38ms, recent old gen allocation rate: 13925009.75B/s, recent marking phase length: 213.90ms
[2024-10-12T10:43:43.756+0800] GC(180) Adaptive IHOP information (value update), threshold: 113504371B (99.49), internal target occupancy: 114085068B, occupancy: 127615536B, additional buffer size: 0B, predicted old gen allocation rate: 1415123.64B/s, predicted marking phase length: 410.35ms, prediction active: true
[2024-10-12T10:43:44.088+0800] GC(184) Basic information (value update), threshold: 107231538B (79.89), target occupancy: 134217728B, current occupancy: 83986176B, recent allocation size: 0B, recent allocation duration: 393.14ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 213.90ms
[2024-10-12T10:43:44.088+0800] GC(184) Adaptive IHOP information (value update), threshold: 107231538B (93.99), internal target occupancy: 114085068B, occupancy: 83986176B, additional buffer size: 6291456B, predicted old gen allocation rate: 1369740.85B/s, predicted marking phase length: 410.35ms, prediction active: true
[2024-10-12T10:43:44.192+0800] GC(185) Basic information (value update), threshold: 106242370B (79.16), target occupancy: 134217728B, current occupancy: 89578752B, recent allocation size: 2103344B, recent allocation duration: 103.15ms, recent old gen allocation rate: 20391823.90B/s, recent marking phase length: 213.90ms
[2024-10-12T10:43:44.192+0800] GC(185) Adaptive IHOP information (value update), threshold: 106242370B (93.13), internal target occupancy: 114085068B, occupancy: 89578752B, additional buffer size: 6291456B, predicted old gen allocation rate: 3780279.30B/s, predicted marking phase length: 410.35ms, prediction active: true
[2024-10-12T10:43:44.295+0800] GC(186) Basic information (value update), threshold: 106293134B (79.19), target occupancy: 134217728B, current occupancy: 93540096B, recent allocation size: 4128B, recent allocation duration: 102.23ms, recent old gen allocation rate: 40378.83B/s, recent marking phase length: 213.90ms
[2024-10-12T10:43:44.296+0800] GC(186) Adaptive IHOP information (value update), threshold: 106293134B (93.17), internal target occupancy: 114085068B, occupancy: 93540096B, additional buffer size: 6291456B, predicted old gen allocation rate: 3656570.57B/s, predicted marking phase length: 410.35ms, prediction active: true
[2024-10-12T10:43:44.399+0800] GC(187) Basic information (value update), threshold: 106342072B (79.23), target occupancy: 134217728B, current occupancy: 97268480B, recent allocation size: 4128B, recent allocation duration: 102.65ms, recent old gen allocation rate: 40212.71B/s, recent marking phase length: 213.90ms
[2024-10-12T10:43:44.399+0800] GC(187) Adaptive IHOP information (value update), threshold: 106342072B (93.21), internal target occupancy: 114085068B, occupancy: 97268480B, additional buffer size: 6291456B, predicted old gen allocation rate: 3537312.35B/s, predicted marking phase length: 410.35ms, prediction active: true
[2024-10-12T10:43:44.554+0800] GC(189) Basic information (value update), threshold: 112680694B (83.95), target occupancy: 134217728B, current occupancy: 99365632B, recent allocation size: 6192B, recent allocation duration: 151.46ms, recent old gen allocation rate: 40882.48B/s, recent marking phase length: 213.90ms
[2024-10-12T10:43:44.554+0800] GC(189) Adaptive IHOP information (value update), threshold: 112680694B (98.77), internal target occupancy: 114085068B, occupancy: 99365632B, additional buffer size: 0B, predicted old gen allocation rate: 3422371.96B/s, predicted marking phase length: 410.35ms, prediction active: true
[2024-10-12T10:43:44.658+0800] GC(190) Basic information (value update), threshold: 112699293B (83.97), target occupancy: 134217728B, current occupancy: 98389256B, recent allocation size: 43344B, recent allocation duration: 151.46ms, recent old gen allocation rate: 286177.39B/s, recent marking phase length: 254.15ms
[2024-10-12T10:43:44.658+0800] GC(190) Adaptive IHOP information (value update), threshold: 112699293B (98.79), internal target occupancy: 114085068B, occupancy: 98389256B, additional buffer size: 0B, predicted old gen allocation rate: 3422371.96B/s, predicted marking phase length: 404.92ms, prediction active: true
[2024-10-12T10:43:45.182+0800] GC(195) Basic information (value update), threshold: 106452717B (79.31), target occupancy: 134217728B, current occupancy: 104364712B, recent allocation size: 4128B, recent allocation duration: 102.23ms, recent old gen allocation rate: 40379.67B/s, recent marking phase length: 254.15ms
[2024-10-12T10:43:45.182+0800] GC(195) Adaptive IHOP information (value update), threshold: 106452717B (93.31), internal target occupancy: 114085068B, occupancy: 104364712B, additional buffer size: 6291456B, predicted old gen allocation rate: 3311534.37B/s, predicted marking phase length: 404.92ms, prediction active: true
[2024-10-12T10:43:45.286+0800] GC(196) Basic information (value update), threshold: 106495637B (79.35), target occupancy: 134217728B, current occupancy: 108559016B, recent allocation size: 6192B, recent allocation duration: 102.65ms, recent old gen allocation rate: 60322.82B/s, recent marking phase length: 254.15ms
[2024-10-12T10:43:45.286+0800] GC(196) Adaptive IHOP information (value update), threshold: 106495637B (93.35), internal target occupancy: 114085068B, occupancy: 108559016B, additional buffer size: 6291456B, predicted old gen allocation rate: 3205538.11B/s, predicted marking phase length: 404.92ms, prediction active: true
[2024-10-12T10:43:45.389+0800] GC(197) Basic information (value update), threshold: 106537020B (79.38), target occupancy: 134217728B, current occupancy: 112520360B, recent allocation size: 6192B, recent allocation duration: 102.14ms, recent old gen allocation rate: 60625.20B/s, recent marking phase length: 254.15ms
[2024-10-12T10:43:45.389+0800] GC(197) Adaptive IHOP information (value update), threshold: 106537020B (93.38), internal target occupancy: 114085068B, occupancy: 112520360B, additional buffer size: 6291456B, predicted old gen allocation rate: 3103335.95B/s, predicted marking phase length: 404.92ms, prediction active: true
[2024-10-12T10:43:45.544+0800] GC(199) Basic information (value update), threshold: 112868743B (84.09), target occupancy: 134217728B, current occupancy: 116481704B, recent allocation size: 6192B, recent allocation duration: 152.13ms, recent old gen allocation rate: 40701.98B/s, recent marking phase length: 254.15ms
[2024-10-12T10:43:45.544+0800] GC(199) Adaptive IHOP information (value update), threshold: 112868743B (98.93), internal target occupancy: 114085068B, occupancy: 116481704B, additional buffer size: 0B, predicted old gen allocation rate: 3003892.14B/s, predicted marking phase length: 404.92ms, prediction active: true
[2024-10-12T10:43:45.607+0800] GC(200) Basic information (value update), threshold: 112888222B (84.11), target occupancy: 134217728B, current occupancy: 107864208B, recent allocation size: 8256B, recent allocation duration: 152.13ms, recent old gen allocation rate: 54269.31B/s, recent marking phase length: 213.66ms
[2024-10-12T10:43:45.607+0800] GC(200) Adaptive IHOP information (value update), threshold: 112888222B (98.95), internal target occupancy: 114085068B, occupancy: 107864208B, additional buffer size: 0B, predicted old gen allocation rate: 3003892.14B/s, predicted marking phase length: 398.43ms, prediction active: true
[2024-10-12T10:43:46.236+0800] GC(206) Basic information (value update), threshold: 106634628B (79.45), target occupancy: 134217728B, current occupancy: 108504064B, recent allocation size: 6192B, recent allocation duration: 102.25ms, recent old gen allocation rate: 60558.53B/s, recent marking phase length: 213.66ms
[2024-10-12T10:43:46.236+0800] GC(206) Adaptive IHOP information (value update), threshold: 106634628B (93.47), internal target occupancy: 114085068B, occupancy: 108504064B, additional buffer size: 6291456B, predicted old gen allocation rate: 2908862.66B/s, predicted marking phase length: 398.43ms, prediction active: true
[2024-10-12T10:43:46.278+0800] GC(207) Basic information (value update), threshold: 106669557B (79.48), target occupancy: 134217728B, current occupancy: 110145600B, recent allocation size: 6192B, recent allocation duration: 41.28ms, recent old gen allocation rate: 150008.71B/s, recent marking phase length: 213.66ms
[2024-10-12T10:43:46.278+0800] GC(207) Adaptive IHOP information (value update), threshold: 106669557B (93.50), internal target occupancy: 114085068B, occupancy: 110145600B, additional buffer size: 6291456B, predicted old gen allocation rate: 2821197.47B/s, predicted marking phase length: 398.43ms, prediction active: true
[2024-10-12T10:43:46.454+0800] GC(209) Basic information (value update), threshold: 112996759B (84.19), target occupancy: 134217728B, current occupancy: 114562560B, recent allocation size: 2103344B, recent allocation duration: 172.87ms, recent old gen allocation rate: 12167193.40B/s, recent marking phase length: 213.66ms
[2024-10-12T10:43:46.454+0800] GC(209) Adaptive IHOP information (value update), threshold: 112996759B (99.05), internal target occupancy: 114085068B, occupancy: 114562560B, additional buffer size: 0B, predicted old gen allocation rate: 2731479.83B/s, predicted marking phase length: 398.43ms, prediction active: true
[2024-10-12T10:43:46.559+0800] GC(210) Basic information (value update), threshold: 113008296B (84.20), target occupancy: 134217728B, current occupancy: 109902336B, recent allocation size: 47472B, recent allocation duration: 172.87ms, recent old gen allocation rate: 274610.81B/s, recent marking phase length: 275.64ms
[2024-10-12T10:43:46.559+0800] GC(210) Adaptive IHOP information (value update), threshold: 113008296B (99.06), internal target occupancy: 114085068B, occupancy: 109902336B, additional buffer size: 0B, predicted old gen allocation rate: 2731479.83B/s, predicted marking phase length: 394.21ms, prediction active: true
[2024-10-12T10:43:47.188+0800] GC(216) Basic information (value update), threshold: 106750881B (79.54), target occupancy: 134217728B, current occupancy: 109436416B, recent allocation size: 4128B, recent allocation duration: 102.68ms, recent old gen allocation rate: 40203.27B/s, recent marking phase length: 275.64ms
[2024-10-12T10:43:47.188+0800] GC(216) Adaptive IHOP information (value update), threshold: 106750881B (93.57), internal target occupancy: 114085068B, occupancy: 109436416B, additional buffer size: 6291456B, predicted old gen allocation rate: 2645126.89B/s, predicted marking phase length: 394.21ms, prediction active: true
[2024-10-12T10:43:47.291+0800] GC(217) Basic information (value update), threshold: 106783721B (79.56), target occupancy: 134217728B, current occupancy: 113630720B, recent allocation size: 4128B, recent allocation duration: 102.32ms, recent old gen allocation rate: 40345.36B/s, recent marking phase length: 275.64ms
[2024-10-12T10:43:47.291+0800] GC(217) Adaptive IHOP information (value update), threshold: 106783721B (93.60), internal target occupancy: 114085068B, occupancy: 113630720B, additional buffer size: 6291456B, predicted old gen allocation rate: 2561820.72B/s, predicted marking phase length: 394.21ms, prediction active: true
[2024-10-12T10:43:47.395+0800] GC(218) Basic information (value update), threshold: 106815054B (79.58), target occupancy: 134217728B, current occupancy: 117825024B, recent allocation size: 6192B, recent allocation duration: 102.67ms, recent old gen allocation rate: 60309.13B/s, recent marking phase length: 275.64ms
[2024-10-12T10:43:47.395+0800] GC(218) Adaptive IHOP information (value update), threshold: 106815054B (93.63), internal target occupancy: 114085068B, occupancy: 117825024B, additional buffer size: 6291456B, predicted old gen allocation rate: 2482336.49B/s, predicted marking phase length: 394.21ms, prediction active: true
[2024-10-12T10:43:47.549+0800] GC(220) Basic information (value update), threshold: 113137097B (84.29), target occupancy: 134217728B, current occupancy: 122252288B, recent allocation size: 6192B, recent allocation duration: 151.84ms, recent old gen allocation rate: 40779.95B/s, recent marking phase length: 275.64ms
[2024-10-12T10:43:47.549+0800] GC(220) Adaptive IHOP information (value update), threshold: 113137097B (99.17), internal target occupancy: 114085068B, occupancy: 122252288B, additional buffer size: 0B, predicted old gen allocation rate: 2404746.46B/s, predicted marking phase length: 394.21ms, prediction active: true
[2024-10-12T10:43:47.612+0800] GC(221) Basic information (value update), threshold: 113151932B (84.30), target occupancy: 134217728B, current occupancy: 112471616B, recent allocation size: 28896B, recent allocation duration: 151.84ms, recent old gen allocation rate: 190306.43B/s, recent marking phase length: 213.39ms
[2024-10-12T10:43:47.612+0800] GC(221) Adaptive IHOP information (value update), threshold: 113151932B (99.18), internal target occupancy: 114085068B, occupancy: 112471616B, additional buffer size: 0B, predicted old gen allocation rate: 2404746.46B/s, predicted marking phase length: 388.04ms, prediction active: true
[2024-10-12T10:43:48.241+0800] GC(227) Basic information (value update), threshold: 106889186B (79.64), target occupancy: 134217728B, current occupancy: 108040192B, recent allocation size: 6192B, recent allocation duration: 102.22ms, recent old gen allocation rate: 60573.79B/s, recent marking phase length: 213.39ms
[2024-10-12T10:43:48.241+0800] GC(227) Adaptive IHOP information (value update), threshold: 106889186B (93.69), internal target occupancy: 114085068B, occupancy: 108040192B, additional buffer size: 6291456B, predicted old gen allocation rate: 2330759.73B/s, predicted marking phase length: 388.04ms, prediction active: true
[2024-10-12T10:43:48.345+0800] GC(228) Basic information (value update), threshold: 106917258B (79.66), target occupancy: 134217728B, current occupancy: 111999488B, recent allocation size: 4128B, recent allocation duration: 102.68ms, recent old gen allocation rate: 40203.25B/s, recent marking phase length: 213.39ms
[2024-10-12T10:43:48.345+0800] GC(228) Adaptive IHOP information (value update), threshold: 106917258B (93.72), internal target occupancy: 114085068B, occupancy: 111999488B, additional buffer size: 6291456B, predicted old gen allocation rate: 2258416.09B/s, predicted marking phase length: 388.04ms, prediction active: true
[2024-10-12T10:43:48.448+0800] GC(229) Basic information (value update), threshold: 106943997B (79.68), target occupancy: 134217728B, current occupancy: 116193792B, recent allocation size: 6192B, recent allocation duration: 102.26ms, recent old gen allocation rate: 60548.59B/s, recent marking phase length: 213.39ms
[2024-10-12T10:43:48.448+0800] GC(229) Adaptive IHOP information (value update), threshold: 106943997B (93.74), internal target occupancy: 114085068B, occupancy: 116193792B, additional buffer size: 6291456B, predicted old gen allocation rate: 2189508.07B/s, predicted marking phase length: 388.04ms, prediction active: true
[2024-10-12T10:43:48.603+0800] GC(231) Basic information (value update), threshold: 113261625B (84.39), target occupancy: 134217728B, current occupancy: 120388096B, recent allocation size: 2103344B, recent allocation duration: 152.75ms, recent old gen allocation rate: 13770046.01B/s, recent marking phase length: 213.39ms
[2024-10-12T10:43:48.603+0800] GC(231) Adaptive IHOP information (value update), threshold: 113261625B (99.28), internal target occupancy: 114085068B, occupancy: 120388096B, additional buffer size: 0B, predicted old gen allocation rate: 2122063.07B/s, predicted marking phase length: 388.04ms, prediction active: true
[2024-10-12T10:43:48.667+0800] GC(232) Basic information (value update), threshold: 113274274B (84.40), target occupancy: 134217728B, current occupancy: 112010304B, recent allocation size: 28896B, recent allocation duration: 152.75ms, recent old gen allocation rate: 189174.60B/s, recent marking phase length: 214.34ms
[2024-10-12T10:43:48.667+0800] GC(232) Adaptive IHOP information (value update), threshold: 113274274B (99.29), internal target occupancy: 114085068B, occupancy: 112010304B, additional buffer size: 0B, predicted old gen allocation rate: 2122063.07B/s, predicted marking phase length: 382.08ms, prediction active: true
[2024-10-12T10:43:49.295+0800] GC(238) Basic information (value update), threshold: 107007347B (79.73), target occupancy: 134217728B, current occupancy: 110135296B, recent allocation size: 6192B, recent allocation duration: 102.09ms, recent old gen allocation rate: 60649.70B/s, recent marking phase length: 214.34ms
[2024-10-12T10:43:49.295+0800] GC(238) Adaptive IHOP information (value update), threshold: 107007347B (93.80), internal target occupancy: 114085068B, occupancy: 110135296B, additional buffer size: 6291456B, predicted old gen allocation rate: 2057863.66B/s, predicted marking phase length: 382.08ms, prediction active: true
[2024-10-12T10:43:49.399+0800] GC(239) Basic information (value update), threshold: 107031745B (79.74), target occupancy: 134217728B, current occupancy: 114096640B, recent allocation size: 2064B, recent allocation duration: 102.63ms, recent old gen allocation rate: 20111.90B/s, recent marking phase length: 214.34ms
[2024-10-12T10:43:49.399+0800] GC(239) Adaptive IHOP information (value update), threshold: 107031745B (93.82), internal target occupancy: 114085068B, occupancy: 114096640B, additional buffer size: 6291456B, predicted old gen allocation rate: 1994009.12B/s, predicted marking phase length: 382.08ms, prediction active: true
[2024-10-12T10:43:49.502+0800] GC(240) Basic information (value update), threshold: 107054595B (79.76), target occupancy: 134217728B, current occupancy: 117825024B, recent allocation size: 6192B, recent allocation duration: 102.34ms, recent old gen allocation rate: 60502.24B/s, recent marking phase length: 214.34ms
[2024-10-12T10:43:49.502+0800] GC(240) Adaptive IHOP information (value update), threshold: 107054595B (93.84), internal target occupancy: 114085068B, occupancy: 117825024B, additional buffer size: 6291456B, predicted old gen allocation rate: 1934205.18B/s, predicted marking phase length: 382.08ms, prediction active: true
[2024-10-12T10:43:49.657+0800] GC(242) Basic information (value update), threshold: 113368472B (84.47), target occupancy: 134217728B, current occupancy: 122019328B, recent allocation size: 6192B, recent allocation duration: 152.11ms, recent old gen allocation rate: 40706.10B/s, recent marking phase length: 214.34ms
[2024-10-12T10:43:49.657+0800] GC(242) Adaptive IHOP information (value update), threshold: 113368472B (99.37), internal target occupancy: 114085068B, occupancy: 122019328B, additional buffer size: 0B, predicted old gen allocation rate: 1875523.25B/s, predicted marking phase length: 382.08ms, prediction active: true
[2024-10-12T10:43:49.720+0800] GC(243) Basic information (value update), threshold: 113379350B (84.47), target occupancy: 134217728B, current occupancy: 112249392B, recent allocation size: 26832B, recent allocation duration: 152.11ms, recent old gen allocation rate: 176393.08B/s, recent marking phase length: 213.63ms
[2024-10-12T10:43:49.720+0800] GC(243) Adaptive IHOP information (value update), threshold: 113379350B (99.38), internal target occupancy: 114085068B, occupancy: 112249392B, additional buffer size: 0B, predicted old gen allocation rate: 1875523.25B/s, predicted marking phase length: 376.28ms, prediction active: true
[2024-10-12T10:43:50.349+0800] GC(249) Basic information (value update), threshold: 107108883B (79.80), target occupancy: 134217728B, current occupancy: 107572224B, recent allocation size: 6192B, recent allocation duration: 102.71ms, recent old gen allocation rate: 60287.72B/s, recent marking phase length: 213.63ms
[2024-10-12T10:43:50.349+0800] GC(249) Adaptive IHOP information (value update), threshold: 107108883B (93.89), internal target occupancy: 114085068B, occupancy: 107572224B, additional buffer size: 6291456B, predicted old gen allocation rate: 1819743.44B/s, predicted marking phase length: 376.28ms, prediction active: true
[2024-10-12T10:43:50.452+0800] GC(250) Basic information (value update), threshold: 107129158B (79.82), target occupancy: 134217728B, current occupancy: 111999488B, recent allocation size: 6192B, recent allocation duration: 102.24ms, recent old gen allocation rate: 60561.66B/s, recent marking phase length: 213.63ms
[2024-10-12T10:43:50.452+0800] GC(250) Adaptive IHOP information (value update), threshold: 107129158B (93.90), internal target occupancy: 114085068B, occupancy: 111999488B, additional buffer size: 6291456B, predicted old gen allocation rate: 1765859.45B/s, predicted marking phase length: 376.28ms, prediction active: true
[2024-10-12T10:43:50.556+0800] GC(251) Basic information (value update), threshold: 107149104B (79.83), target occupancy: 134217728B, current occupancy: 115727872B, recent allocation size: 4128B, recent allocation duration: 102.43ms, recent old gen allocation rate: 40299.90B/s, recent marking phase length: 213.63ms
[2024-10-12T10:43:50.556+0800] GC(251) Adaptive IHOP information (value update), threshold: 107149104B (93.92), internal target occupancy: 114085068B, occupancy: 115727872B, additional buffer size: 6291456B, predicted old gen allocation rate: 1712849.93B/s, predicted marking phase length: 376.28ms, prediction active: true
[2024-10-12T10:43:50.710+0800] GC(253) Basic information (value update), threshold: 113460061B (84.53), target occupancy: 134217728B, current occupancy: 119922176B, recent allocation size: 4128B, recent allocation duration: 151.56ms, recent old gen allocation rate: 27237.38B/s, recent marking phase length: 213.63ms
[2024-10-12T10:43:50.710+0800] GC(253) Adaptive IHOP information (value update), threshold: 113460061B (99.45), internal target occupancy: 114085068B, occupancy: 119922176B, additional buffer size: 0B, predicted old gen allocation rate: 1661025.29B/s, predicted marking phase length: 376.28ms, prediction active: true
[2024-10-12T10:43:50.712+0800] GC(254) Basic information (value update), threshold: 113471960B (84.54), target occupancy: 134217728B, current occupancy: 109918864B, recent allocation size: 51600B, recent allocation duration: 151.56ms, recent old gen allocation rate: 340467.24B/s, recent marking phase length: 152.06ms
[2024-10-12T10:43:50.712+0800] GC(254) Adaptive IHOP information (value update), threshold: 113471960B (99.46), internal target occupancy: 114085068B, occupancy: 109918864B, additional buffer size: 0B, predicted old gen allocation rate: 1661025.29B/s, predicted marking phase length: 369.11ms, prediction active: true
[2024-10-12T10:43:51.362+0800] GC(260) Basic information (value update), threshold: 107198420B (79.87), target occupancy: 134217728B, current occupancy: 108739584B, recent allocation size: 6192B, recent allocation duration: 102.64ms, recent old gen allocation rate: 60326.47B/s, recent marking phase length: 152.06ms
[2024-10-12T10:43:51.363+0800] GC(260) Adaptive IHOP information (value update), threshold: 107198420B (93.96), internal target occupancy: 114085068B, occupancy: 108739584B, additional buffer size: 6291456B, predicted old gen allocation rate: 1612488.34B/s, predicted marking phase length: 369.11ms, prediction active: true
[2024-10-12T10:43:51.466+0800] GC(261) Basic information (value update), threshold: 107216083B (79.88), target occupancy: 134217728B, current occupancy: 112465408B, recent allocation size: 4128B, recent allocation duration: 102.35ms, recent old gen allocation rate: 40332.63B/s, recent marking phase length: 152.06ms
[2024-10-12T10:43:51.466+0800] GC(261) Adaptive IHOP information (value update), threshold: 107216083B (93.98), internal target occupancy: 114085068B, occupancy: 112465408B, additional buffer size: 6291456B, predicted old gen allocation rate: 1564634.51B/s, predicted marking phase length: 369.11ms, prediction active: true
[2024-10-12T10:43:51.570+0800] GC(262) Basic information (value update), threshold: 107233158B (79.89), target occupancy: 134217728B, current occupancy: 116426752B, recent allocation size: 4128B, recent allocation duration: 102.56ms, recent old gen allocation rate: 40249.14B/s, recent marking phase length: 152.06ms
[2024-10-12T10:43:51.570+0800] GC(262) Adaptive IHOP information (value update), threshold: 107233158B (93.99), internal target occupancy: 114085068B, occupancy: 116426752B, additional buffer size: 6291456B, predicted old gen allocation rate: 1518375.72B/s, predicted marking phase length: 369.11ms, prediction active: true
[2024-10-12T10:43:51.724+0800] GC(264) Basic information (value update), threshold: 113541110B (84.59), target occupancy: 134217728B, current occupancy: 119922176B, recent allocation size: 6192B, recent allocation duration: 151.51ms, recent old gen allocation rate: 40867.50B/s, recent marking phase length: 152.06ms
[2024-10-12T10:43:51.724+0800] GC(264) Adaptive IHOP information (value update), threshold: 113541110B (99.52), internal target occupancy: 114085068B, occupancy: 119922176B, additional buffer size: 0B, predicted old gen allocation rate: 1473686.19B/s, predicted marking phase length: 369.11ms, prediction active: true
[2024-10-12T10:43:51.787+0800] GC(265) Basic information (value update), threshold: 113549092B (84.60), target occupancy: 134217728B, current occupancy: 115034688B, recent allocation size: 14448B, recent allocation duration: 151.51ms, recent old gen allocation rate: 95357.50B/s, recent marking phase length: 213.10ms
[2024-10-12T10:43:51.787+0800] GC(265) Adaptive IHOP information (value update), threshold: 113549092B (99.53), internal target occupancy: 114085068B, occupancy: 115034688B, additional buffer size: 0B, predicted old gen allocation rate: 1473686.19B/s, predicted marking phase length: 363.70ms, prediction active: true
[2024-10-12T10:43:52.286+0800] GC(271) Basic information (value update), threshold: 105176890B (78.36), target occupancy: 134217728B, current occupancy: 82588192B, recent allocation size: 0B, recent allocation duration: 561.12ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 213.10ms
[2024-10-12T10:43:52.286+0800] GC(271) Adaptive IHOP information (value update), threshold: 105176890B (92.19), internal target occupancy: 114085068B, occupancy: 82588192B, additional buffer size: 8388608B, predicted old gen allocation rate: 1428576.89B/s, predicted marking phase length: 363.70ms, prediction active: true
[2024-10-12T10:43:52.451+0800] GC(272) Basic information (value update), threshold: 107289253B (79.94), target occupancy: 134217728B, current occupancy: 88413728B, recent allocation size: 6192B, recent allocation duration: 163.27ms, recent old gen allocation rate: 37925.22B/s, recent marking phase length: 213.10ms
[2024-10-12T10:43:52.451+0800] GC(272) Adaptive IHOP information (value update), threshold: 107289253B (94.04), internal target occupancy: 114085068B, occupancy: 88413728B, additional buffer size: 6291456B, predicted old gen allocation rate: 1386752.78B/s, predicted marking phase length: 363.70ms, prediction active: true
[2024-10-12T10:43:52.554+0800] GC(273) Basic information (value update), threshold: 107303580B (79.95), target occupancy: 134217728B, current occupancy: 92608032B, recent allocation size: 6192B, recent allocation duration: 102.60ms, recent old gen allocation rate: 60348.12B/s, recent marking phase length: 213.10ms
