[2024-10-12T10:37:12.887+0800] Target occupancy update: old: 0B, new: 134217728B
[2024-10-12T10:37:13.080+0800] GC(0) Basic information (value update), threshold: 60397977B (45.00), target occupancy: 134217728B, current occupancy: 9239040B, recent allocation size: 2097152B, recent allocation duration: 192.93ms, recent old gen allocation rate: 10870017.12B/s, recent marking phase length: 0.00ms
[2024-10-12T10:37:27.271+0800] GC(135) Basic information (value update), threshold: 113354116B (84.46), target occupancy: 134217728B, current occupancy: 110835080B, recent allocation size: 37152B, recent allocation duration: 152.53ms, recent old gen allocation rate: 243575.89B/s, recent marking phase length: 214.11ms
[2024-10-12T10:37:27.271+0800] GC(135) Adaptive IHOP information (value update), threshold: 113354116B (99.36), internal target occupancy: 114085068B, occupancy: 110835080B, additional buffer size: 0B, predicted old gen allocation rate: 1819881.67B/s, predicted marking phase length: 401.65ms, prediction active: true
[2024-10-12T10:37:27.584+0800] GC(138) Basic information (value update), threshold: 107085100B (79.78), target occupancy: 134217728B, current occupancy: 114559320B, recent allocation size: 6192B, recent allocation duration: 102.71ms, recent old gen allocation rate: 60285.31B/s, recent marking phase length: 214.11ms
[2024-10-12T10:37:27.584+0800] GC(138) Adaptive IHOP information (value update), threshold: 107085100B (93.86), internal target occupancy: 114085068B, occupancy: 114559320B, additional buffer size: 6291456B, predicted old gen allocation rate: 1764011.89B/s, predicted marking phase length: 401.65ms, prediction active: true
[2024-10-12T10:37:27.687+0800] GC(139) Basic information (value update), threshold: 107106751B (79.80), target occupancy: 134217728B, current occupancy: 118054744B, recent allocation size: 6192B, recent allocation duration: 102.12ms, recent old gen allocation rate: 60636.86B/s, recent marking phase length: 214.11ms
[2024-10-12T10:37:27.687+0800] GC(139) Adaptive IHOP information (value update), threshold: 107106751B (93.88), internal target occupancy: 114085068B, occupancy: 118054744B, additional buffer size: 6291456B, predicted old gen allocation rate: 1710106.80B/s, predicted marking phase length: 401.65ms, prediction active: true
[2024-10-12T10:37:27.842+0800] GC(141) Basic information (value update), threshold: 113419471B (84.50), target occupancy: 134217728B, current occupancy: 117821272B, recent allocation size: 6192B, recent allocation duration: 152.89ms, recent old gen allocation rate: 40498.39B/s, recent marking phase length: 214.11ms
[2024-10-12T10:37:27.842+0800] GC(141) Adaptive IHOP information (value update), threshold: 113419471B (99.42), internal target occupancy: 114085068B, occupancy: 117821272B, additional buffer size: 0B, predicted old gen allocation rate: 1657166.05B/s, predicted marking phase length: 401.65ms, prediction active: true
[2024-10-12T10:37:27.947+0800] GC(142) Basic information (value update), threshold: 113427914B (84.51), target occupancy: 134217728B, current occupancy: 119918384B, recent allocation size: 4262416B, recent allocation duration: 152.89ms, recent old gen allocation rate: 27878063.02B/s, recent marking phase length: 255.18ms
[2024-10-12T10:37:27.947+0800] GC(142) Adaptive IHOP information (value update), threshold: 113427914B (99.42), internal target occupancy: 114085068B, occupancy: 119918384B, additional buffer size: 0B, predicted old gen allocation rate: 1657166.05B/s, predicted marking phase length: 396.55ms, prediction active: true
[2024-10-12T10:37:28.052+0800] GC(144) Basic information (value update), threshold: 107156915B (79.84), target occupancy: 134217728B, current occupancy: 123426616B, recent allocation size: 6192B, recent allocation duration: 209.07ms, recent old gen allocation rate: 29617.41B/s, recent marking phase length: 255.18ms
[2024-10-12T10:37:28.052+0800] GC(144) Adaptive IHOP information (value update), threshold: 107156915B (93.93), internal target occupancy: 114085068B, occupancy: 123426616B, additional buffer size: 6291456B, predicted old gen allocation rate: 1605578.22B/s, predicted marking phase length: 396.55ms, prediction active: true
[2024-10-12T10:37:28.207+0800] GC(146) Basic information (value update), threshold: 113467918B (84.54), target occupancy: 134217728B, current occupancy: 123413808B, recent allocation size: 6192B, recent allocation duration: 152.39ms, recent old gen allocation rate: 40631.33B/s, recent marking phase length: 255.18ms
[2024-10-12T10:37:28.208+0800] GC(146) Adaptive IHOP information (value update), threshold: 113467918B (99.46), internal target occupancy: 114085068B, occupancy: 123413808B, additional buffer size: 0B, predicted old gen allocation rate: 1556285.81B/s, predicted marking phase length: 396.55ms, prediction active: true
[2024-10-12T10:37:28.271+0800] GC(147) Basic information (value update), threshold: 113477658B (84.55), target occupancy: 134217728B, current occupancy: 115961224B, recent allocation size: 2103344B, recent allocation duration: 152.39ms, recent old gen allocation rate: 13801948.27B/s, recent marking phase length: 214.52ms
[2024-10-12T10:37:28.271+0800] GC(147) Adaptive IHOP information (value update), threshold: 113477658B (99.47), internal target occupancy: 114085068B, occupancy: 115961224B, additional buffer size: 0B, predicted old gen allocation rate: 1556285.81B/s, predicted marking phase length: 390.29ms, prediction active: true
[2024-10-12T10:37:28.542+0800] GC(150) Basic information (value update), threshold: 107204785B (79.87), target occupancy: 134217728B, current occupancy: 121316696B, recent allocation size: 4128B, recent allocation duration: 103.00ms, recent old gen allocation rate: 40079.13B/s, recent marking phase length: 214.52ms
[2024-10-12T10:37:28.542+0800] GC(150) Adaptive IHOP information (value update), threshold: 107204785B (93.97), internal target occupancy: 114085068B, occupancy: 121316696B, additional buffer size: 6291456B, predicted old gen allocation rate: 1508674.74B/s, predicted marking phase length: 390.29ms, prediction active: true
[2024-10-12T10:37:28.697+0800] GC(152) Basic information (value update), threshold: 113514173B (84.57), target occupancy: 134217728B, current occupancy: 119219544B, recent allocation size: 6192B, recent allocation duration: 152.59ms, recent old gen allocation rate: 40578.61B/s, recent marking phase length: 214.52ms
[2024-10-12T10:37:28.697+0800] GC(152) Adaptive IHOP information (value update), threshold: 113514173B (99.50), internal target occupancy: 114085068B, occupancy: 119219544B, additional buffer size: 0B, predicted old gen allocation rate: 1462729.81B/s, predicted marking phase length: 390.29ms, prediction active: true
[2024-10-12T10:37:28.761+0800] GC(153) Basic information (value update), threshold: 113523034B (84.58), target occupancy: 134217728B, current occupancy: 109439384B, recent allocation size: 22704B, recent allocation duration: 152.59ms, recent old gen allocation rate: 148788.24B/s, recent marking phase length: 214.75ms
[2024-10-12T10:37:28.761+0800] GC(153) Adaptive IHOP information (value update), threshold: 113523034B (99.51), internal target occupancy: 114085068B, occupancy: 109439384B, additional buffer size: 0B, predicted old gen allocation rate: 1462729.81B/s, predicted marking phase length: 384.24ms, prediction active: true
[2024-10-12T10:37:28.971+0800] GC(155) Basic information (value update), threshold: 107248284B (79.91), target occupancy: 134217728B, current occupancy: 110365016B, recent allocation size: 2103344B, recent allocation duration: 103.35ms, recent old gen allocation rate: 20350756.18B/s, recent marking phase length: 214.75ms
[2024-10-12T10:37:28.971+0800] GC(155) Adaptive IHOP information (value update), threshold: 107248284B (94.01), internal target occupancy: 114085068B, occupancy: 110365016B, additional buffer size: 6291456B, predicted old gen allocation rate: 1419251.23B/s, predicted marking phase length: 384.24ms, prediction active: true
[2024-10-12T10:37:29.074+0800] GC(156) Basic information (value update), threshold: 107264410B (79.92), target occupancy: 134217728B, current occupancy: 114559320B, recent allocation size: 6192B, recent allocation duration: 102.35ms, recent old gen allocation rate: 60498.17B/s, recent marking phase length: 214.75ms
[2024-10-12T10:37:29.074+0800] GC(156) Adaptive IHOP information (value update), threshold: 107264410B (94.02), internal target occupancy: 114085068B, occupancy: 114559320B, additional buffer size: 6291456B, predicted old gen allocation rate: 1377280.88B/s, predicted marking phase length: 384.24ms, prediction active: true
[2024-10-12T10:37:29.178+0800] GC(157) Basic information (value update), threshold: 107279995B (79.93), target occupancy: 134217728B, current occupancy: 117590360B, recent allocation size: 6192B, recent allocation duration: 102.85ms, recent old gen allocation rate: 60206.62B/s, recent marking phase length: 214.75ms
[2024-10-12T10:37:29.178+0800] GC(157) Adaptive IHOP information (value update), threshold: 107279995B (94.04), internal target occupancy: 114085068B, occupancy: 117590360B, additional buffer size: 6291456B, predicted old gen allocation rate: 1336721.83B/s, predicted marking phase length: 384.24ms, prediction active: true
[2024-10-12T10:37:29.333+0800] GC(159) Basic information (value update), threshold: 113586853B (84.63), target occupancy: 134217728B, current occupancy: 121782616B, recent allocation size: 6192B, recent allocation duration: 152.14ms, recent old gen allocation rate: 40699.12B/s, recent marking phase length: 214.75ms
[2024-10-12T10:37:29.333+0800] GC(159) Adaptive IHOP information (value update), threshold: 113586853B (99.56), internal target occupancy: 114085068B, occupancy: 121782616B, additional buffer size: 0B, predicted old gen allocation rate: 1296635.50B/s, predicted marking phase length: 384.24ms, prediction active: true
[2024-10-12T10:37:29.396+0800] GC(160) Basic information (value update), threshold: 113594476B (84.63), target occupancy: 134217728B, current occupancy: 113866136B, recent allocation size: 24768B, recent allocation duration: 152.14ms, recent old gen allocation rate: 162796.49B/s, recent marking phase length: 214.30ms
[2024-10-12T10:37:29.397+0800] GC(160) Adaptive IHOP information (value update), threshold: 113594476B (99.57), internal target occupancy: 114085068B, occupancy: 113866136B, additional buffer size: 0B, predicted old gen allocation rate: 1296635.50B/s, predicted marking phase length: 378.36ms, prediction active: true
[2024-10-12T10:37:29.668+0800] GC(163) Basic information (value update), threshold: 107317683B (79.96), target occupancy: 134217728B, current occupancy: 121555864B, recent allocation size: 4128B, recent allocation duration: 103.04ms, recent old gen allocation rate: 40061.14B/s, recent marking phase length: 214.30ms
[2024-10-12T10:37:29.668+0800] GC(163) Adaptive IHOP information (value update), threshold: 107317683B (94.07), internal target occupancy: 114085068B, occupancy: 121555864B, additional buffer size: 6291456B, predicted old gen allocation rate: 1257882.47B/s, predicted marking phase length: 378.36ms, prediction active: true
[2024-10-12T10:37:29.782+0800] GC(165) Basic information (value update), threshold: 113623357B (84.66), target occupancy: 134217728B, current occupancy: 123426264B, recent allocation size: 4128B, recent allocation duration: 111.32ms, recent old gen allocation rate: 37080.62B/s, recent marking phase length: 214.30ms
[2024-10-12T10:37:29.782+0800] GC(165) Adaptive IHOP information (value update), threshold: 113623357B (99.60), internal target occupancy: 114085068B, occupancy: 123426264B, additional buffer size: 0B, predicted old gen allocation rate: 1220305.16B/s, predicted marking phase length: 378.36ms, prediction active: true
[2024-10-12T10:37:29.825+0800] GC(166) Basic information (value update), threshold: 113632286B (84.66), target occupancy: 134217728B, current occupancy: 123892128B, recent allocation size: 2115728B, recent allocation duration: 111.32ms, recent old gen allocation rate: 19004967.78B/s, recent marking phase length: 152.81ms
[2024-10-12T10:37:29.825+0800] GC(166) Adaptive IHOP information (value update), threshold: 113632286B (99.60), internal target occupancy: 114085068B, occupancy: 123892128B, additional buffer size: 0B, predicted old gen allocation rate: 1220305.16B/s, predicted marking phase length: 371.04ms, prediction active: true
[2024-10-12T10:37:30.176+0800] GC(170) Basic information (value update), threshold: 107354934B (79.99), target occupancy: 134217728B, current occupancy: 84685176B, recent allocation size: 0B, recent allocation duration: 392.78ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 152.81ms
[2024-10-12T10:37:30.176+0800] GC(170) Adaptive IHOP information (value update), threshold: 107354934B (94.10), internal target occupancy: 114085068B, occupancy: 84685176B, additional buffer size: 6291456B, predicted old gen allocation rate: 1182292.81B/s, predicted marking phase length: 371.04ms, prediction active: true
[2024-10-12T10:37:30.280+0800] GC(171) Basic information (value update), threshold: 107367514B (80.00), target occupancy: 134217728B, current occupancy: 88646520B, recent allocation size: 6192B, recent allocation duration: 102.15ms, recent old gen allocation rate: 60615.35B/s, recent marking phase length: 152.81ms
[2024-10-12T10:37:30.280+0800] GC(171) Adaptive IHOP information (value update), threshold: 107367514B (94.11), internal target occupancy: 114085068B, occupancy: 88646520B, additional buffer size: 6291456B, predicted old gen allocation rate: 1148387.69B/s, predicted marking phase length: 371.04ms, prediction active: true
[2024-10-12T10:37:30.383+0800] GC(172) Basic information (value update), threshold: 107380029B (80.00), target occupancy: 134217728B, current occupancy: 93073784B, recent allocation size: 4128B, recent allocation duration: 102.47ms, recent old gen allocation rate: 40286.26B/s, recent marking phase length: 152.81ms
[2024-10-12T10:37:30.383+0800] GC(172) Adaptive IHOP information (value update), threshold: 107380029B (94.12), internal target occupancy: 114085068B, occupancy: 93073784B, additional buffer size: 6291456B, predicted old gen allocation rate: 1114658.37B/s, predicted marking phase length: 371.04ms, prediction active: true
[2024-10-12T10:37:30.486+0800] GC(173) Basic information (value update), threshold: 107391774B (80.01), target occupancy: 134217728B, current occupancy: 97037176B, recent allocation size: 6192B, recent allocation duration: 102.21ms, recent old gen allocation rate: 60583.96B/s, recent marking phase length: 152.81ms
[2024-10-12T10:37:30.486+0800] GC(173) Adaptive IHOP information (value update), threshold: 107391774B (94.13), internal target occupancy: 114085068B, occupancy: 97037176B, additional buffer size: 6291456B, predicted old gen allocation rate: 1083004.73B/s, predicted marking phase length: 371.04ms, prediction active: true
[2024-10-12T10:37:30.591+0800] GC(174) Basic information (value update), threshold: 107403138B (80.02), target occupancy: 134217728B, current occupancy: 100996472B, recent allocation size: 6192B, recent allocation duration: 102.77ms, recent old gen allocation rate: 60250.33B/s, recent marking phase length: 152.81ms
[2024-10-12T10:37:30.591+0800] GC(174) Adaptive IHOP information (value update), threshold: 107403138B (94.14), internal target occupancy: 114085068B, occupancy: 100996472B, additional buffer size: 6291456B, predicted old gen allocation rate: 1052376.94B/s, predicted marking phase length: 371.04ms, prediction active: true
[2024-10-12T10:37:30.745+0800] GC(176) Basic information (value update), threshold: 113706159B (84.72), target occupancy: 134217728B, current occupancy: 105190776B, recent allocation size: 4128B, recent allocation duration: 151.72ms, recent old gen allocation rate: 27208.89B/s, recent marking phase length: 152.81ms
[2024-10-12T10:37:30.745+0800] GC(176) Adaptive IHOP information (value update), threshold: 113706159B (99.67), internal target occupancy: 114085068B, occupancy: 105190776B, additional buffer size: 0B, predicted old gen allocation rate: 1021207.75B/s, predicted marking phase length: 371.04ms, prediction active: true
[2024-10-12T10:37:30.849+0800] GC(177) Basic information (value update), threshold: 113710212B (84.72), target occupancy: 134217728B, current occupancy: 100599704B, recent allocation size: 136224B, recent allocation duration: 151.72ms, recent old gen allocation rate: 897893.46B/s, recent marking phase length: 254.34ms
[2024-10-12T10:37:30.850+0800] GC(177) Adaptive IHOP information (value update), threshold: 113710212B (99.67), internal target occupancy: 114085068B, occupancy: 100599704B, additional buffer size: 0B, predicted old gen allocation rate: 1021207.75B/s, predicted marking phase length: 367.07ms, prediction active: true
[2024-10-12T10:37:31.057+0800] GC(179) Basic information (value update), threshold: 107429244B (80.04), target occupancy: 134217728B, current occupancy: 106158848B, recent allocation size: 6192B, recent allocation duration: 102.55ms, recent old gen allocation rate: 60379.85B/s, recent marking phase length: 254.34ms
[2024-10-12T10:37:31.057+0800] GC(179) Adaptive IHOP information (value update), threshold: 107429244B (94.17), internal target occupancy: 114085068B, occupancy: 106158848B, additional buffer size: 6291456B, predicted old gen allocation rate: 992633.86B/s, predicted marking phase length: 367.07ms, prediction active: true
[2024-10-12T10:37:31.161+0800] GC(180) Basic information (value update), threshold: 107439387B (80.05), target occupancy: 134217728B, current occupancy: 110118144B, recent allocation size: 6192B, recent allocation duration: 102.08ms, recent old gen allocation rate: 60655.91B/s, recent marking phase length: 254.34ms
[2024-10-12T10:37:31.161+0800] GC(180) Adaptive IHOP information (value update), threshold: 107439387B (94.17), internal target occupancy: 114085068B, occupancy: 110118144B, additional buffer size: 6291456B, predicted old gen allocation rate: 965002.41B/s, predicted marking phase length: 367.07ms, prediction active: true
[2024-10-12T10:37:31.316+0800] GC(182) Basic information (value update), threshold: 113741003B (84.74), target occupancy: 134217728B, current occupancy: 113613568B, recent allocation size: 2103344B, recent allocation duration: 152.31ms, recent old gen allocation rate: 13809252.38B/s, recent marking phase length: 254.34ms
[2024-10-12T10:37:31.316+0800] GC(182) Adaptive IHOP information (value update), threshold: 113741003B (99.70), internal target occupancy: 114085068B, occupancy: 113613568B, additional buffer size: 0B, predicted old gen allocation rate: 937323.72B/s, predicted marking phase length: 367.07ms, prediction active: true
[2024-10-12T10:37:31.378+0800] GC(183) Basic information (value update), threshold: 113746000B (84.75), target occupancy: 134217728B, current occupancy: 106624616B, recent allocation size: 6192B, recent allocation duration: 152.31ms, recent old gen allocation rate: 40652.83B/s, recent marking phase length: 213.83ms
[2024-10-12T10:37:31.378+0800] GC(183) Adaptive IHOP information (value update), threshold: 113746000B (99.70), internal target occupancy: 114085068B, occupancy: 106624616B, additional buffer size: 0B, predicted old gen allocation rate: 937323.72B/s, predicted marking phase length: 361.74ms, prediction active: true
[2024-10-12T10:37:31.691+0800] GC(186) Basic information (value update), threshold: 107463893B (80.07), target occupancy: 134217728B, current occupancy: 111931824B, recent allocation size: 6192B, recent allocation duration: 102.74ms, recent old gen allocation rate: 60271.40B/s, recent marking phase length: 213.83ms
[2024-10-12T10:37:31.691+0800] GC(186) Adaptive IHOP information (value update), threshold: 107463893B (94.20), internal target occupancy: 114085068B, occupancy: 111931824B, additional buffer size: 6291456B, predicted old gen allocation rate: 911478.83B/s, predicted marking phase length: 361.74ms, prediction active: true
[2024-10-12T10:37:31.795+0800] GC(187) Basic information (value update), threshold: 107472938B (80.07), target occupancy: 134217728B, current occupancy: 115893168B, recent allocation size: 6192B, recent allocation duration: 102.39ms, recent old gen allocation rate: 60472.45B/s, recent marking phase length: 213.83ms
[2024-10-12T10:37:31.795+0800] GC(187) Adaptive IHOP information (value update), threshold: 107472938B (94.20), internal target occupancy: 114085068B, occupancy: 115893168B, additional buffer size: 6291456B, predicted old gen allocation rate: 886474.78B/s, predicted marking phase length: 361.74ms, prediction active: true
[2024-10-12T10:37:31.951+0800] GC(189) Basic information (value update), threshold: 113773493B (84.77), target occupancy: 134217728B, current occupancy: 120087472B, recent allocation size: 6192B, recent allocation duration: 153.19ms, recent old gen allocation rate: 40421.38B/s, recent marking phase length: 213.83ms
[2024-10-12T10:37:31.951+0800] GC(189) Adaptive IHOP information (value update), threshold: 113773493B (99.73), internal target occupancy: 114085068B, occupancy: 120087472B, additional buffer size: 0B, predicted old gen allocation rate: 861323.05B/s, predicted marking phase length: 361.74ms, prediction active: true
[2024-10-12T10:37:32.013+0800] GC(190) Basic information (value update), threshold: 113777900B (84.77), target occupancy: 134217728B, current occupancy: 120091712B, recent allocation size: 2113664B, recent allocation duration: 153.19ms, recent old gen allocation rate: 13797999.09B/s, recent marking phase length: 214.79ms
[2024-10-12T10:37:32.013+0800] GC(190) Adaptive IHOP information (value update), threshold: 113777900B (99.73), internal target occupancy: 114085068B, occupancy: 120091712B, additional buffer size: 0B, predicted old gen allocation rate: 861323.05B/s, predicted marking phase length: 356.62ms, prediction active: true
[2024-10-12T10:37:32.161+0800] GC(193) Basic information (value update), threshold: 106567689B (79.40), target occupancy: 134217728B, current occupancy: 127632376B, recent allocation size: 4194304B, recent allocation duration: 209.73ms, recent old gen allocation rate: 19998611.07B/s, recent marking phase length: 214.79ms
[2024-10-12T10:37:32.161+0800] GC(193) Adaptive IHOP information (value update), threshold: 106567689B (93.41), internal target occupancy: 114085068B, occupancy: 127632376B, additional buffer size: 6291456B, predicted old gen allocation rate: 3437573.28B/s, predicted marking phase length: 356.62ms, prediction active: true
[2024-10-12T10:37:32.409+0800] GC(196) Basic information (value update), threshold: 106607795B (79.43), target occupancy: 134217728B, current occupancy: 84219216B, recent allocation size: 0B, recent allocation duration: 456.85ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 214.79ms
[2024-10-12T10:37:32.409+0800] GC(196) Adaptive IHOP information (value update), threshold: 106607795B (93.45), internal target occupancy: 114085068B, occupancy: 84219216B, additional buffer size: 6291456B, predicted old gen allocation rate: 3325113.38B/s, predicted marking phase length: 356.62ms, prediction active: true
[2024-10-12T10:37:32.512+0800] GC(197) Basic information (value update), threshold: 106645520B (79.46), target occupancy: 134217728B, current occupancy: 88415568B, recent allocation size: 6192B, recent allocation duration: 102.44ms, recent old gen allocation rate: 60445.17B/s, recent marking phase length: 214.79ms
[2024-10-12T10:37:32.512+0800] GC(197) Adaptive IHOP information (value update), threshold: 106645520B (93.48), internal target occupancy: 114085068B, occupancy: 88415568B, additional buffer size: 6291456B, predicted old gen allocation rate: 3219332.15B/s, predicted marking phase length: 356.62ms, prediction active: true
[2024-10-12T10:37:32.616+0800] GC(198) Basic information (value update), threshold: 106681907B (79.48), target occupancy: 134217728B, current occupancy: 92374864B, recent allocation size: 6192B, recent allocation duration: 102.70ms, recent old gen allocation rate: 60291.61B/s, recent marking phase length: 214.79ms
[2024-10-12T10:37:32.616+0800] GC(198) Adaptive IHOP information (value update), threshold: 106681907B (93.51), internal target occupancy: 114085068B, occupancy: 92374864B, additional buffer size: 6291456B, predicted old gen allocation rate: 3117299.12B/s, predicted marking phase length: 356.62ms, prediction active: true
[2024-10-12T10:37:32.720+0800] GC(199) Basic information (value update), threshold: 106717322B (79.51), target occupancy: 134217728B, current occupancy: 96569168B, recent allocation size: 4128B, recent allocation duration: 102.32ms, recent old gen allocation rate: 40342.65B/s, recent marking phase length: 214.79ms
[2024-10-12T10:37:32.720+0800] GC(199) Adaptive IHOP information (value update), threshold: 106717322B (93.54), internal target occupancy: 114085068B, occupancy: 96569168B, additional buffer size: 6291456B, predicted old gen allocation rate: 3017993.47B/s, predicted marking phase length: 356.62ms, prediction active: true
[2024-10-12T10:37:32.824+0800] GC(200) Basic information (value update), threshold: 106751487B (79.54), target occupancy: 134217728B, current occupancy: 100530512B, recent allocation size: 4128B, recent allocation duration: 102.91ms, recent old gen allocation rate: 40113.53B/s, recent marking phase length: 214.79ms
[2024-10-12T10:37:32.824+0800] GC(200) Adaptive IHOP information (value update), threshold: 106751487B (93.57), internal target occupancy: 114085068B, occupancy: 100530512B, additional buffer size: 6291456B, predicted old gen allocation rate: 2922191.41B/s, predicted marking phase length: 356.62ms, prediction active: true
[2024-10-12T10:37:32.979+0800] GC(202) Basic information (value update), threshold: 113075893B (84.25), target occupancy: 134217728B, current occupancy: 104726864B, recent allocation size: 6192B, recent allocation duration: 151.96ms, recent old gen allocation rate: 40747.88B/s, recent marking phase length: 214.79ms
[2024-10-12T10:37:32.979+0800] GC(202) Adaptive IHOP information (value update), threshold: 113075893B (99.12), internal target occupancy: 114085068B, occupancy: 104726864B, additional buffer size: 0B, predicted old gen allocation rate: 2829798.40B/s, predicted marking phase length: 356.62ms, prediction active: true
[2024-10-12T10:37:33.083+0800] GC(203) Basic information (value update), threshold: 113085496B (84.26), target occupancy: 134217728B, current occupancy: 99112568B, recent allocation size: 20640B, recent allocation duration: 151.96ms, recent old gen allocation rate: 135826.26B/s, recent marking phase length: 254.81ms
[2024-10-12T10:37:33.083+0800] GC(203) Adaptive IHOP information (value update), threshold: 113085496B (99.12), internal target occupancy: 114085068B, occupancy: 99112568B, additional buffer size: 0B, predicted old gen allocation rate: 2829798.40B/s, predicted marking phase length: 353.23ms, prediction active: true
[2024-10-12T10:37:33.291+0800] GC(205) Basic information (value update), threshold: 106825537B (79.59), target occupancy: 134217728B, current occupancy: 104418008B, recent allocation size: 4128B, recent allocation duration: 102.76ms, recent old gen allocation rate: 40169.42B/s, recent marking phase length: 254.81ms
[2024-10-12T10:37:33.291+0800] GC(205) Adaptive IHOP information (value update), threshold: 106825537B (93.64), internal target occupancy: 114085068B, occupancy: 104418008B, additional buffer size: 6291456B, predicted old gen allocation rate: 2740630.71B/s, predicted marking phase length: 353.23ms, prediction active: true
[2024-10-12T10:37:33.395+0800] GC(206) Basic information (value update), threshold: 106855926B (79.61), target occupancy: 134217728B, current occupancy: 108146392B, recent allocation size: 4128B, recent allocation duration: 102.37ms, recent old gen allocation rate: 40325.38B/s, recent marking phase length: 254.81ms
[2024-10-12T10:37:33.395+0800] GC(206) Adaptive IHOP information (value update), threshold: 106855926B (93.66), internal target occupancy: 114085068B, occupancy: 108146392B, additional buffer size: 6291456B, predicted old gen allocation rate: 2654599.08B/s, predicted marking phase length: 353.23ms, prediction active: true
[2024-10-12T10:37:33.550+0800] GC(208) Basic information (value update), threshold: 113176920B (84.32), target occupancy: 134217728B, current occupancy: 109544152B, recent allocation size: 2101280B, recent allocation duration: 153.05ms, recent old gen allocation rate: 13729149.89B/s, recent marking phase length: 254.81ms
[2024-10-12T10:37:33.550+0800] GC(208) Adaptive IHOP information (value update), threshold: 113176920B (99.20), internal target occupancy: 114085068B, occupancy: 109544152B, additional buffer size: 0B, predicted old gen allocation rate: 2570976.95B/s, predicted marking phase length: 353.23ms, prediction active: true
[2024-10-12T10:37:33.654+0800] GC(209) Basic information (value update), threshold: 113185267B (84.33), target occupancy: 134217728B, current occupancy: 103817112B, recent allocation size: 97008B, recent allocation duration: 153.05ms, recent old gen allocation rate: 633821.94B/s, recent marking phase length: 255.37ms
[2024-10-12T10:37:33.654+0800] GC(209) Adaptive IHOP information (value update), threshold: 113185267B (99.21), internal target occupancy: 114085068B, occupancy: 103817112B, additional buffer size: 0B, predicted old gen allocation rate: 2570976.95B/s, predicted marking phase length: 349.98ms, prediction active: true
[2024-10-12T10:37:33.863+0800] GC(211) Basic information (value update), threshold: 106921524B (79.66), target occupancy: 134217728B, current occupancy: 108934208B, recent allocation size: 6192B, recent allocation duration: 102.34ms, recent old gen allocation rate: 60502.81B/s, recent marking phase length: 255.37ms
[2024-10-12T10:37:33.863+0800] GC(211) Adaptive IHOP information (value update), threshold: 106921524B (93.72), internal target occupancy: 114085068B, occupancy: 108934208B, additional buffer size: 6291456B, predicted old gen allocation rate: 2491792.92B/s, predicted marking phase length: 349.98ms, prediction active: true
[2024-10-12T10:37:33.967+0800] GC(212) Basic information (value update), threshold: 106948599B (79.68), target occupancy: 134217728B, current occupancy: 113128512B, recent allocation size: 4128B, recent allocation duration: 102.73ms, recent old gen allocation rate: 40184.08B/s, recent marking phase length: 255.37ms
[2024-10-12T10:37:33.967+0800] GC(212) Adaptive IHOP information (value update), threshold: 106948599B (93.74), internal target occupancy: 114085068B, occupancy: 113128512B, additional buffer size: 6291456B, predicted old gen allocation rate: 2414432.31B/s, predicted marking phase length: 349.98ms, prediction active: true
[2024-10-12T10:37:34.121+0800] GC(214) Basic information (value update), threshold: 113266182B (84.39), target occupancy: 134217728B, current occupancy: 117322816B, recent allocation size: 6192B, recent allocation duration: 151.84ms, recent old gen allocation rate: 40780.36B/s, recent marking phase length: 255.37ms
[2024-10-12T10:37:34.121+0800] GC(214) Adaptive IHOP information (value update), threshold: 113266182B (99.28), internal target occupancy: 114085068B, occupancy: 117322816B, additional buffer size: 0B, predicted old gen allocation rate: 2339781.56B/s, predicted marking phase length: 349.98ms, prediction active: true
[2024-10-12T10:37:34.185+0800] GC(215) Basic information (value update), threshold: 113277265B (84.40), target occupancy: 134217728B, current occupancy: 114991336B, recent allocation size: 2121920B, recent allocation duration: 151.84ms, recent old gen allocation rate: 13974913.81B/s, recent marking phase length: 213.95ms
[2024-10-12T10:37:34.185+0800] GC(215) Adaptive IHOP information (value update), threshold: 113277265B (99.29), internal target occupancy: 114085068B, occupancy: 114991336B, additional buffer size: 0B, predicted old gen allocation rate: 2339781.56B/s, predicted marking phase length: 345.25ms, prediction active: true
[2024-10-12T10:37:34.351+0800] GC(217) Basic information (value update), threshold: 106391188B (79.27), target occupancy: 134217728B, current occupancy: 127413928B, recent allocation size: 4194304B, recent allocation duration: 229.62ms, recent old gen allocation rate: 18265975.73B/s, recent marking phase length: 213.95ms
[2024-10-12T10:37:34.351+0800] GC(217) Adaptive IHOP information (value update), threshold: 106391188B (93.26), internal target occupancy: 114085068B, occupancy: 127413928B, additional buffer size: 6291456B, predicted old gen allocation rate: 4062087.16B/s, predicted marking phase length: 345.25ms, prediction active: true
[2024-10-12T10:37:34.580+0800] GC(220) Basic information (value update), threshold: 104340685B (77.74), target occupancy: 134217728B, current occupancy: 83287336B, recent allocation size: 0B, recent allocation duration: 457.10ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 213.95ms
