[2024-10-12T11:23:42.954+0800] Target occupancy update: old: 0B, new: 134217728B
[2024-10-12T11:23:43.143+0800] GC(0) Basic information (value update), threshold: 60397977B (45.00), target occupancy: 134217728B, current occupancy: 9006080B, recent allocation size: 2097152B, recent allocation duration: 187.19ms, recent old gen allocation rate: 11203312.50B/s, recent marking phase length: 0.00ms
[2024-10-12T11:24:02.195+0800] GC(176) Basic information (value update), threshold: 113252750B (84.38), target occupancy: 134217728B, current occupancy: 112009792B, recent allocation size: 55728B, recent allocation duration: 152.33ms, recent old gen allocation rate: 365840.04B/s, recent marking phase length: 214.05ms
[2024-10-12T11:24:02.195+0800] GC(176) Adaptive IHOP information (value update), threshold: 113252750B (99.27), internal target occupancy: 114085068B, occupancy: 112009792B, additional buffer size: 0B, predicted old gen allocation rate: 2007156.17B/s, predicted marking phase length: 414.68ms, prediction active: true
[2024-10-12T11:24:03.036+0800] GC(184) Basic information (value update), threshold: 106987522B (79.71), target occupancy: 134217728B, current occupancy: 114096640B, recent allocation size: 6192B, recent allocation duration: 102.33ms, recent old gen allocation rate: 60507.97B/s, recent marking phase length: 214.05ms
[2024-10-12T11:24:03.036+0800] GC(184) Adaptive IHOP information (value update), threshold: 106987522B (93.78), internal target occupancy: 114085068B, occupancy: 114096640B, additional buffer size: 6291456B, predicted old gen allocation rate: 1943906.82B/s, predicted marking phase length: 414.68ms, prediction active: true
[2024-10-12T11:24:03.140+0800] GC(185) Basic information (value update), threshold: 107012823B (79.73), target occupancy: 134217728B, current occupancy: 118290944B, recent allocation size: 6192B, recent allocation duration: 102.87ms, recent old gen allocation rate: 60194.43B/s, recent marking phase length: 214.05ms
[2024-10-12T11:24:03.140+0800] GC(185) Adaptive IHOP information (value update), threshold: 107012823B (93.80), internal target occupancy: 114085068B, occupancy: 118290944B, additional buffer size: 6291456B, predicted old gen allocation rate: 1882893.78B/s, predicted marking phase length: 414.68ms, prediction active: true
[2024-10-12T11:24:03.295+0800] GC(187) Basic information (value update), threshold: 113329038B (84.44), target occupancy: 134217728B, current occupancy: 122720256B, recent allocation size: 6192B, recent allocation duration: 152.02ms, recent old gen allocation rate: 40731.85B/s, recent marking phase length: 214.05ms
[2024-10-12T11:24:03.295+0800] GC(187) Adaptive IHOP information (value update), threshold: 113329038B (99.34), internal target occupancy: 114085068B, occupancy: 122720256B, additional buffer size: 0B, predicted old gen allocation rate: 1823185.63B/s, predicted marking phase length: 414.68ms, prediction active: true
[2024-10-12T11:24:03.358+0800] GC(188) Basic information (value update), threshold: 113341427B (84.45), target occupancy: 134217728B, current occupancy: 127615536B, recent allocation size: 90816B, recent allocation duration: 152.02ms, recent old gen allocation rate: 597400.49B/s, recent marking phase length: 213.65ms
[2024-10-12T11:24:03.358+0800] GC(188) Adaptive IHOP information (value update), threshold: 113341427B (99.35), internal target occupancy: 114085068B, occupancy: 127615536B, additional buffer size: 0B, predicted old gen allocation rate: 1823185.63B/s, predicted marking phase length: 407.88ms, prediction active: true
[2024-10-12T11:24:03.690+0800] GC(192) Basic information (value update), threshold: 107074192B (79.78), target occupancy: 134217728B, current occupancy: 83986256B, recent allocation size: 0B, recent allocation duration: 393.52ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 213.65ms
[2024-10-12T11:24:03.690+0800] GC(192) Adaptive IHOP information (value update), threshold: 107074192B (93.85), internal target occupancy: 114085068B, occupancy: 83986256B, additional buffer size: 6291456B, predicted old gen allocation rate: 1763802.88B/s, predicted marking phase length: 407.88ms, prediction active: true
[2024-10-12T11:24:03.793+0800] GC(193) Basic information (value update), threshold: 107096457B (79.79), target occupancy: 134217728B, current occupancy: 88413520B, recent allocation size: 6192B, recent allocation duration: 102.40ms, recent old gen allocation rate: 60471.37B/s, recent marking phase length: 213.65ms
[2024-10-12T11:24:03.793+0800] GC(193) Adaptive IHOP information (value update), threshold: 107096457B (93.87), internal target occupancy: 114085068B, occupancy: 88413520B, additional buffer size: 6291456B, predicted old gen allocation rate: 1709217.48B/s, predicted marking phase length: 407.88ms, prediction active: true
[2024-10-12T11:24:03.897+0800] GC(194) Basic information (value update), threshold: 107118307B (79.81), target occupancy: 134217728B, current occupancy: 92374864B, recent allocation size: 4128B, recent allocation duration: 102.64ms, recent old gen allocation rate: 40217.82B/s, recent marking phase length: 213.65ms
[2024-10-12T11:24:03.897+0800] GC(194) Adaptive IHOP information (value update), threshold: 107118307B (93.89), internal target occupancy: 114085068B, occupancy: 92374864B, additional buffer size: 6291456B, predicted old gen allocation rate: 1655647.05B/s, predicted marking phase length: 407.88ms, prediction active: true
[2024-10-12T11:24:04.000+0800] GC(195) Basic information (value update), threshold: 107139015B (79.82), target occupancy: 134217728B, current occupancy: 96569168B, recent allocation size: 6192B, recent allocation duration: 102.22ms, recent old gen allocation rate: 60573.10B/s, recent marking phase length: 213.65ms
[2024-10-12T11:24:04.000+0800] GC(195) Adaptive IHOP information (value update), threshold: 107139015B (93.91), internal target occupancy: 114085068B, occupancy: 96569168B, additional buffer size: 6291456B, predicted old gen allocation rate: 1604875.74B/s, predicted marking phase length: 407.88ms, prediction active: true
[2024-10-12T11:24:04.104+0800] GC(196) Basic information (value update), threshold: 107159374B (79.84), target occupancy: 134217728B, current occupancy: 100530512B, recent allocation size: 4128B, recent allocation duration: 102.70ms, recent old gen allocation rate: 40196.35B/s, recent marking phase length: 213.65ms
[2024-10-12T11:24:04.104+0800] GC(196) Adaptive IHOP information (value update), threshold: 107159374B (93.93), internal target occupancy: 114085068B, occupancy: 100530512B, additional buffer size: 6291456B, predicted old gen allocation rate: 1554963.39B/s, predicted marking phase length: 407.88ms, prediction active: true
[2024-10-12T11:24:04.259+0800] GC(198) Basic information (value update), threshold: 113470713B (84.54), target occupancy: 134217728B, current occupancy: 104957776B, recent allocation size: 4128B, recent allocation duration: 151.70ms, recent old gen allocation rate: 27211.07B/s, recent marking phase length: 213.65ms
[2024-10-12T11:24:04.259+0800] GC(198) Adaptive IHOP information (value update), threshold: 113470713B (99.46), internal target occupancy: 114085068B, occupancy: 104957776B, additional buffer size: 0B, predicted old gen allocation rate: 1506216.31B/s, predicted marking phase length: 407.88ms, prediction active: true
[2024-10-12T11:24:04.364+0800] GC(199) Basic information (value update), threshold: 113478750B (84.55), target occupancy: 134217728B, current occupancy: 101410072B, recent allocation size: 49536B, recent allocation duration: 151.70ms, recent old gen allocation rate: 326532.90B/s, recent marking phase length: 254.64ms
[2024-10-12T11:24:04.364+0800] GC(199) Adaptive IHOP information (value update), threshold: 113478750B (99.47), internal target occupancy: 114085068B, occupancy: 101410072B, additional buffer size: 0B, predicted old gen allocation rate: 1506216.31B/s, predicted marking phase length: 402.54ms, prediction active: true
[2024-10-12T11:24:05.098+0800] GC(206) Basic information (value update), threshold: 107205625B (79.87), target occupancy: 134217728B, current occupancy: 113460728B, recent allocation size: 6192B, recent allocation duration: 102.41ms, recent old gen allocation rate: 60464.52B/s, recent marking phase length: 254.64ms
[2024-10-12T11:24:05.098+0800] GC(206) Adaptive IHOP information (value update), threshold: 107205625B (93.97), internal target occupancy: 114085068B, occupancy: 113460728B, additional buffer size: 6291456B, predicted old gen allocation rate: 1460678.89B/s, predicted marking phase length: 402.54ms, prediction active: true
[2024-10-12T11:24:05.100+0800] GC(207) Basic information (value update), threshold: 106969488B (79.70), target occupancy: 134217728B, current occupancy: 113924728B, recent allocation size: 4128B, recent allocation duration: 0.55ms, recent old gen allocation rate: 7471533.78B/s, recent marking phase length: 254.64ms
[2024-10-12T11:24:05.100+0800] GC(207) Adaptive IHOP information (value update), threshold: 106969488B (93.76), internal target occupancy: 114085068B, occupancy: 113924728B, additional buffer size: 6291456B, predicted old gen allocation rate: 2047290.29B/s, predicted marking phase length: 402.54ms, prediction active: true
[2024-10-12T11:24:05.276+0800] GC(209) Basic information (value update), threshold: 113288453B (84.41), target occupancy: 134217728B, current occupancy: 118119416B, recent allocation size: 2097152B, recent allocation duration: 172.89ms, recent old gen allocation rate: 12130040.97B/s, recent marking phase length: 254.64ms
[2024-10-12T11:24:05.276+0800] GC(209) Adaptive IHOP information (value update), threshold: 113288453B (99.30), internal target occupancy: 114085068B, occupancy: 118119416B, additional buffer size: 0B, predicted old gen allocation rate: 1978952.49B/s, predicted marking phase length: 402.54ms, prediction active: true
[2024-10-12T11:24:05.339+0800] GC(210) Basic information (value update), threshold: 113299969B (84.42), target occupancy: 134217728B, current occupancy: 110674984B, recent allocation size: 72240B, recent allocation duration: 172.89ms, recent old gen allocation rate: 417840.08B/s, recent marking phase length: 234.58ms
[2024-10-12T11:24:05.339+0800] GC(210) Adaptive IHOP information (value update), threshold: 113299969B (99.31), internal target occupancy: 114085068B, occupancy: 110674984B, additional buffer size: 0B, predicted old gen allocation rate: 1978952.49B/s, predicted marking phase length: 396.72ms, prediction active: true
[2024-10-12T11:24:06.177+0800] GC(218) Basic information (value update), threshold: 107033958B (79.75), target occupancy: 134217728B, current occupancy: 115731296B, recent allocation size: 4128B, recent allocation duration: 102.33ms, recent old gen allocation rate: 40338.63B/s, recent marking phase length: 234.58ms
[2024-10-12T11:24:06.177+0800] GC(218) Adaptive IHOP information (value update), threshold: 107033958B (93.82), internal target occupancy: 114085068B, occupancy: 115731296B, additional buffer size: 6291456B, predicted old gen allocation rate: 1914814.68B/s, predicted marking phase length: 396.72ms, prediction active: true
[2024-10-12T11:24:06.281+0800] GC(219) Basic information (value update), threshold: 107058144B (79.76), target occupancy: 134217728B, current occupancy: 120158560B, recent allocation size: 6192B, recent allocation duration: 102.79ms, recent old gen allocation rate: 60239.82B/s, recent marking phase length: 234.58ms
[2024-10-12T11:24:06.281+0800] GC(219) Adaptive IHOP information (value update), threshold: 107058144B (93.84), internal target occupancy: 114085068B, occupancy: 120158560B, additional buffer size: 6291456B, predicted old gen allocation rate: 1853848.83B/s, predicted marking phase length: 396.72ms, prediction active: true
[2024-10-12T11:24:06.436+0800] GC(221) Basic information (value update), threshold: 113373254B (84.47), target occupancy: 134217728B, current occupancy: 122255712B, recent allocation size: 6192B, recent allocation duration: 151.79ms, recent old gen allocation rate: 40794.04B/s, recent marking phase length: 234.58ms
[2024-10-12T11:24:06.436+0800] GC(221) Adaptive IHOP information (value update), threshold: 113373254B (99.38), internal target occupancy: 114085068B, occupancy: 122255712B, additional buffer size: 0B, predicted old gen allocation rate: 1794226.37B/s, predicted marking phase length: 396.72ms, prediction active: true
[2024-10-12T11:24:06.499+0800] GC(222) Basic information (value update), threshold: 113384484B (84.48), target occupancy: 134217728B, current occupancy: 117131840B, recent allocation size: 70176B, recent allocation duration: 151.79ms, recent old gen allocation rate: 462332.44B/s, recent marking phase length: 213.87ms
[2024-10-12T11:24:06.499+0800] GC(222) Adaptive IHOP information (value update), threshold: 113384484B (99.39), internal target occupancy: 114085068B, occupancy: 117131840B, additional buffer size: 0B, predicted old gen allocation rate: 1794226.37B/s, predicted marking phase length: 390.47ms, prediction active: true
[2024-10-12T11:24:07.237+0800] GC(230) Basic information (value update), threshold: 107115137B (79.81), target occupancy: 134217728B, current occupancy: 111999488B, recent allocation size: 6192B, recent allocation duration: 102.25ms, recent old gen allocation rate: 60556.10B/s, recent marking phase length: 213.87ms
[2024-10-12T11:24:07.237+0800] GC(230) Adaptive IHOP information (value update), threshold: 107115137B (93.89), internal target occupancy: 114085068B, occupancy: 111999488B, additional buffer size: 6291456B, predicted old gen allocation rate: 1737605.75B/s, predicted marking phase length: 390.47ms, prediction active: true
[2024-10-12T11:24:07.300+0800] GC(231) Basic information (value update), threshold: 107135770B (79.82), target occupancy: 134217728B, current occupancy: 114797568B, recent allocation size: 6192B, recent allocation duration: 61.69ms, recent old gen allocation rate: 100371.87B/s, recent marking phase length: 213.87ms
[2024-10-12T11:24:07.300+0800] GC(231) Adaptive IHOP information (value update), threshold: 107135770B (93.91), internal target occupancy: 114085068B, occupancy: 114797568B, additional buffer size: 6291456B, predicted old gen allocation rate: 1684763.16B/s, predicted marking phase length: 390.47ms, prediction active: true
[2024-10-12T11:24:07.476+0800] GC(233) Basic information (value update), threshold: 113448241B (84.53), target occupancy: 134217728B, current occupancy: 116892672B, recent allocation size: 2103344B, recent allocation duration: 173.01ms, recent old gen allocation rate: 12157214.60B/s, recent marking phase length: 213.87ms
[2024-10-12T11:24:07.476+0800] GC(233) Adaptive IHOP information (value update), threshold: 113448241B (99.44), internal target occupancy: 114085068B, occupancy: 116892672B, additional buffer size: 0B, predicted old gen allocation rate: 1630942.04B/s, predicted marking phase length: 390.47ms, prediction active: true
[2024-10-12T11:24:07.582+0800] GC(234) Basic information (value update), threshold: 113454465B (84.53), target occupancy: 134217728B, current occupancy: 111300608B, recent allocation size: 22704B, recent allocation duration: 173.01ms, recent old gen allocation rate: 131227.89B/s, recent marking phase length: 277.76ms
[2024-10-12T11:24:07.582+0800] GC(234) Adaptive IHOP information (value update), threshold: 113454465B (99.45), internal target occupancy: 114085068B, occupancy: 111300608B, additional buffer size: 0B, predicted old gen allocation rate: 1630942.04B/s, predicted marking phase length: 386.65ms, prediction active: true
[2024-10-12T11:24:08.317+0800] GC(241) Basic information (value update), threshold: 107182655B (79.86), target occupancy: 134217728B, current occupancy: 112465408B, recent allocation size: 6192B, recent allocation duration: 102.38ms, recent old gen allocation rate: 60478.68B/s, recent marking phase length: 277.76ms
[2024-10-12T11:24:08.317+0800] GC(241) Adaptive IHOP information (value update), threshold: 107182655B (93.95), internal target occupancy: 114085068B, occupancy: 112465408B, additional buffer size: 6291456B, predicted old gen allocation rate: 1580129.98B/s, predicted marking phase length: 386.65ms, prediction active: true
[2024-10-12T11:24:08.421+0800] GC(242) Basic information (value update), threshold: 107201953B (79.87), target occupancy: 134217728B, current occupancy: 116193792B, recent allocation size: 4128B, recent allocation duration: 102.81ms, recent old gen allocation rate: 40151.84B/s, recent marking phase length: 277.76ms
[2024-10-12T11:24:08.421+0800] GC(242) Adaptive IHOP information (value update), threshold: 107201953B (93.97), internal target occupancy: 114085068B, occupancy: 116193792B, additional buffer size: 6291456B, predicted old gen allocation rate: 1530220.46B/s, predicted marking phase length: 386.65ms, prediction active: true
[2024-10-12T11:24:08.525+0800] GC(243) Basic information (value update), threshold: 107220562B (79.89), target occupancy: 134217728B, current occupancy: 120621056B, recent allocation size: 4128B, recent allocation duration: 102.28ms, recent old gen allocation rate: 40360.22B/s, recent marking phase length: 277.76ms
[2024-10-12T11:24:08.525+0800] GC(243) Adaptive IHOP information (value update), threshold: 107220562B (93.98), internal target occupancy: 114085068B, occupancy: 120621056B, additional buffer size: 6291456B, predicted old gen allocation rate: 1482092.18B/s, predicted marking phase length: 386.65ms, prediction active: true
[2024-10-12T11:24:08.680+0800] GC(245) Basic information (value update), threshold: 113530195B (84.59), target occupancy: 134217728B, current occupancy: 124582400B, recent allocation size: 4128B, recent allocation duration: 152.26ms, recent old gen allocation rate: 27110.91B/s, recent marking phase length: 277.76ms
[2024-10-12T11:24:08.680+0800] GC(245) Adaptive IHOP information (value update), threshold: 113530195B (99.51), internal target occupancy: 114085068B, occupancy: 124582400B, additional buffer size: 0B, predicted old gen allocation rate: 1435080.65B/s, predicted marking phase length: 386.65ms, prediction active: true
[2024-10-12T11:24:08.743+0800] GC(246) Basic information (value update), threshold: 113538716B (84.59), target occupancy: 134217728B, current occupancy: 129712688B, recent allocation size: 2103344B, recent allocation duration: 152.26ms, recent old gen allocation rate: 13813847.71B/s, recent marking phase length: 213.93ms
[2024-10-12T11:24:08.743+0800] GC(246) Adaptive IHOP information (value update), threshold: 113538716B (99.52), internal target occupancy: 114085068B, occupancy: 129712688B, additional buffer size: 0B, predicted old gen allocation rate: 1435080.65B/s, predicted marking phase length: 380.71ms, prediction active: true
[2024-10-12T11:24:08.970+0800] GC(249) Basic information (value update), threshold: 107264981B (79.92), target occupancy: 134217728B, current occupancy: 81889000B, recent allocation size: 0B, recent allocation duration: 288.73ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 213.93ms
[2024-10-12T11:24:08.970+0800] GC(249) Adaptive IHOP information (value update), threshold: 107264981B (94.02), internal target occupancy: 114085068B, occupancy: 81889000B, additional buffer size: 6291456B, predicted old gen allocation rate: 1388534.65B/s, predicted marking phase length: 380.71ms, prediction active: true
[2024-10-12T11:24:09.074+0800] GC(250) Basic information (value update), threshold: 107281389B (79.93), target occupancy: 134217728B, current occupancy: 85852392B, recent allocation size: 4128B, recent allocation duration: 102.39ms, recent old gen allocation rate: 40316.63B/s, recent marking phase length: 213.93ms
[2024-10-12T11:24:09.074+0800] GC(250) Adaptive IHOP information (value update), threshold: 107281389B (94.04), internal target occupancy: 114085068B, occupancy: 85852392B, additional buffer size: 6291456B, predicted old gen allocation rate: 1345435.96B/s, predicted marking phase length: 380.71ms, prediction active: true
[2024-10-12T11:24:09.177+0800] GC(251) Basic information (value update), threshold: 107296879B (79.94), target occupancy: 134217728B, current occupancy: 90044648B, recent allocation size: 6192B, recent allocation duration: 102.65ms, recent old gen allocation rate: 60319.22B/s, recent marking phase length: 213.93ms
[2024-10-12T11:24:09.177+0800] GC(251) Adaptive IHOP information (value update), threshold: 107296879B (94.05), internal target occupancy: 114085068B, occupancy: 90044648B, additional buffer size: 6291456B, predicted old gen allocation rate: 1304750.34B/s, predicted marking phase length: 380.71ms, prediction active: true
[2024-10-12T11:24:09.281+0800] GC(252) Basic information (value update), threshold: 107311825B (79.95), target occupancy: 134217728B, current occupancy: 94238952B, recent allocation size: 6192B, recent allocation duration: 102.24ms, recent old gen allocation rate: 60561.35B/s, recent marking phase length: 213.93ms
[2024-10-12T11:24:09.281+0800] GC(252) Adaptive IHOP information (value update), threshold: 107311825B (94.06), internal target occupancy: 114085068B, occupancy: 94238952B, additional buffer size: 6291456B, predicted old gen allocation rate: 1265491.01B/s, predicted marking phase length: 380.71ms, prediction active: true
[2024-10-12T11:24:09.385+0800] GC(253) Basic information (value update), threshold: 107326258B (79.96), target occupancy: 134217728B, current occupancy: 98433256B, recent allocation size: 6192B, recent allocation duration: 102.73ms, recent old gen allocation rate: 60272.31B/s, recent marking phase length: 213.93ms
[2024-10-12T11:24:09.385+0800] GC(253) Adaptive IHOP information (value update), threshold: 107326258B (94.08), internal target occupancy: 114085068B, occupancy: 98433256B, additional buffer size: 6291456B, predicted old gen allocation rate: 1227580.00B/s, predicted marking phase length: 380.71ms, prediction active: true
[2024-10-12T11:24:09.539+0800] GC(255) Basic information (value update), threshold: 113632218B (84.66), target occupancy: 134217728B, current occupancy: 102161640B, recent allocation size: 4128B, recent allocation duration: 151.65ms, recent old gen allocation rate: 27219.68B/s, recent marking phase length: 213.93ms
[2024-10-12T11:24:09.539+0800] GC(255) Adaptive IHOP information (value update), threshold: 113632218B (99.60), internal target occupancy: 114085068B, occupancy: 102161640B, additional buffer size: 0B, predicted old gen allocation rate: 1189482.86B/s, predicted marking phase length: 380.71ms, prediction active: true
[2024-10-12T11:24:09.603+0800] GC(256) Basic information (value update), threshold: 113639052B (84.67), target occupancy: 134217728B, current occupancy: 99129712B, recent allocation size: 2119856B, recent allocation duration: 151.65ms, recent old gen allocation rate: 13978151.73B/s, recent marking phase length: 214.24ms
[2024-10-12T11:24:09.603+0800] GC(256) Adaptive IHOP information (value update), threshold: 113639052B (99.61), internal target occupancy: 114085068B, occupancy: 99129712B, additional buffer size: 0B, predicted old gen allocation rate: 1189482.86B/s, predicted marking phase length: 374.97ms, prediction active: true
[2024-10-12T11:24:10.442+0800] GC(264) Basic information (value update), threshold: 107361163B (79.99), target occupancy: 134217728B, current occupancy: 114512384B, recent allocation size: 4128B, recent allocation duration: 102.80ms, recent old gen allocation rate: 40156.80B/s, recent marking phase length: 214.24ms
[2024-10-12T11:24:10.442+0800] GC(264) Adaptive IHOP information (value update), threshold: 107361163B (94.11), internal target occupancy: 114085068B, occupancy: 114512384B, additional buffer size: 6291456B, predicted old gen allocation rate: 1153299.83B/s, predicted marking phase length: 374.97ms, prediction active: true
[2024-10-12T11:24:10.546+0800] GC(265) Basic information (value update), threshold: 107374258B (80.00), target occupancy: 134217728B, current occupancy: 118706688B, recent allocation size: 4128B, recent allocation duration: 102.28ms, recent old gen allocation rate: 40359.74B/s, recent marking phase length: 214.24ms
[2024-10-12T11:24:10.546+0800] GC(265) Adaptive IHOP information (value update), threshold: 107374258B (94.12), internal target occupancy: 114085068B, occupancy: 118706688B, additional buffer size: 6291456B, predicted old gen allocation rate: 1118378.05B/s, predicted marking phase length: 374.97ms, prediction active: true
[2024-10-12T11:24:10.701+0800] GC(267) Basic information (value update), threshold: 113678351B (84.70), target occupancy: 134217728B, current occupancy: 122668032B, recent allocation size: 6192B, recent allocation duration: 152.19ms, recent old gen allocation rate: 40685.20B/s, recent marking phase length: 214.24ms
[2024-10-12T11:24:10.701+0800] GC(267) Adaptive IHOP information (value update), threshold: 113678351B (99.64), internal target occupancy: 114085068B, occupancy: 122668032B, additional buffer size: 0B, predicted old gen allocation rate: 1084675.61B/s, predicted marking phase length: 374.97ms, prediction active: true
[2024-10-12T11:24:10.763+0800] GC(268) Basic information (value update), threshold: 113684400B (84.70), target occupancy: 134217728B, current occupancy: 120106592B, recent allocation size: 10320B, recent allocation duration: 152.19ms, recent old gen allocation rate: 67808.66B/s, recent marking phase length: 213.76ms
[2024-10-12T11:24:10.763+0800] GC(268) Adaptive IHOP information (value update), threshold: 113684400B (99.65), internal target occupancy: 114085068B, occupancy: 120106592B, additional buffer size: 0B, predicted old gen allocation rate: 1084675.61B/s, predicted marking phase length: 369.39ms, prediction active: true
[2024-10-12T11:24:11.157+0800] GC(273) Basic information (value update), threshold: 107405648B (80.02), target occupancy: 134217728B, current occupancy: 84219504B, recent allocation size: 0B, recent allocation duration: 454.91ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 213.76ms
[2024-10-12T11:24:11.157+0800] GC(273) Adaptive IHOP information (value update), threshold: 107405648B (94.15), internal target occupancy: 114085068B, occupancy: 84219504B, additional buffer size: 6291456B, predicted old gen allocation rate: 1050284.16B/s, predicted marking phase length: 369.39ms, prediction active: true
[2024-10-12T11:24:11.261+0800] GC(274) Basic information (value update), threshold: 107416888B (80.03), target occupancy: 134217728B, current occupancy: 88413808B, recent allocation size: 6192B, recent allocation duration: 102.36ms, recent old gen allocation rate: 60493.30B/s, recent marking phase length: 213.76ms
[2024-10-12T11:24:11.261+0800] GC(274) Adaptive IHOP information (value update), threshold: 107416888B (94.16), internal target occupancy: 114085068B, occupancy: 88413808B, additional buffer size: 6291456B, predicted old gen allocation rate: 1019855.84B/s, predicted marking phase length: 369.39ms, prediction active: true
[2024-10-12T11:24:11.364+0800] GC(275) Basic information (value update), threshold: 107427752B (80.04), target occupancy: 134217728B, current occupancy: 92608112B, recent allocation size: 6192B, recent allocation duration: 102.74ms, recent old gen allocation rate: 60270.79B/s, recent marking phase length: 213.76ms
[2024-10-12T11:24:11.364+0800] GC(275) Adaptive IHOP information (value update), threshold: 107427752B (94.16), internal target occupancy: 114085068B, occupancy: 92608112B, additional buffer size: 6291456B, predicted old gen allocation rate: 990444.96B/s, predicted marking phase length: 369.39ms, prediction active: true
[2024-10-12T11:24:11.468+0800] GC(276) Basic information (value update), threshold: 107438246B (80.05), target occupancy: 134217728B, current occupancy: 96802416B, recent allocation size: 6192B, recent allocation duration: 102.29ms, recent old gen allocation rate: 60535.71B/s, recent marking phase length: 213.76ms
[2024-10-12T11:24:11.468+0800] GC(276) Adaptive IHOP information (value update), threshold: 107438246B (94.17), internal target occupancy: 114085068B, occupancy: 96802416B, additional buffer size: 6291456B, predicted old gen allocation rate: 962036.54B/s, predicted marking phase length: 369.39ms, prediction active: true
[2024-10-12T11:24:11.572+0800] GC(277) Basic information (value update), threshold: 107448392B (80.06), target occupancy: 134217728B, current occupancy: 100996720B, recent allocation size: 6192B, recent allocation duration: 102.69ms, recent old gen allocation rate: 60295.48B/s, recent marking phase length: 213.76ms
[2024-10-12T11:24:11.572+0800] GC(277) Adaptive IHOP information (value update), threshold: 107448392B (94.18), internal target occupancy: 114085068B, occupancy: 100996720B, additional buffer size: 6291456B, predicted old gen allocation rate: 934569.99B/s, predicted marking phase length: 369.39ms, prediction active: true
[2024-10-12T11:24:11.726+0800] GC(279) Basic information (value update), threshold: 113749988B (84.75), target occupancy: 134217728B, current occupancy: 104491632B, recent allocation size: 6192B, recent allocation duration: 151.74ms, recent old gen allocation rate: 40806.69B/s, recent marking phase length: 213.76ms
[2024-10-12T11:24:11.726+0800] GC(279) Adaptive IHOP information (value update), threshold: 113749988B (99.71), internal target occupancy: 114085068B, occupancy: 104491632B, additional buffer size: 0B, predicted old gen allocation rate: 907117.63B/s, predicted marking phase length: 369.39ms, prediction active: true
[2024-10-12T11:24:11.790+0800] GC(280) Basic information (value update), threshold: 113754868B (84.75), target occupancy: 134217728B, current occupancy: 100443176B, recent allocation size: 2152880B, recent allocation duration: 151.74ms, recent old gen allocation rate: 14187970.28B/s, recent marking phase length: 214.30ms
[2024-10-12T11:24:11.790+0800] GC(280) Adaptive IHOP information (value update), threshold: 113754868B (99.71), internal target occupancy: 114085068B, occupancy: 100443176B, additional buffer size: 0B, predicted old gen allocation rate: 907117.63B/s, predicted marking phase length: 364.01ms, prediction active: true
[2024-10-12T11:24:12.524+0800] GC(287) Basic information (value update), threshold: 107473075B (80.07), target occupancy: 134217728B, current occupancy: 109260872B, recent allocation size: 4128B, recent allocation duration: 102.27ms, recent old gen allocation rate: 40363.22B/s, recent marking phase length: 214.30ms
[2024-10-12T11:24:12.524+0800] GC(287) Adaptive IHOP information (value update), threshold: 107473075B (94.20), internal target occupancy: 114085068B, occupancy: 109260872B, additional buffer size: 6291456B, predicted old gen allocation rate: 880571.11B/s, predicted marking phase length: 364.01ms, prediction active: true
[2024-10-12T11:24:12.628+0800] GC(288) Basic information (value update), threshold: 107482075B (80.08), target occupancy: 134217728B, current occupancy: 113222216B, recent allocation size: 6192B, recent allocation duration: 102.70ms, recent old gen allocation rate: 60290.30B/s, recent marking phase length: 214.30ms
[2024-10-12T11:24:12.628+0800] GC(288) Adaptive IHOP information (value update), threshold: 107482075B (94.21), internal target occupancy: 114085068B, occupancy: 113222216B, additional buffer size: 6291456B, predicted old gen allocation rate: 855846.14B/s, predicted marking phase length: 364.01ms, prediction active: true
[2024-10-12T11:24:12.731+0800] GC(289) Basic information (value update), threshold: 107490775B (80.09), target occupancy: 134217728B, current occupancy: 117416520B, recent allocation size: 6192B, recent allocation duration: 102.42ms, recent old gen allocation rate: 60458.89B/s, recent marking phase length: 214.30ms
[2024-10-12T11:24:12.731+0800] GC(289) Adaptive IHOP information (value update), threshold: 107490775B (94.22), internal target occupancy: 114085068B, occupancy: 117416520B, additional buffer size: 6291456B, predicted old gen allocation rate: 831946.13B/s, predicted marking phase length: 364.01ms, prediction active: true
[2024-10-12T11:24:12.886+0800] GC(291) Basic information (value update), threshold: 113790981B (84.78), target occupancy: 134217728B, current occupancy: 121144904B, recent allocation size: 6192B, recent allocation duration: 152.19ms, recent old gen allocation rate: 40685.13B/s, recent marking phase length: 214.30ms
[2024-10-12T11:24:12.886+0800] GC(291) Adaptive IHOP information (value update), threshold: 113790981B (99.74), internal target occupancy: 114085068B, occupancy: 121144904B, additional buffer size: 0B, predicted old gen allocation rate: 807908.57B/s, predicted marking phase length: 364.01ms, prediction active: true
[2024-10-12T11:24:12.950+0800] GC(292) Basic information (value update), threshold: 113795196B (84.78), target occupancy: 134217728B, current occupancy: 114634888B, recent allocation size: 59856B, recent allocation duration: 152.19ms, recent old gen allocation rate: 393289.62B/s, recent marking phase length: 213.80ms
