[2024-10-12T11:15:36.640+0800] Target occupancy update: old: 0B, new: 134217728B
[2024-10-12T11:15:36.853+0800] GC(0) Basic information (value update), threshold: 60397977B (45.00), target occupancy: 134217728B, current occupancy: 9006080B, recent allocation size: 2097152B, recent allocation duration: 212.32ms, recent old gen allocation rate: 9877358.57B/s, recent marking phase length: 0.00ms
[2024-10-12T11:15:48.520+0800] GC(109) Basic information (value update), threshold: 103841572B (77.37), target occupancy: 134217728B, current occupancy: 94013440B, recent allocation size: 6192B, recent allocation duration: 102.34ms, recent old gen allocation rate: 60503.07B/s, recent marking phase length: 255.33ms
[2024-10-12T11:15:48.520+0800] GC(109) Adaptive IHOP information (value update), threshold: 103841572B (91.02), internal target occupancy: 114085068B, occupancy: 94013440B, additional buffer size: 6291456B, predicted old gen allocation rate: 9373450.43B/s, predicted marking phase length: 421.62ms, prediction active: true
[2024-10-12T11:15:48.624+0800] GC(110) Basic information (value update), threshold: 103977870B (77.47), target occupancy: 134217728B, current occupancy: 97974784B, recent allocation size: 6192B, recent allocation duration: 102.97ms, recent old gen allocation rate: 60133.40B/s, recent marking phase length: 255.33ms
[2024-10-12T11:15:48.624+0800] GC(110) Adaptive IHOP information (value update), threshold: 103977870B (91.14), internal target occupancy: 114085068B, occupancy: 97974784B, additional buffer size: 6291456B, predicted old gen allocation rate: 9050179.76B/s, predicted marking phase length: 421.62ms, prediction active: true
[2024-10-12T11:15:48.779+0800] GC(112) Basic information (value update), threshold: 110401460B (82.26), target occupancy: 134217728B, current occupancy: 99373056B, recent allocation size: 2064B, recent allocation duration: 152.33ms, recent old gen allocation rate: 13549.41B/s, recent marking phase length: 255.33ms
[2024-10-12T11:15:48.779+0800] GC(112) Adaptive IHOP information (value update), threshold: 110401460B (96.77), internal target occupancy: 114085068B, occupancy: 99373056B, additional buffer size: 0B, predicted old gen allocation rate: 8736783.49B/s, predicted marking phase length: 421.62ms, prediction active: true
[2024-10-12T11:15:48.886+0800] GC(113) Basic information (value update), threshold: 110451913B (82.29), target occupancy: 134217728B, current occupancy: 117192080B, recent allocation size: 6883824B, recent allocation duration: 152.33ms, recent old gen allocation rate: 45189792.53B/s, recent marking phase length: 255.33ms
[2024-10-12T11:15:48.886+0800] GC(113) Adaptive IHOP information (value update), threshold: 110451913B (96.82), internal target occupancy: 114085068B, occupancy: 117192080B, additional buffer size: 0B, predicted old gen allocation rate: 8736783.49B/s, predicted marking phase length: 415.85ms, prediction active: true
[2024-10-12T11:15:48.949+0800] GC(114) Basic information (value update), threshold: 103557761B (77.16), target occupancy: 134217728B, current occupancy: 119127936B, recent allocation size: 4194304B, recent allocation duration: 169.76ms, recent old gen allocation rate: 24707657.55B/s, recent marking phase length: 255.33ms
[2024-10-12T11:15:48.949+0800] GC(114) Adaptive IHOP information (value update), threshold: 103557761B (90.77), internal target occupancy: 114085068B, occupancy: 119127936B, additional buffer size: 6291456B, predicted old gen allocation rate: 10186109.07B/s, predicted marking phase length: 415.85ms, prediction active: true
[2024-10-12T11:15:49.173+0800] GC(117) Basic information (value update), threshold: 101607913B (75.70), target occupancy: 134217728B, current occupancy: 83711016B, recent allocation size: 0B, recent allocation duration: 393.23ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 255.33ms
[2024-10-12T11:15:49.173+0800] GC(117) Adaptive IHOP information (value update), threshold: 101607913B (89.06), internal target occupancy: 114085068B, occupancy: 83711016B, additional buffer size: 8388608B, predicted old gen allocation rate: 9831882.98B/s, predicted marking phase length: 415.85ms, prediction active: true
[2024-10-12T11:15:49.339+0800] GC(118) Basic information (value update), threshold: 103846536B (77.37), target occupancy: 134217728B, current occupancy: 89769512B, recent allocation size: 6192B, recent allocation duration: 164.07ms, recent old gen allocation rate: 37741.04B/s, recent marking phase length: 255.33ms
[2024-10-12T11:15:49.339+0800] GC(118) Adaptive IHOP information (value update), threshold: 103846536B (91.03), internal target occupancy: 114085068B, occupancy: 89769512B, additional buffer size: 6291456B, predicted old gen allocation rate: 9491680.33B/s, predicted marking phase length: 415.85ms, prediction active: true
[2024-10-12T11:15:49.443+0800] GC(119) Basic information (value update), threshold: 103982586B (77.47), target occupancy: 134217728B, current occupancy: 93264936B, recent allocation size: 6192B, recent allocation duration: 102.87ms, recent old gen allocation rate: 60190.28B/s, recent marking phase length: 255.33ms
[2024-10-12T11:15:49.443+0800] GC(119) Adaptive IHOP information (value update), threshold: 103982586B (91.14), internal target occupancy: 114085068B, occupancy: 93264936B, additional buffer size: 6291456B, predicted old gen allocation rate: 9164515.99B/s, predicted marking phase length: 415.85ms, prediction active: true
[2024-10-12T11:15:49.598+0800] GC(121) Basic information (value update), threshold: 110405499B (82.26), target occupancy: 134217728B, current occupancy: 97226280B, recent allocation size: 6192B, recent allocation duration: 152.27ms, recent old gen allocation rate: 40664.03B/s, recent marking phase length: 255.33ms
[2024-10-12T11:15:49.598+0800] GC(121) Adaptive IHOP information (value update), threshold: 110405499B (96.77), internal target occupancy: 114085068B, occupancy: 97226280B, additional buffer size: 0B, predicted old gen allocation rate: 8848397.32B/s, predicted marking phase length: 415.85ms, prediction active: true
[2024-10-12T11:15:49.706+0800] GC(122) Basic information (value update), threshold: 110454925B (82.30), target occupancy: 134217728B, current occupancy: 114002552B, recent allocation size: 4491520B, recent allocation duration: 152.27ms, recent old gen allocation rate: 29496656.43B/s, recent marking phase length: 255.19ms
[2024-10-12T11:15:49.706+0800] GC(122) Adaptive IHOP information (value update), threshold: 110454925B (96.82), internal target occupancy: 114085068B, occupancy: 114002552B, additional buffer size: 0B, predicted old gen allocation rate: 8848397.32B/s, predicted marking phase length: 410.26ms, prediction active: true
[2024-10-12T11:15:49.769+0800] GC(123) Basic information (value update), threshold: 104288543B (77.70), target occupancy: 134217728B, current occupancy: 115411624B, recent allocation size: 6192B, recent allocation duration: 170.22ms, recent old gen allocation rate: 36377.52B/s, recent marking phase length: 255.19ms
[2024-10-12T11:15:49.769+0800] GC(123) Adaptive IHOP information (value update), threshold: 104288543B (91.41), internal target occupancy: 114085068B, occupancy: 115411624B, additional buffer size: 6291456B, predicted old gen allocation rate: 8543531.11B/s, predicted marking phase length: 410.26ms, prediction active: true
[2024-10-12T11:15:49.863+0800] GC(125) Basic information (value update), threshold: 110047205B (81.99), target occupancy: 134217728B, current occupancy: 117506208B, recent allocation size: 2099216B, recent allocation duration: 91.30ms, recent old gen allocation rate: 22992865.83B/s, recent marking phase length: 255.19ms
[2024-10-12T11:15:49.863+0800] GC(125) Adaptive IHOP information (value update), threshold: 110047205B (96.46), internal target occupancy: 114085068B, occupancy: 117506208B, additional buffer size: 0B, predicted old gen allocation rate: 9842205.33B/s, predicted marking phase length: 410.26ms, prediction active: true
[2024-10-12T11:15:49.929+0800] GC(126) Basic information (value update), threshold: 110125374B (82.05), target occupancy: 134217728B, current occupancy: 119441936B, recent allocation size: 4194304B, recent allocation duration: 91.30ms, recent old gen allocation rate: 45940517.37B/s, recent marking phase length: 152.85ms
[2024-10-12T11:15:49.929+0800] GC(126) Adaptive IHOP information (value update), threshold: 110125374B (96.53), internal target occupancy: 114085068B, occupancy: 119441936B, additional buffer size: 0B, predicted old gen allocation rate: 9842205.33B/s, predicted marking phase length: 402.32ms, prediction active: true
[2024-10-12T11:15:50.153+0800] GC(128) Basic information (value update), threshold: 101874324B (75.90), target occupancy: 134217728B, current occupancy: 82587840B, recent allocation size: 0B, recent allocation duration: 380.13ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 152.85ms
[2024-10-12T11:15:50.153+0800] GC(128) Adaptive IHOP information (value update), threshold: 101874324B (89.30), internal target occupancy: 114085068B, occupancy: 82587840B, additional buffer size: 8388608B, predicted old gen allocation rate: 9500292.83B/s, predicted marking phase length: 402.32ms, prediction active: true
[2024-10-12T11:15:50.318+0800] GC(129) Basic information (value update), threshold: 104103537B (77.56), target occupancy: 134217728B, current occupancy: 89112256B, recent allocation size: 6192B, recent allocation duration: 164.18ms, recent old gen allocation rate: 37713.82B/s, recent marking phase length: 152.85ms
[2024-10-12T11:15:50.318+0800] GC(129) Adaptive IHOP information (value update), threshold: 104103537B (91.25), internal target occupancy: 114085068B, occupancy: 89112256B, additional buffer size: 6291456B, predicted old gen allocation rate: 9172043.26B/s, predicted marking phase length: 402.32ms, prediction active: true
[2024-10-12T11:15:50.422+0800] GC(130) Basic information (value update), threshold: 104230500B (77.66), target occupancy: 134217728B, current occupancy: 93073600B, recent allocation size: 6192B, recent allocation duration: 102.90ms, recent old gen allocation rate: 60175.99B/s, recent marking phase length: 152.85ms
[2024-10-12T11:15:50.422+0800] GC(130) Adaptive IHOP information (value update), threshold: 104230500B (91.36), internal target occupancy: 114085068B, occupancy: 93073600B, additional buffer size: 6291456B, predicted old gen allocation rate: 8856463.51B/s, predicted marking phase length: 402.32ms, prediction active: true
[2024-10-12T11:15:50.526+0800] GC(131) Basic information (value update), threshold: 104352870B (77.75), target occupancy: 134217728B, current occupancy: 97034944B, recent allocation size: 6192B, recent allocation duration: 102.41ms, recent old gen allocation rate: 60463.22B/s, recent marking phase length: 152.85ms
[2024-10-12T11:15:50.526+0800] GC(131) Adaptive IHOP information (value update), threshold: 104352870B (91.47), internal target occupancy: 114085068B, occupancy: 97034944B, additional buffer size: 6291456B, predicted old gen allocation rate: 8552299.63B/s, predicted marking phase length: 402.32ms, prediction active: true
[2024-10-12T11:15:50.682+0800] GC(133) Basic information (value update), threshold: 110762783B (82.52), target occupancy: 134217728B, current occupancy: 101462208B, recent allocation size: 2101280B, recent allocation duration: 153.28ms, recent old gen allocation rate: 13709169.58B/s, recent marking phase length: 152.85ms
[2024-10-12T11:15:50.682+0800] GC(133) Adaptive IHOP information (value update), threshold: 110762783B (97.09), internal target occupancy: 114085068B, occupancy: 101462208B, additional buffer size: 0B, predicted old gen allocation rate: 8257864.29B/s, predicted marking phase length: 402.32ms, prediction active: true
[2024-10-12T11:15:50.789+0800] GC(134) Basic information (value update), threshold: 110804908B (82.56), target occupancy: 134217728B, current occupancy: 114315680B, recent allocation size: 2928944B, recent allocation duration: 153.28ms, recent old gen allocation rate: 19109014.50B/s, recent marking phase length: 255.73ms
[2024-10-12T11:15:50.789+0800] GC(134) Adaptive IHOP information (value update), threshold: 110804908B (97.12), internal target occupancy: 114085068B, occupancy: 114315680B, additional buffer size: 0B, predicted old gen allocation rate: 8257864.29B/s, predicted marking phase length: 397.22ms, prediction active: true
[2024-10-12T11:15:50.852+0800] GC(135) Basic information (value update), threshold: 104626011B (77.95), target occupancy: 134217728B, current occupancy: 115959776B, recent allocation size: 6192B, recent allocation duration: 168.49ms, recent old gen allocation rate: 36749.34B/s, recent marking phase length: 255.73ms
[2024-10-12T11:15:50.852+0800] GC(135) Adaptive IHOP information (value update), threshold: 104626011B (91.71), internal target occupancy: 114085068B, occupancy: 115959776B, additional buffer size: 6291456B, predicted old gen allocation rate: 7974494.24B/s, predicted marking phase length: 397.22ms, prediction active: true
[2024-10-12T11:15:50.946+0800] GC(137) Basic information (value update), threshold: 111025459B (82.72), target occupancy: 134217728B, current occupancy: 117821864B, recent allocation size: 6192B, recent allocation duration: 92.06ms, recent old gen allocation rate: 67263.04B/s, recent marking phase length: 255.73ms
[2024-10-12T11:15:50.946+0800] GC(137) Adaptive IHOP information (value update), threshold: 111025459B (97.32), internal target occupancy: 114085068B, occupancy: 117821864B, additional buffer size: 0B, predicted old gen allocation rate: 7702622.60B/s, predicted marking phase length: 397.22ms, prediction active: true
[2024-10-12T11:15:51.011+0800] GC(138) Basic information (value update), threshold: 111084936B (82.76), target occupancy: 134217728B, current occupancy: 119918552B, recent allocation size: 2115728B, recent allocation duration: 92.06ms, recent old gen allocation rate: 22982928.71B/s, recent marking phase length: 153.73ms
[2024-10-12T11:15:51.011+0800] GC(138) Adaptive IHOP information (value update), threshold: 111084936B (97.37), internal target occupancy: 114085068B, occupancy: 119918552B, additional buffer size: 0B, predicted old gen allocation rate: 7702622.60B/s, predicted marking phase length: 389.49ms, prediction active: true
[2024-10-12T11:15:51.054+0800] GC(139) Basic information (value update), threshold: 103513166B (77.12), target occupancy: 134217728B, current occupancy: 121625232B, recent allocation size: 4194304B, recent allocation duration: 106.15ms, recent old gen allocation rate: 39512743.51B/s, recent marking phase length: 153.73ms
[2024-10-12T11:15:51.054+0800] GC(139) Adaptive IHOP information (value update), threshold: 103513166B (90.73), internal target occupancy: 114085068B, occupancy: 121625232B, additional buffer size: 6291456B, predicted old gen allocation rate: 10989735.64B/s, predicted marking phase length: 389.49ms, prediction active: true
[2024-10-12T11:15:51.297+0800] GC(142) Basic information (value update), threshold: 103661087B (77.23), target occupancy: 134217728B, current occupancy: 83600800B, recent allocation size: 0B, recent allocation duration: 349.71ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 153.73ms
[2024-10-12T11:15:51.297+0800] GC(142) Adaptive IHOP information (value update), threshold: 103661087B (90.86), internal target occupancy: 114085068B, occupancy: 83600800B, additional buffer size: 6291456B, predicted old gen allocation rate: 10609959.95B/s, predicted marking phase length: 389.49ms, prediction active: true
[2024-10-12T11:15:51.402+0800] GC(143) Basic information (value update), threshold: 103802741B (77.34), target occupancy: 134217728B, current occupancy: 87795104B, recent allocation size: 6192B, recent allocation duration: 103.55ms, recent old gen allocation rate: 59798.78B/s, recent marking phase length: 153.73ms
[2024-10-12T11:15:51.402+0800] GC(143) Adaptive IHOP information (value update), threshold: 103802741B (90.99), internal target occupancy: 114085068B, occupancy: 87795104B, additional buffer size: 6291456B, predicted old gen allocation rate: 10246273.18B/s, predicted marking phase length: 389.49ms, prediction active: true
[2024-10-12T11:15:51.506+0800] GC(144) Basic information (value update), threshold: 103939235B (77.44), target occupancy: 134217728B, current occupancy: 91523488B, recent allocation size: 6192B, recent allocation duration: 102.36ms, recent old gen allocation rate: 60493.98B/s, recent marking phase length: 153.73ms
[2024-10-12T11:15:51.506+0800] GC(144) Adaptive IHOP information (value update), threshold: 103939235B (91.11), internal target occupancy: 114085068B, occupancy: 91523488B, additional buffer size: 6291456B, predicted old gen allocation rate: 9895833.83B/s, predicted marking phase length: 389.49ms, prediction active: true
[2024-10-12T11:15:51.610+0800] GC(145) Basic information (value update), threshold: 104070765B (77.54), target occupancy: 134217728B, current occupancy: 95717792B, recent allocation size: 6192B, recent allocation duration: 102.80ms, recent old gen allocation rate: 60234.48B/s, recent marking phase length: 153.73ms
[2024-10-12T11:15:51.610+0800] GC(145) Adaptive IHOP information (value update), threshold: 104070765B (91.22), internal target occupancy: 114085068B, occupancy: 95717792B, additional buffer size: 6291456B, predicted old gen allocation rate: 9558139.82B/s, predicted marking phase length: 389.49ms, prediction active: true
[2024-10-12T11:15:51.764+0800] GC(147) Basic information (value update), threshold: 110489261B (82.32), target occupancy: 134217728B, current occupancy: 98047664B, recent allocation size: 6192B, recent allocation duration: 151.89ms, recent old gen allocation rate: 40766.83B/s, recent marking phase length: 153.73ms
[2024-10-12T11:15:51.764+0800] GC(147) Adaptive IHOP information (value update), threshold: 110489261B (96.85), internal target occupancy: 114085068B, occupancy: 98047664B, additional buffer size: 0B, predicted old gen allocation rate: 9231975.01B/s, predicted marking phase length: 389.49ms, prediction active: true
[2024-10-12T11:15:51.871+0800] GC(148) Basic information (value update), threshold: 110532329B (82.35), target occupancy: 134217728B, current occupancy: 117620872B, recent allocation size: 6588672B, recent allocation duration: 151.89ms, recent old gen allocation rate: 43378440.29B/s, recent marking phase length: 254.72ms
[2024-10-12T11:15:51.871+0800] GC(148) Adaptive IHOP information (value update), threshold: 110532329B (96.89), internal target occupancy: 114085068B, occupancy: 117620872B, additional buffer size: 0B, predicted old gen allocation rate: 9231975.01B/s, predicted marking phase length: 384.83ms, prediction active: true
[2024-10-12T11:15:52.113+0800] GC(150) Basic information (value update), threshold: 104362443B (77.76), target occupancy: 134217728B, current occupancy: 85384488B, recent allocation size: 0B, recent allocation duration: 347.73ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 254.72ms
[2024-10-12T11:15:52.113+0800] GC(150) Adaptive IHOP information (value update), threshold: 104362443B (91.48), internal target occupancy: 114085068B, occupancy: 85384488B, additional buffer size: 6291456B, predicted old gen allocation rate: 8916069.56B/s, predicted marking phase length: 384.83ms, prediction active: true
[2024-10-12T11:15:52.217+0800] GC(151) Basic information (value update), threshold: 104478642B (77.84), target occupancy: 134217728B, current occupancy: 89578792B, recent allocation size: 6192B, recent allocation duration: 102.45ms, recent old gen allocation rate: 60440.55B/s, recent marking phase length: 254.72ms
[2024-10-12T11:15:52.217+0800] GC(151) Adaptive IHOP information (value update), threshold: 104478642B (91.58), internal target occupancy: 114085068B, occupancy: 89578792B, additional buffer size: 6291456B, predicted old gen allocation rate: 8614121.08B/s, predicted marking phase length: 384.83ms, prediction active: true
[2024-10-12T11:15:52.321+0800] GC(152) Basic information (value update), threshold: 104590606B (77.93), target occupancy: 134217728B, current occupancy: 93773096B, recent allocation size: 6192B, recent allocation duration: 102.88ms, recent old gen allocation rate: 60188.25B/s, recent marking phase length: 254.72ms
[2024-10-12T11:15:52.321+0800] GC(152) Adaptive IHOP information (value update), threshold: 104590606B (91.68), internal target occupancy: 114085068B, occupancy: 93773096B, additional buffer size: 6291456B, predicted old gen allocation rate: 8323175.40B/s, predicted marking phase length: 384.83ms, prediction active: true
[2024-10-12T11:15:52.425+0800] GC(153) Basic information (value update), threshold: 104698483B (78.01), target occupancy: 134217728B, current occupancy: 97967400B, recent allocation size: 6192B, recent allocation duration: 102.33ms, recent old gen allocation rate: 60509.84B/s, recent marking phase length: 254.72ms
[2024-10-12T11:15:52.425+0800] GC(153) Adaptive IHOP information (value update), threshold: 104698483B (91.77), internal target occupancy: 114085068B, occupancy: 97967400B, additional buffer size: 6291456B, predicted old gen allocation rate: 8042852.77B/s, predicted marking phase length: 384.83ms, prediction active: true
[2024-10-12T11:15:52.580+0800] GC(155) Basic information (value update), threshold: 111094196B (82.77), target occupancy: 134217728B, current occupancy: 102161704B, recent allocation size: 6192B, recent allocation duration: 152.03ms, recent old gen allocation rate: 40727.89B/s, recent marking phase length: 254.72ms
[2024-10-12T11:15:52.580+0800] GC(155) Adaptive IHOP information (value update), threshold: 111094196B (97.38), internal target occupancy: 114085068B, occupancy: 102161704B, additional buffer size: 0B, predicted old gen allocation rate: 7771933.88B/s, predicted marking phase length: 384.83ms, prediction active: true
[2024-10-12T11:15:52.687+0800] GC(156) Basic information (value update), threshold: 111129229B (82.80), target occupancy: 134217728B, current occupancy: 117773552B, recent allocation size: 6803328B, recent allocation duration: 152.03ms, recent old gen allocation rate: 44748900.62B/s, recent marking phase length: 254.43ms
[2024-10-12T11:15:52.688+0800] GC(156) Adaptive IHOP information (value update), threshold: 111129229B (97.41), internal target occupancy: 114085068B, occupancy: 117773552B, additional buffer size: 0B, predicted old gen allocation rate: 7771933.88B/s, predicted marking phase length: 380.32ms, prediction active: true
[2024-10-12T11:15:52.751+0800] GC(157) Basic information (value update), threshold: 104253703B (77.68), target occupancy: 134217728B, current occupancy: 119708952B, recent allocation size: 4194304B, recent allocation duration: 170.05ms, recent old gen allocation rate: 24664577.53B/s, recent marking phase length: 254.43ms
[2024-10-12T11:15:52.751+0800] GC(157) Adaptive IHOP information (value update), threshold: 104253703B (91.38), internal target occupancy: 114085068B, occupancy: 119708952B, additional buffer size: 6291456B, predicted old gen allocation rate: 9307656.30B/s, predicted marking phase length: 380.32ms, prediction active: true
[2024-10-12T11:15:52.975+0800] GC(160) Basic information (value update), threshold: 104282001B (77.70), target occupancy: 134217728B, current occupancy: 85151408B, recent allocation size: 2097152B, recent allocation duration: 393.40ms, recent old gen allocation rate: 5330780.79B/s, recent marking phase length: 254.43ms
[2024-10-12T11:15:52.975+0800] GC(160) Adaptive IHOP information (value update), threshold: 104282001B (91.41), internal target occupancy: 114085068B, occupancy: 85151408B, additional buffer size: 6291456B, predicted old gen allocation rate: 9233251.37B/s, predicted marking phase length: 380.32ms, prediction active: true
[2024-10-12T11:15:53.078+0800] GC(161) Basic information (value update), threshold: 104401950B (77.79), target occupancy: 134217728B, current occupancy: 89112752B, recent allocation size: 6192B, recent allocation duration: 102.51ms, recent old gen allocation rate: 60402.69B/s, recent marking phase length: 254.43ms
[2024-10-12T11:15:53.078+0800] GC(161) Adaptive IHOP information (value update), threshold: 104401950B (91.51), internal target occupancy: 114085068B, occupancy: 89112752B, additional buffer size: 6291456B, predicted old gen allocation rate: 8917865.72B/s, predicted marking phase length: 380.32ms, prediction active: true
[2024-10-12T11:15:53.182+0800] GC(162) Basic information (value update), threshold: 104517533B (77.87), target occupancy: 134217728B, current occupancy: 93542064B, recent allocation size: 6192B, recent allocation duration: 102.78ms, recent old gen allocation rate: 60243.41B/s, recent marking phase length: 254.43ms
[2024-10-12T11:15:53.182+0800] GC(162) Adaptive IHOP information (value update), threshold: 104517533B (91.61), internal target occupancy: 114085068B, occupancy: 93542064B, additional buffer size: 6291456B, predicted old gen allocation rate: 8613957.41B/s, predicted marking phase length: 380.32ms, prediction active: true
[2024-10-12T11:15:53.286+0800] GC(163) Basic information (value update), threshold: 104628899B (77.95), target occupancy: 134217728B, current occupancy: 97971376B, recent allocation size: 6192B, recent allocation duration: 102.31ms, recent old gen allocation rate: 60521.50B/s, recent marking phase length: 254.43ms
[2024-10-12T11:15:53.286+0800] GC(163) Adaptive IHOP information (value update), threshold: 104628899B (91.71), internal target occupancy: 114085068B, occupancy: 97971376B, additional buffer size: 6291456B, predicted old gen allocation rate: 8321135.46B/s, predicted marking phase length: 380.32ms, prediction active: true
[2024-10-12T11:15:53.441+0800] GC(165) Basic information (value update), threshold: 111027965B (82.72), target occupancy: 134217728B, current occupancy: 99831472B, recent allocation size: 6192B, recent allocation duration: 152.39ms, recent old gen allocation rate: 40632.04B/s, recent marking phase length: 254.43ms
[2024-10-12T11:15:53.441+0800] GC(165) Adaptive IHOP information (value update), threshold: 111027965B (97.32), internal target occupancy: 114085068B, occupancy: 99831472B, additional buffer size: 0B, predicted old gen allocation rate: 8038191.77B/s, predicted marking phase length: 380.32ms, prediction active: true
[2024-10-12T11:15:53.547+0800] GC(166) Basic information (value update), threshold: 111062810B (82.75), target occupancy: 134217728B, current occupancy: 118938760B, recent allocation size: 6755856B, recent allocation duration: 152.39ms, recent old gen allocation rate: 44332077.83B/s, recent marking phase length: 254.67ms
[2024-10-12T11:15:53.547+0800] GC(166) Adaptive IHOP information (value update), threshold: 111062810B (97.35), internal target occupancy: 114085068B, occupancy: 118938760B, additional buffer size: 0B, predicted old gen allocation rate: 8038191.77B/s, predicted marking phase length: 375.99ms, prediction active: true
[2024-10-12T11:15:53.792+0800] GC(168) Basic information (value update), threshold: 104874474B (78.14), target occupancy: 134217728B, current occupancy: 83602528B, recent allocation size: 0B, recent allocation duration: 349.43ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 254.67ms
[2024-10-12T11:15:53.792+0800] GC(168) Adaptive IHOP information (value update), threshold: 104874474B (91.93), internal target occupancy: 114085068B, occupancy: 83602528B, additional buffer size: 6291456B, predicted old gen allocation rate: 7763927.04B/s, predicted marking phase length: 375.99ms, prediction active: true
[2024-10-12T11:15:53.896+0800] GC(169) Basic information (value update), threshold: 104972912B (78.21), target occupancy: 134217728B, current occupancy: 88263264B, recent allocation size: 6192B, recent allocation duration: 102.85ms, recent old gen allocation rate: 60205.79B/s, recent marking phase length: 254.67ms
[2024-10-12T11:15:53.896+0800] GC(169) Adaptive IHOP information (value update), threshold: 104972912B (92.01), internal target occupancy: 114085068B, occupancy: 88263264B, additional buffer size: 6291456B, predicted old gen allocation rate: 7502114.95B/s, predicted marking phase length: 375.99ms, prediction active: true
[2024-10-12T11:15:54.000+0800] GC(170) Basic information (value update), threshold: 105067758B (78.28), target occupancy: 134217728B, current occupancy: 92457056B, recent allocation size: 6192B, recent allocation duration: 102.50ms, recent old gen allocation rate: 60407.95B/s, recent marking phase length: 254.67ms
[2024-10-12T11:15:54.000+0800] GC(170) Adaptive IHOP information (value update), threshold: 105067758B (92.10), internal target occupancy: 114085068B, occupancy: 92457056B, additional buffer size: 6291456B, predicted old gen allocation rate: 7249857.58B/s, predicted marking phase length: 375.99ms, prediction active: true
[2024-10-12T11:15:54.104+0800] GC(171) Basic information (value update), threshold: 105159150B (78.35), target occupancy: 134217728B, current occupancy: 96651360B, recent allocation size: 6192B, recent allocation duration: 102.85ms, recent old gen allocation rate: 60202.46B/s, recent marking phase length: 254.67ms
[2024-10-12T11:15:54.105+0800] GC(171) Adaptive IHOP information (value update), threshold: 105159150B (92.18), internal target occupancy: 114085068B, occupancy: 96651360B, additional buffer size: 6291456B, predicted old gen allocation rate: 7006785.33B/s, predicted marking phase length: 375.99ms, prediction active: true
[2024-10-12T11:15:54.208+0800] GC(172) Basic information (value update), threshold: 105247523B (78.42), target occupancy: 134217728B, current occupancy: 100379744B, recent allocation size: 4128B, recent allocation duration: 102.36ms, recent old gen allocation rate: 40329.87B/s, recent marking phase length: 254.67ms
[2024-10-12T11:15:54.209+0800] GC(172) Adaptive IHOP information (value update), threshold: 105247523B (92.25), internal target occupancy: 114085068B, occupancy: 100379744B, additional buffer size: 6291456B, predicted old gen allocation rate: 6771741.13B/s, predicted marking phase length: 375.99ms, prediction active: true
[2024-10-12T11:15:54.364+0800] GC(174) Basic information (value update), threshold: 111624131B (83.17), target occupancy: 134217728B, current occupancy: 102709896B, recent allocation size: 6192B, recent allocation duration: 152.13ms, recent old gen allocation rate: 40702.69B/s, recent marking phase length: 254.67ms
[2024-10-12T11:15:54.364+0800] GC(174) Adaptive IHOP information (value update), threshold: 111624131B (97.84), internal target occupancy: 114085068B, occupancy: 102709896B, additional buffer size: 0B, predicted old gen allocation rate: 6545267.28B/s, predicted marking phase length: 375.99ms, prediction active: true
[2024-10-12T11:15:54.472+0800] GC(175) Basic information (value update), threshold: 111651453B (83.19), target occupancy: 134217728B, current occupancy: 114358008B, recent allocation size: 2797560B, recent allocation duration: 152.13ms, recent old gen allocation rate: 18389568.37B/s, recent marking phase length: 254.75ms
[2024-10-12T11:15:54.472+0800] GC(175) Adaptive IHOP information (value update), threshold: 111651453B (97.87), internal target occupancy: 114085068B, occupancy: 114358008B, additional buffer size: 0B, predicted old gen allocation rate: 6545267.28B/s, predicted marking phase length: 371.81ms, prediction active: true
[2024-10-12T11:15:54.536+0800] GC(176) Basic information (value update), threshold: 105441586B (78.56), target occupancy: 134217728B, current occupancy: 115998008B, recent allocation size: 2064B, recent allocation duration: 170.12ms, recent old gen allocation rate: 12132.70B/s, recent marking phase length: 254.75ms
[2024-10-12T11:15:54.536+0800] GC(176) Adaptive IHOP information (value update), threshold: 105441586B (92.42), internal target occupancy: 114085068B, occupancy: 115998008B, additional buffer size: 6291456B, predicted old gen allocation rate: 6325830.78B/s, predicted marking phase length: 371.81ms, prediction active: true
[2024-10-12T11:15:54.629+0800] GC(178) Basic information (value update), threshold: 111153425B (82.82), target occupancy: 134217728B, current occupancy: 117865792B, recent allocation size: 2099216B, recent allocation duration: 90.80ms, recent old gen allocation rate: 23119208.31B/s, recent marking phase length: 254.75ms
[2024-10-12T11:15:54.629+0800] GC(178) Adaptive IHOP information (value update), threshold: 111153425B (97.43), internal target occupancy: 114085068B, occupancy: 117865792B, additional buffer size: 0B, predicted old gen allocation rate: 7884725.47B/s, predicted marking phase length: 371.81ms, prediction active: true
[2024-10-12T11:15:54.695+0800] GC(179) Basic information (value update), threshold: 111209160B (82.86), target occupancy: 134217728B, current occupancy: 119801008B, recent allocation size: 4194304B, recent allocation duration: 90.80ms, recent old gen allocation rate: 46192953.90B/s, recent marking phase length: 152.39ms
