[2024-10-12T10:01:35.733+0800] Target occupancy update: old: 0B, new: 268435456B
[2024-10-12T10:01:36.090+0800] GC(0) Basic information (value update), threshold: 120795955B (45.00), target occupancy: 268435456B, current occupancy: 14132224B, recent allocation size: 2228224B, recent allocation duration: 356.76ms, recent old gen allocation rate: 6245721.63B/s, recent marking phase length: 0.00ms
[2024-10-12T10:01:59.369+0800] GC(66) Adaptive IHOP information (value update), threshold: 226522661B (99.28), internal target occupancy: 228170137B, occupancy: 169088512B, additional buffer size: 0B, predicted old gen allocation rate: 1755413.42B/s, predicted marking phase length: 938.51ms, prediction active: true
[2024-10-12T10:01:59.636+0800] GC(67) Basic information (value update), threshold: 226538752B (84.39), target occupancy: 268435456B, current occupancy: 151379456B, recent allocation size: 72240B, recent allocation duration: 337.90ms, recent old gen allocation rate: 213793.93B/s, recent marking phase length: 603.61ms
[2024-10-12T10:01:59.636+0800] GC(67) Adaptive IHOP information (value update), threshold: 226538752B (99.29), internal target occupancy: 228170137B, occupancy: 151379456B, additional buffer size: 0B, predicted old gen allocation rate: 1755413.42B/s, predicted marking phase length: 929.35ms, prediction active: true
[2024-10-12T10:02:00.560+0800] GC(69) Basic information (value update), threshold: 205622870B (76.60), target occupancy: 268435456B, current occupancy: 178642432B, recent allocation size: 0B, recent allocation duration: 655.08ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 603.61ms
[2024-10-12T10:02:00.560+0800] GC(69) Adaptive IHOP information (value update), threshold: 205622870B (90.12), internal target occupancy: 228170137B, occupancy: 178642432B, additional buffer size: 20971520B, predicted old gen allocation rate: 1695545.54B/s, predicted marking phase length: 929.35ms, prediction active: true
[2024-10-12T10:02:00.992+0800] GC(70) Basic information (value update), threshold: 209869689B (78.18), target occupancy: 268435456B, current occupancy: 193322496B, recent allocation size: 12384B, recent allocation duration: 429.87ms, recent old gen allocation rate: 28808.79B/s, recent marking phase length: 603.61ms
[2024-10-12T10:02:00.992+0800] GC(70) Adaptive IHOP information (value update), threshold: 209869689B (91.98), internal target occupancy: 228170137B, occupancy: 193322496B, additional buffer size: 16777216B, predicted old gen allocation rate: 1639037.55B/s, predicted marking phase length: 929.35ms, prediction active: true
[2024-10-12T10:02:01.321+0800] GC(71) Basic information (value update), threshold: 214114006B (79.76), target occupancy: 268435456B, current occupancy: 204740096B, recent allocation size: 2111600B, recent allocation duration: 327.41ms, recent old gen allocation rate: 6449332.17B/s, recent marking phase length: 603.61ms
[2024-10-12T10:02:01.321+0800] GC(71) Adaptive IHOP information (value update), threshold: 214114006B (93.84), internal target occupancy: 228170137B, occupancy: 204740096B, additional buffer size: 12582912B, predicted old gen allocation rate: 1585222.77B/s, predicted marking phase length: 929.35ms, prediction active: true
[2024-10-12T10:02:01.588+0800] GC(72) Basic information (value update), threshold: 214162406B (79.78), target occupancy: 268435456B, current occupancy: 215225856B, recent allocation size: 10320B, recent allocation duration: 266.31ms, recent old gen allocation rate: 38752.52B/s, recent marking phase length: 603.61ms
[2024-10-12T10:02:01.588+0800] GC(72) Adaptive IHOP information (value update), threshold: 214162406B (93.86), internal target occupancy: 228170137B, occupancy: 215225856B, additional buffer size: 12582912B, predicted old gen allocation rate: 1533142.74B/s, predicted marking phase length: 929.35ms, prediction active: true
[2024-10-12T10:02:01.855+0800] GC(73) Basic information (value update), threshold: 214209343B (79.80), target occupancy: 268435456B, current occupancy: 225478656B, recent allocation size: 8256B, recent allocation duration: 265.42ms, recent old gen allocation rate: 31105.37B/s, recent marking phase length: 603.61ms
[2024-10-12T10:02:01.855+0800] GC(73) Adaptive IHOP information (value update), threshold: 214209343B (93.88), internal target occupancy: 228170137B, occupancy: 225478656B, additional buffer size: 12582912B, predicted old gen allocation rate: 1482637.17B/s, predicted marking phase length: 929.35ms, prediction active: true
[2024-10-12T10:02:02.174+0800] GC(75) Basic information (value update), threshold: 226837681B (84.50), target occupancy: 268435456B, current occupancy: 166059520B, recent allocation size: 8256B, recent allocation duration: 316.11ms, recent old gen allocation rate: 26117.39B/s, recent marking phase length: 603.61ms
[2024-10-12T10:02:02.174+0800] GC(75) Adaptive IHOP information (value update), threshold: 226837681B (99.42), internal target occupancy: 228170137B, occupancy: 166059520B, additional buffer size: 0B, predicted old gen allocation rate: 1433758.18B/s, predicted marking phase length: 929.35ms, prediction active: true
[2024-10-12T10:02:02.442+0800] GC(76) Basic information (value update), threshold: 226851501B (84.51), target occupancy: 268435456B, current occupancy: 148121600B, recent allocation size: 20640B, recent allocation duration: 316.11ms, recent old gen allocation rate: 65293.49B/s, recent marking phase length: 582.54ms
[2024-10-12T10:02:02.442+0800] GC(76) Adaptive IHOP information (value update), threshold: 226851501B (99.42), internal target occupancy: 228170137B, occupancy: 148121600B, additional buffer size: 0B, predicted old gen allocation rate: 1433758.18B/s, predicted marking phase length: 919.71ms, prediction active: true
[2024-10-12T10:02:03.427+0800] GC(78) Basic information (value update), threshold: 203827158B (75.93), target occupancy: 268435456B, current occupancy: 176545280B, recent allocation size: 2097152B, recent allocation duration: 716.26ms, recent old gen allocation rate: 2927900.14B/s, recent marking phase length: 582.54ms
[2024-10-12T10:02:03.427+0800] GC(78) Adaptive IHOP information (value update), threshold: 203827158B (89.33), internal target occupancy: 228170137B, occupancy: 176545280B, additional buffer size: 23068672B, predicted old gen allocation rate: 1385558.35B/s, predicted marking phase length: 919.71ms, prediction active: true
[2024-10-12T10:02:03.921+0800] GC(79) Basic information (value update), threshold: 210160192B (78.29), target occupancy: 268435456B, current occupancy: 193788416B, recent allocation size: 14448B, recent allocation duration: 491.89ms, recent old gen allocation rate: 29372.22B/s, recent marking phase length: 582.54ms
[2024-10-12T10:02:03.921+0800] GC(79) Adaptive IHOP information (value update), threshold: 210160192B (92.11), internal target occupancy: 228170137B, occupancy: 193788416B, additional buffer size: 16777216B, predicted old gen allocation rate: 1340350.68B/s, predicted marking phase length: 919.71ms, prediction active: true
[2024-10-12T10:02:04.250+0800] GC(80) Basic information (value update), threshold: 214394237B (79.87), target occupancy: 268435456B, current occupancy: 206371328B, recent allocation size: 12384B, recent allocation duration: 327.47ms, recent old gen allocation rate: 37817.71B/s, recent marking phase length: 582.54ms
[2024-10-12T10:02:04.250+0800] GC(80) Adaptive IHOP information (value update), threshold: 214394237B (93.96), internal target occupancy: 228170137B, occupancy: 206371328B, additional buffer size: 12582912B, predicted old gen allocation rate: 1297140.17B/s, predicted marking phase length: 919.71ms, prediction active: true
[2024-10-12T10:02:04.518+0800] GC(81) Basic information (value update), threshold: 214432508B (79.88), target occupancy: 268435456B, current occupancy: 216859136B, recent allocation size: 10320B, recent allocation duration: 266.56ms, recent old gen allocation rate: 38716.17B/s, recent marking phase length: 582.54ms
[2024-10-12T10:02:04.518+0800] GC(81) Adaptive IHOP information (value update), threshold: 214432508B (93.98), internal target occupancy: 228170137B, occupancy: 216859136B, additional buffer size: 12582912B, predicted old gen allocation rate: 1255528.09B/s, predicted marking phase length: 919.71ms, prediction active: true
[2024-10-12T10:02:04.785+0800] GC(82) Basic information (value update), threshold: 214469396B (79.90), target occupancy: 268435456B, current occupancy: 226177536B, recent allocation size: 10320B, recent allocation duration: 265.85ms, recent old gen allocation rate: 38819.61B/s, recent marking phase length: 582.54ms
[2024-10-12T10:02:04.785+0800] GC(82) Adaptive IHOP information (value update), threshold: 214469396B (94.00), internal target occupancy: 228170137B, occupancy: 226177536B, additional buffer size: 12582912B, predicted old gen allocation rate: 1215419.60B/s, predicted marking phase length: 919.71ms, prediction active: true
[2024-10-12T10:02:05.104+0800] GC(84) Basic information (value update), threshold: 227088634B (84.60), target occupancy: 268435456B, current occupancy: 185865728B, recent allocation size: 6192B, recent allocation duration: 316.14ms, recent old gen allocation rate: 19586.36B/s, recent marking phase length: 582.54ms
[2024-10-12T10:02:05.104+0800] GC(84) Adaptive IHOP information (value update), threshold: 227088634B (99.53), internal target occupancy: 228170137B, occupancy: 185865728B, additional buffer size: 0B, predicted old gen allocation rate: 1175922.11B/s, predicted marking phase length: 919.71ms, prediction active: true
[2024-10-12T10:02:05.372+0800] GC(85) Basic information (value update), threshold: 227100230B (84.60), target occupancy: 268435456B, current occupancy: 169130496B, recent allocation size: 2132240B, recent allocation duration: 316.14ms, recent old gen allocation rate: 6744640.93B/s, recent marking phase length: 582.92ms
[2024-10-12T10:02:05.372+0800] GC(85) Adaptive IHOP information (value update), threshold: 227100230B (99.53), internal target occupancy: 228170137B, occupancy: 169130496B, additional buffer size: 0B, predicted old gen allocation rate: 1175922.11B/s, predicted marking phase length: 909.85ms, prediction active: true
[2024-10-12T10:02:06.296+0800] GC(87) Basic information (value update), threshold: 204066969B (76.02), target occupancy: 268435456B, current occupancy: 177943040B, recent allocation size: 0B, recent allocation duration: 654.51ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 582.92ms
[2024-10-12T10:02:06.296+0800] GC(87) Adaptive IHOP information (value update), threshold: 204066969B (89.44), internal target occupancy: 228170137B, occupancy: 177943040B, additional buffer size: 23068672B, predicted old gen allocation rate: 1137002.66B/s, predicted marking phase length: 909.85ms, prediction active: true
[2024-10-12T10:02:06.790+0800] GC(88) Basic information (value update), threshold: 210391399B (78.38), target occupancy: 268435456B, current occupancy: 196353536B, recent allocation size: 14448B, recent allocation duration: 491.47ms, recent old gen allocation rate: 29397.65B/s, recent marking phase length: 582.92ms
[2024-10-12T10:02:06.790+0800] GC(88) Adaptive IHOP information (value update), threshold: 210391399B (92.21), internal target occupancy: 228170137B, occupancy: 196353536B, additional buffer size: 16777216B, predicted old gen allocation rate: 1100760.87B/s, predicted marking phase length: 909.85ms, prediction active: true
[2024-10-12T10:02:07.119+0800] GC(89) Basic information (value update), threshold: 214617163B (79.95), target occupancy: 268435456B, current occupancy: 210099712B, recent allocation size: 12384B, recent allocation duration: 327.64ms, recent old gen allocation rate: 37797.04B/s, recent marking phase length: 582.92ms
[2024-10-12T10:02:07.119+0800] GC(89) Adaptive IHOP information (value update), threshold: 214617163B (94.06), internal target occupancy: 228170137B, occupancy: 210099712B, additional buffer size: 12582912B, predicted old gen allocation rate: 1066183.64B/s, predicted marking phase length: 909.85ms, prediction active: true
[2024-10-12T10:02:07.386+0800] GC(90) Basic information (value update), threshold: 214647148B (79.96), target occupancy: 268435456B, current occupancy: 219653120B, recent allocation size: 12384B, recent allocation duration: 265.54ms, recent old gen allocation rate: 46636.29B/s, recent marking phase length: 582.92ms
[2024-10-12T10:02:07.386+0800] GC(90) Adaptive IHOP information (value update), threshold: 214647148B (94.07), internal target occupancy: 228170137B, occupancy: 219653120B, additional buffer size: 12582912B, predicted old gen allocation rate: 1033228.01B/s, predicted marking phase length: 909.85ms, prediction active: true
[2024-10-12T10:02:07.706+0800] GC(92) Basic information (value update), threshold: 227259810B (84.66), target occupancy: 268435456B, current occupancy: 167457280B, recent allocation size: 2105408B, recent allocation duration: 316.81ms, recent old gen allocation rate: 6645653.91B/s, recent marking phase length: 582.92ms
[2024-10-12T10:02:07.706+0800] GC(92) Adaptive IHOP information (value update), threshold: 227259810B (99.60), internal target occupancy: 228170137B, occupancy: 167457280B, additional buffer size: 0B, predicted old gen allocation rate: 1000530.28B/s, predicted marking phase length: 909.85ms, prediction active: true
[2024-10-12T10:02:07.973+0800] GC(93) Basic information (value update), threshold: 227269759B (84.66), target occupancy: 268435456B, current occupancy: 154412544B, recent allocation size: 18576B, recent allocation duration: 316.81ms, recent old gen allocation rate: 58634.56B/s, recent marking phase length: 582.29ms
[2024-10-12T10:02:07.973+0800] GC(93) Adaptive IHOP information (value update), threshold: 227269759B (99.61), internal target occupancy: 228170137B, occupancy: 154412544B, additional buffer size: 0B, predicted old gen allocation rate: 1000530.28B/s, predicted marking phase length: 899.90ms, prediction active: true
[2024-10-12T10:02:08.691+0800] GC(94) Basic information (value update), threshold: 206327535B (76.86), target occupancy: 268435456B, current occupancy: 178642432B, recent allocation size: 2064B, recent allocation duration: 715.71ms, recent old gen allocation rate: 2883.84B/s, recent marking phase length: 582.29ms
[2024-10-12T10:02:08.691+0800] GC(94) Adaptive IHOP information (value update), threshold: 206327535B (90.43), internal target occupancy: 228170137B, occupancy: 178642432B, additional buffer size: 20971520B, predicted old gen allocation rate: 967975.97B/s, predicted marking phase length: 899.90ms, prediction active: true
[2024-10-12T10:02:09.123+0800] GC(95) Basic information (value update), threshold: 210548869B (78.44), target occupancy: 268435456B, current occupancy: 194720256B, recent allocation size: 14448B, recent allocation duration: 430.81ms, recent old gen allocation rate: 33536.79B/s, recent marking phase length: 582.29ms
[2024-10-12T10:02:09.123+0800] GC(95) Adaptive IHOP information (value update), threshold: 210548869B (92.28), internal target occupancy: 228170137B, occupancy: 194720256B, additional buffer size: 16777216B, predicted old gen allocation rate: 937938.94B/s, predicted marking phase length: 899.90ms, prediction active: true
[2024-10-12T10:02:09.452+0800] GC(96) Basic information (value update), threshold: 214769076B (80.01), target occupancy: 268435456B, current occupancy: 207303168B, recent allocation size: 12384B, recent allocation duration: 327.04ms, recent old gen allocation rate: 37866.85B/s, recent marking phase length: 582.29ms
[2024-10-12T10:02:09.452+0800] GC(96) Adaptive IHOP information (value update), threshold: 214769076B (94.13), internal target occupancy: 228170137B, occupancy: 207303168B, additional buffer size: 12582912B, predicted old gen allocation rate: 909154.64B/s, predicted marking phase length: 899.90ms, prediction active: true
[2024-10-12T10:02:09.719+0800] GC(97) Basic information (value update), threshold: 214793718B (80.02), target occupancy: 268435456B, current occupancy: 217323008B, recent allocation size: 2109536B, recent allocation duration: 265.96ms, recent old gen allocation rate: 7931654.35B/s, recent marking phase length: 582.29ms
[2024-10-12T10:02:09.719+0800] GC(97) Adaptive IHOP information (value update), threshold: 214793718B (94.14), internal target occupancy: 228170137B, occupancy: 217323008B, additional buffer size: 12582912B, predicted old gen allocation rate: 881771.83B/s, predicted marking phase length: 899.90ms, prediction active: true
[2024-10-12T10:02:09.987+0800] GC(98) Basic information (value update), threshold: 214817503B (80.03), target occupancy: 268435456B, current occupancy: 227808768B, recent allocation size: 12384B, recent allocation duration: 266.38ms, recent old gen allocation rate: 46490.12B/s, recent marking phase length: 582.29ms
[2024-10-12T10:02:09.987+0800] GC(98) Adaptive IHOP information (value update), threshold: 214817503B (94.15), internal target occupancy: 228170137B, occupancy: 227808768B, additional buffer size: 12582912B, predicted old gen allocation rate: 855340.69B/s, predicted marking phase length: 899.90ms, prediction active: true
[2024-10-12T10:02:10.306+0800] GC(100) Basic information (value update), threshold: 227423672B (84.72), target occupancy: 268435456B, current occupancy: 174916096B, recent allocation size: 12384B, recent allocation duration: 316.31ms, recent old gen allocation rate: 39151.76B/s, recent marking phase length: 582.29ms
[2024-10-12T10:02:10.306+0800] GC(100) Adaptive IHOP information (value update), threshold: 227423672B (99.67), internal target occupancy: 228170137B, occupancy: 174916096B, additional buffer size: 0B, predicted old gen allocation rate: 829496.73B/s, predicted marking phase length: 899.90ms, prediction active: true
[2024-10-12T10:02:10.574+0800] GC(101) Basic information (value update), threshold: 227431897B (84.72), target occupancy: 268435456B, current occupancy: 158374400B, recent allocation size: 33024B, recent allocation duration: 316.31ms, recent old gen allocation rate: 104404.70B/s, recent marking phase length: 582.51ms
[2024-10-12T10:02:10.574+0800] GC(101) Adaptive IHOP information (value update), threshold: 227431897B (99.68), internal target occupancy: 228170137B, occupancy: 158374400B, additional buffer size: 0B, predicted old gen allocation rate: 829496.73B/s, predicted marking phase length: 889.99ms, prediction active: true
[2024-10-12T10:02:11.396+0800] GC(103) Basic information (value update), threshold: 208581144B (77.70), target occupancy: 268435456B, current occupancy: 185865728B, recent allocation size: 2064B, recent allocation duration: 552.14ms, recent old gen allocation rate: 3738.18B/s, recent marking phase length: 582.51ms
[2024-10-12T10:02:11.396+0800] GC(103) Adaptive IHOP information (value update), threshold: 208581144B (91.41), internal target occupancy: 228170137B, occupancy: 185865728B, additional buffer size: 18874368B, predicted old gen allocation rate: 802962.01B/s, predicted marking phase length: 889.99ms, prediction active: true
[2024-10-12T10:02:11.767+0800] GC(104) Basic information (value update), threshold: 212797263B (79.27), target occupancy: 268435456B, current occupancy: 199613952B, recent allocation size: 2107472B, recent allocation duration: 369.37ms, recent old gen allocation rate: 5705514.41B/s, recent marking phase length: 582.51ms
[2024-10-12T10:02:11.767+0800] GC(104) Adaptive IHOP information (value update), threshold: 212797263B (93.26), internal target occupancy: 228170137B, occupancy: 199613952B, additional buffer size: 14680064B, predicted old gen allocation rate: 778450.04B/s, predicted marking phase length: 889.99ms, prediction active: true
[2024-10-12T10:02:12.034+0800] GC(105) Basic information (value update), threshold: 214914719B (80.06), target occupancy: 268435456B, current occupancy: 210099712B, recent allocation size: 12384B, recent allocation duration: 266.17ms, recent old gen allocation rate: 46526.47B/s, recent marking phase length: 582.51ms
[2024-10-12T10:02:12.034+0800] GC(105) Adaptive IHOP information (value update), threshold: 214914719B (94.19), internal target occupancy: 228170137B, occupancy: 210099712B, additional buffer size: 12582912B, predicted old gen allocation rate: 755636.20B/s, predicted marking phase length: 889.99ms, prediction active: true
[2024-10-12T10:02:12.302+0800] GC(106) Basic information (value update), threshold: 214934646B (80.07), target occupancy: 268435456B, current occupancy: 219422208B, recent allocation size: 10320B, recent allocation duration: 266.62ms, recent old gen allocation rate: 38707.08B/s, recent marking phase length: 582.51ms
[2024-10-12T10:02:12.302+0800] GC(106) Adaptive IHOP information (value update), threshold: 214934646B (94.20), internal target occupancy: 228170137B, occupancy: 219422208B, additional buffer size: 12582912B, predicted old gen allocation rate: 733246.25B/s, predicted marking phase length: 889.99ms, prediction active: true
[2024-10-12T10:02:12.570+0800] GC(107) Basic information (value update), threshold: 214953567B (80.08), target occupancy: 268435456B, current occupancy: 229905920B, recent allocation size: 12384B, recent allocation duration: 265.86ms, recent old gen allocation rate: 46580.47B/s, recent marking phase length: 582.51ms
[2024-10-12T10:02:12.570+0800] GC(107) Adaptive IHOP information (value update), threshold: 214953567B (94.21), internal target occupancy: 228170137B, occupancy: 229905920B, additional buffer size: 12582912B, predicted old gen allocation rate: 711986.15B/s, predicted marking phase length: 889.99ms, prediction active: true
[2024-10-12T10:02:12.888+0800] GC(109) Basic information (value update), threshold: 227555319B (84.77), target occupancy: 268435456B, current occupancy: 173751296B, recent allocation size: 10320B, recent allocation duration: 314.44ms, recent old gen allocation rate: 32820.70B/s, recent marking phase length: 582.51ms
[2024-10-12T10:02:12.888+0800] GC(109) Adaptive IHOP information (value update), threshold: 227555319B (99.73), internal target occupancy: 228170137B, occupancy: 173751296B, additional buffer size: 0B, predicted old gen allocation rate: 690817.90B/s, predicted marking phase length: 889.99ms, prediction active: true
[2024-10-12T10:02:13.156+0800] GC(110) Basic information (value update), threshold: 227562123B (84.77), target occupancy: 268435456B, current occupancy: 156505600B, recent allocation size: 12384B, recent allocation duration: 314.44ms, recent old gen allocation rate: 39384.84B/s, recent marking phase length: 580.88ms
[2024-10-12T10:02:13.156+0800] GC(110) Adaptive IHOP information (value update), threshold: 227562123B (99.73), internal target occupancy: 228170137B, occupancy: 156505600B, additional buffer size: 0B, predicted old gen allocation rate: 690817.90B/s, predicted marking phase length: 880.14ms, prediction active: true
[2024-10-12T10:02:14.019+0800] GC(112) Basic information (value update), threshold: 208706922B (77.75), target occupancy: 268435456B, current occupancy: 185867776B, recent allocation size: 2099216B, recent allocation duration: 593.91ms, recent old gen allocation rate: 3534595.48B/s, recent marking phase length: 580.88ms
[2024-10-12T10:02:14.019+0800] GC(112) Adaptive IHOP information (value update), threshold: 208706922B (91.47), internal target occupancy: 228170137B, occupancy: 185867776B, additional buffer size: 18874368B, predicted old gen allocation rate: 669040.15B/s, predicted marking phase length: 880.14ms, prediction active: true
[2024-10-12T10:02:14.410+0800] GC(113) Basic information (value update), threshold: 212918373B (79.32), target occupancy: 268435456B, current occupancy: 200780800B, recent allocation size: 14448B, recent allocation duration: 389.12ms, recent old gen allocation rate: 37130.06B/s, recent marking phase length: 580.88ms
[2024-10-12T10:02:14.410+0800] GC(113) Adaptive IHOP information (value update), threshold: 212918373B (93.32), internal target occupancy: 228170137B, occupancy: 200780800B, additional buffer size: 14680064B, predicted old gen allocation rate: 649557.77B/s, predicted marking phase length: 880.14ms, prediction active: true
[2024-10-12T10:02:14.678+0800] GC(114) Basic information (value update), threshold: 215031709B (80.11), target occupancy: 268435456B, current occupancy: 210565632B, recent allocation size: 12384B, recent allocation duration: 266.27ms, recent old gen allocation rate: 46509.63B/s, recent marking phase length: 580.88ms
[2024-10-12T10:02:14.678+0800] GC(114) Adaptive IHOP information (value update), threshold: 215031709B (94.24), internal target occupancy: 228170137B, occupancy: 210565632B, additional buffer size: 12582912B, predicted old gen allocation rate: 631169.97B/s, predicted marking phase length: 880.14ms, prediction active: true
[2024-10-12T10:02:14.945+0800] GC(115) Basic information (value update), threshold: 215047665B (80.11), target occupancy: 268435456B, current occupancy: 221051392B, recent allocation size: 10320B, recent allocation duration: 265.87ms, recent old gen allocation rate: 38815.74B/s, recent marking phase length: 580.88ms
[2024-10-12T10:02:14.945+0800] GC(115) Adaptive IHOP information (value update), threshold: 215047665B (94.25), internal target occupancy: 228170137B, occupancy: 221051392B, additional buffer size: 12582912B, predicted old gen allocation rate: 613040.46B/s, predicted marking phase length: 880.14ms, prediction active: true
[2024-10-12T10:02:15.213+0800] GC(116) Basic information (value update), threshold: 215063089B (80.12), target occupancy: 268435456B, current occupancy: 231537152B, recent allocation size: 10320B, recent allocation duration: 266.46ms, recent old gen allocation rate: 38729.47B/s, recent marking phase length: 580.88ms
[2024-10-12T10:02:15.213+0800] GC(116) Adaptive IHOP information (value update), threshold: 215063089B (94.26), internal target occupancy: 228170137B, occupancy: 231537152B, additional buffer size: 12582912B, predicted old gen allocation rate: 595516.36B/s, predicted marking phase length: 880.14ms, prediction active: true
[2024-10-12T10:02:15.532+0800] GC(118) Basic information (value update), threshold: 227661156B (84.81), target occupancy: 268435456B, current occupancy: 183302656B, recent allocation size: 10320B, recent allocation duration: 316.01ms, recent old gen allocation rate: 32656.76B/s, recent marking phase length: 580.88ms
[2024-10-12T10:02:15.532+0800] GC(118) Adaptive IHOP information (value update), threshold: 227661156B (99.78), internal target occupancy: 228170137B, occupancy: 183302656B, additional buffer size: 0B, predicted old gen allocation rate: 578297.39B/s, predicted marking phase length: 880.14ms, prediction active: true
[2024-10-12T10:02:15.799+0800] GC(119) Basic information (value update), threshold: 227666757B (84.81), target occupancy: 268435456B, current occupancy: 166525440B, recent allocation size: 12384B, recent allocation duration: 316.01ms, recent old gen allocation rate: 39188.11B/s, recent marking phase length: 581.82ms
[2024-10-12T10:02:15.799+0800] GC(119) Adaptive IHOP information (value update), threshold: 227666757B (99.78), internal target occupancy: 228170137B, occupancy: 166525440B, additional buffer size: 0B, predicted old gen allocation rate: 578297.39B/s, predicted marking phase length: 870.45ms, prediction active: true
[2024-10-12T10:02:16.662+0800] GC(121) Basic information (value update), threshold: 208808181B (77.79), target occupancy: 268435456B, current occupancy: 187496960B, recent allocation size: 0B, recent allocation duration: 592.76ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 581.82ms
[2024-10-12T10:02:16.662+0800] GC(121) Adaptive IHOP information (value update), threshold: 208808181B (91.51), internal target occupancy: 228170137B, occupancy: 187496960B, additional buffer size: 18874368B, predicted old gen allocation rate: 560155.61B/s, predicted marking phase length: 870.45ms, prediction active: true
[2024-10-12T10:02:17.052+0800] GC(122) Basic information (value update), threshold: 213016239B (79.35), target occupancy: 268435456B, current occupancy: 201711104B, recent allocation size: 14448B, recent allocation duration: 389.04ms, recent old gen allocation rate: 37137.80B/s, recent marking phase length: 581.82ms
[2024-10-12T10:02:17.052+0800] GC(122) Adaptive IHOP information (value update), threshold: 213016239B (93.36), internal target occupancy: 228170137B, occupancy: 201711104B, additional buffer size: 14680064B, predicted old gen allocation rate: 544354.03B/s, predicted marking phase length: 870.45ms, prediction active: true
[2024-10-12T10:02:17.321+0800] GC(123) Basic information (value update), threshold: 215126311B (80.14), target occupancy: 268435456B, current occupancy: 211031552B, recent allocation size: 12384B, recent allocation duration: 266.75ms, recent old gen allocation rate: 46424.70B/s, recent marking phase length: 581.82ms
[2024-10-12T10:02:17.321+0800] GC(123) Adaptive IHOP information (value update), threshold: 215126311B (94.28), internal target occupancy: 228170137B, occupancy: 211031552B, additional buffer size: 12582912B, predicted old gen allocation rate: 529511.97B/s, predicted marking phase length: 870.45ms, prediction active: true
[2024-10-12T10:02:17.588+0800] GC(124) Basic information (value update), threshold: 215139119B (80.15), target occupancy: 268435456B, current occupancy: 219886592B, recent allocation size: 10320B, recent allocation duration: 265.78ms, recent old gen allocation rate: 38829.46B/s, recent marking phase length: 581.82ms
[2024-10-12T10:02:17.588+0800] GC(124) Adaptive IHOP information (value update), threshold: 215139119B (94.29), internal target occupancy: 228170137B, occupancy: 219886592B, additional buffer size: 12582912B, predicted old gen allocation rate: 514796.73B/s, predicted marking phase length: 870.45ms, prediction active: true
[2024-10-12T10:02:17.855+0800] GC(125) Basic information (value update), threshold: 215151824B (80.15), target occupancy: 268435456B, current occupancy: 229905920B, recent allocation size: 8256B, recent allocation duration: 265.78ms, recent old gen allocation rate: 31063.66B/s, recent marking phase length: 581.82ms
[2024-10-12T10:02:17.855+0800] GC(125) Adaptive IHOP information (value update), threshold: 215151824B (94.29), internal target occupancy: 228170137B, occupancy: 229905920B, additional buffer size: 12582912B, predicted old gen allocation rate: 500200.87B/s, predicted marking phase length: 870.45ms, prediction active: true
[2024-10-12T10:02:18.175+0800] GC(127) Basic information (value update), threshold: 227746960B (84.84), target occupancy: 268435456B, current occupancy: 169088512B, recent allocation size: 2107472B, recent allocation duration: 316.97ms, recent old gen allocation rate: 6648843.01B/s, recent marking phase length: 581.82ms
[2024-10-12T10:02:18.175+0800] GC(127) Adaptive IHOP information (value update), threshold: 227746960B (99.81), internal target occupancy: 228170137B, occupancy: 169088512B, additional buffer size: 0B, predicted old gen allocation rate: 486157.97B/s, predicted marking phase length: 870.45ms, prediction active: true
[2024-10-12T10:02:18.442+0800] GC(128) Basic information (value update), threshold: 227751571B (84.84), target occupancy: 268435456B, current occupancy: 154644480B, recent allocation size: 57792B, recent allocation duration: 316.97ms, recent old gen allocation rate: 182327.42B/s, recent marking phase length: 582.68ms
[2024-10-12T10:02:18.442+0800] GC(128) Adaptive IHOP information (value update), threshold: 227751571B (99.82), internal target occupancy: 228170137B, occupancy: 154644480B, additional buffer size: 0B, predicted old gen allocation rate: 486157.97B/s, predicted marking phase length: 860.97ms, prediction active: true
[2024-10-12T10:02:19.160+0800] GC(129) Basic information (value update), threshold: 206792931B (77.04), target occupancy: 268435456B, current occupancy: 178642432B, recent allocation size: 2064B, recent allocation duration: 715.65ms, recent old gen allocation rate: 2884.10B/s, recent marking phase length: 582.68ms
[2024-10-12T10:02:19.160+0800] GC(129) Adaptive IHOP information (value update), threshold: 206792931B (90.63), internal target occupancy: 228170137B, occupancy: 178642432B, additional buffer size: 20971520B, predicted old gen allocation rate: 471198.18B/s, predicted marking phase length: 860.97ms, prediction active: true
[2024-10-12T10:02:19.592+0800] GC(130) Basic information (value update), threshold: 210998639B (78.60), target occupancy: 268435456B, current occupancy: 194487296B, recent allocation size: 12384B, recent allocation duration: 430.25ms, recent old gen allocation rate: 28783.34B/s, recent marking phase length: 582.68ms
[2024-10-12T10:02:19.592+0800] GC(130) Adaptive IHOP information (value update), threshold: 210998639B (92.47), internal target occupancy: 228170137B, occupancy: 194487296B, additional buffer size: 16777216B, predicted old gen allocation rate: 457952.23B/s, predicted marking phase length: 860.97ms, prediction active: true
