[2024-10-12T11:09:19.711+0800] Target occupancy update: old: 0B, new: 134217728B
[2024-10-12T11:09:19.903+0800] GC(0) Basic information (value update), threshold: 60397977B (45.00), target occupancy: 134217728B, current occupancy: 9006080B, recent allocation size: 2097152B, recent allocation duration: 191.46ms, recent old gen allocation rate: 10953398.94B/s, recent marking phase length: 0.00ms
[2024-10-12T11:09:39.745+0800] GC(209) Basic information (value update), threshold: 57249421B (42.65), target occupancy: 134217728B, current occupancy: 87947480B, recent allocation size: 6192B, recent allocation duration: 152.23ms, recent old gen allocation rate: 40675.77B/s, recent marking phase length: 214.52ms
[2024-10-12T11:09:39.745+0800] GC(209) Adaptive IHOP information (value update), threshold: 57249421B (50.18), internal target occupancy: 114085068B, occupancy: 87947480B, additional buffer size: 0B, predicted old gen allocation rate: 162486851.67B/s, predicted marking phase length: 349.79ms, prediction active: true
[2024-10-12T11:09:39.853+0800] GC(210) Basic information (value update), threshold: 57758632B (43.03), target occupancy: 134217728B, current occupancy: 111153960B, recent allocation size: 6530880B, recent allocation duration: 152.23ms, recent old gen allocation rate: 42901902.53B/s, recent marking phase length: 254.81ms
[2024-10-12T11:09:39.853+0800] GC(210) Adaptive IHOP information (value update), threshold: 57758632B (50.63), internal target occupancy: 114085068B, occupancy: 111153960B, additional buffer size: 0B, predicted old gen allocation rate: 162486851.67B/s, predicted marking phase length: 346.65ms, prediction active: true
[2024-10-12T11:09:39.958+0800] GC(211) Basic information (value update), threshold: 53123427B (39.58), target occupancy: 134217728B, current occupancy: 114649384B, recent allocation size: 6192B, recent allocation duration: 211.34ms, recent old gen allocation rate: 29298.49B/s, recent marking phase length: 254.81ms
[2024-10-12T11:09:39.958+0800] GC(211) Adaptive IHOP information (value update), threshold: 53123427B (46.56), internal target occupancy: 114085068B, occupancy: 114649384B, additional buffer size: 6291456B, predicted old gen allocation rate: 157709008.07B/s, predicted marking phase length: 346.65ms, prediction active: true
[2024-10-12T11:09:40.072+0800] GC(213) Basic information (value update), threshold: 61017557B (45.46), target occupancy: 134217728B, current occupancy: 116521832B, recent allocation size: 6192B, recent allocation duration: 111.33ms, recent old gen allocation rate: 55616.85B/s, recent marking phase length: 254.81ms
[2024-10-12T11:09:40.073+0800] GC(213) Adaptive IHOP information (value update), threshold: 61017557B (53.48), internal target occupancy: 114085068B, occupancy: 116521832B, additional buffer size: 0B, predicted old gen allocation rate: 153085717.25B/s, predicted marking phase length: 346.65ms, prediction active: true
[2024-10-12T11:09:40.118+0800] GC(214) Basic information (value update), threshold: 61996952B (46.19), target occupancy: 134217728B, current occupancy: 118853984B, recent allocation size: 2489312B, recent allocation duration: 111.33ms, recent old gen allocation rate: 22359123.02B/s, recent marking phase length: 152.73ms
[2024-10-12T11:09:40.118+0800] GC(214) Adaptive IHOP information (value update), threshold: 61996952B (54.34), internal target occupancy: 114085068B, occupancy: 118853984B, additional buffer size: 0B, predicted old gen allocation rate: 153085717.25B/s, predicted marking phase length: 340.25ms, prediction active: true
[2024-10-12T11:09:40.181+0800] GC(215) Basic information (value update), threshold: 56573607B (42.15), target occupancy: 134217728B, current occupancy: 120789736B, recent allocation size: 4194304B, recent allocation duration: 107.56ms, recent old gen allocation rate: 38995110.27B/s, recent marking phase length: 152.73ms
[2024-10-12T11:09:40.181+0800] GC(215) Adaptive IHOP information (value update), threshold: 56573607B (49.59), internal target occupancy: 114085068B, occupancy: 120789736B, additional buffer size: 6291456B, predicted old gen allocation rate: 150534358.71B/s, predicted marking phase length: 340.25ms, prediction active: true
[2024-10-12T11:09:40.410+0800] GC(218) Basic information (value update), threshold: 58080069B (43.27), target occupancy: 134217728B, current occupancy: 83287256B, recent allocation size: 0B, recent allocation duration: 335.63ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 152.73ms
[2024-10-12T11:09:40.410+0800] GC(218) Adaptive IHOP information (value update), threshold: 58080069B (50.91), internal target occupancy: 114085068B, occupancy: 83287256B, additional buffer size: 6291456B, predicted old gen allocation rate: 146106903.25B/s, predicted marking phase length: 340.25ms, prediction active: true
[2024-10-12T11:09:40.515+0800] GC(219) Basic information (value update), threshold: 59537220B (44.36), target occupancy: 134217728B, current occupancy: 87248600B, recent allocation size: 6192B, recent allocation duration: 103.04ms, recent old gen allocation rate: 60093.49B/s, recent marking phase length: 152.73ms
[2024-10-12T11:09:40.515+0800] GC(219) Adaptive IHOP information (value update), threshold: 59537220B (52.19), internal target occupancy: 114085068B, occupancy: 87248600B, additional buffer size: 6291456B, predicted old gen allocation rate: 141824372.64B/s, predicted marking phase length: 340.25ms, prediction active: true
[2024-10-12T11:09:40.670+0800] GC(221) Basic information (value update), threshold: 67239558B (50.10), target occupancy: 134217728B, current occupancy: 91209816B, recent allocation size: 6192B, recent allocation duration: 151.95ms, recent old gen allocation rate: 40750.52B/s, recent marking phase length: 152.73ms
[2024-10-12T11:09:40.670+0800] GC(221) Adaptive IHOP information (value update), threshold: 67239558B (58.94), internal target occupancy: 114085068B, occupancy: 91209816B, additional buffer size: 0B, predicted old gen allocation rate: 137677824.47B/s, predicted marking phase length: 340.25ms, prediction active: true
[2024-10-12T11:09:40.739+0800] GC(222) Basic information (value update), threshold: 67843400B (50.55), target occupancy: 134217728B, current occupancy: 113119424B, recent allocation size: 2683328B, recent allocation duration: 151.95ms, recent old gen allocation rate: 17659402.25B/s, recent marking phase length: 214.10ms
[2024-10-12T11:09:40.739+0800] GC(222) Adaptive IHOP information (value update), threshold: 67843400B (59.47), internal target occupancy: 114085068B, occupancy: 113119424B, additional buffer size: 0B, predicted old gen allocation rate: 137677824.47B/s, predicted marking phase length: 335.87ms, prediction active: true
[2024-10-12T11:09:40.782+0800] GC(223) Basic information (value update), threshold: 62900324B (46.86), target occupancy: 134217728B, current occupancy: 114755208B, recent allocation size: 4128B, recent allocation duration: 111.09ms, recent old gen allocation rate: 37158.89B/s, recent marking phase length: 214.10ms
[2024-10-12T11:09:40.782+0800] GC(223) Adaptive IHOP information (value update), threshold: 62900324B (55.13), internal target occupancy: 114085068B, occupancy: 114755208B, additional buffer size: 6291456B, predicted old gen allocation rate: 133663218.32B/s, predicted marking phase length: 335.87ms, prediction active: true
[2024-10-12T11:09:40.897+0800] GC(225) Basic information (value update), threshold: 70497052B (52.52), target occupancy: 134217728B, current occupancy: 114986856B, recent allocation size: 6192B, recent allocation duration: 111.47ms, recent old gen allocation rate: 55549.49B/s, recent marking phase length: 214.10ms
[2024-10-12T11:09:40.897+0800] GC(225) Adaptive IHOP information (value update), threshold: 70497052B (61.79), internal target occupancy: 114085068B, occupancy: 114986856B, additional buffer size: 0B, predicted old gen allocation rate: 129776961.64B/s, predicted marking phase length: 335.87ms, prediction active: true
[2024-10-12T11:09:40.942+0800] GC(226) Basic information (value update), threshold: 71290162B (53.12), target occupancy: 134217728B, current occupancy: 117083992B, recent allocation size: 2256080B, recent allocation duration: 111.47ms, recent old gen allocation rate: 20239679.91B/s, recent marking phase length: 153.00ms
[2024-10-12T11:09:40.942+0800] GC(226) Adaptive IHOP information (value update), threshold: 71290162B (62.49), internal target occupancy: 114085068B, occupancy: 117083992B, additional buffer size: 0B, predicted old gen allocation rate: 129776961.64B/s, predicted marking phase length: 329.76ms, prediction active: true
[2024-10-12T11:09:41.006+0800] GC(227) Basic information (value update), threshold: 65600205B (48.88), target occupancy: 134217728B, current occupancy: 119019432B, recent allocation size: 4194304B, recent allocation duration: 107.77ms, recent old gen allocation rate: 38917790.47B/s, recent marking phase length: 153.00ms
[2024-10-12T11:09:41.006+0800] GC(227) Adaptive IHOP information (value update), threshold: 65600205B (57.50), internal target occupancy: 114085068B, occupancy: 119019432B, additional buffer size: 6291456B, predicted old gen allocation rate: 127952896.61B/s, predicted marking phase length: 329.76ms, prediction active: true
[2024-10-12T11:09:41.192+0800] GC(230) Basic information (value update), threshold: 64736289B (48.23), target occupancy: 134217728B, current occupancy: 82588704B, recent allocation size: 0B, recent allocation duration: 293.27ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 153.00ms
[2024-10-12T11:09:41.192+0800] GC(230) Adaptive IHOP information (value update), threshold: 64736289B (56.74), internal target occupancy: 114085068B, occupancy: 82588704B, additional buffer size: 8388608B, predicted old gen allocation rate: 124213068.28B/s, predicted marking phase length: 329.76ms, prediction active: true
[2024-10-12T11:09:41.430+0800] GC(232) Basic information (value update), threshold: 74318594B (55.37), target occupancy: 134217728B, current occupancy: 88414240B, recent allocation size: 2101280B, recent allocation duration: 234.44ms, recent old gen allocation rate: 8962903.61B/s, recent marking phase length: 153.00ms
[2024-10-12T11:09:41.430+0800] GC(232) Adaptive IHOP information (value update), threshold: 74318594B (65.14), internal target occupancy: 114085068B, occupancy: 88414240B, additional buffer size: 0B, predicted old gen allocation rate: 120593142.83B/s, predicted marking phase length: 329.76ms, prediction active: true
[2024-10-12T11:09:41.479+0800] GC(233) Basic information (value update), threshold: 74466074B (55.48), target occupancy: 134217728B, current occupancy: 112166968B, recent allocation size: 2703968B, recent allocation duration: 234.44ms, recent old gen allocation rate: 11533638.81B/s, recent marking phase length: 276.31ms
[2024-10-12T11:09:41.479+0800] GC(233) Adaptive IHOP information (value update), threshold: 74466074B (65.27), internal target occupancy: 114085068B, occupancy: 112166968B, additional buffer size: 0B, predicted old gen allocation rate: 120593142.83B/s, predicted marking phase length: 328.53ms, prediction active: true
[2024-10-12T11:09:41.584+0800] GC(234) Basic information (value update), threshold: 69326011B (51.65), target occupancy: 134217728B, current occupancy: 116124224B, recent allocation size: 4128B, recent allocation duration: 152.08ms, recent old gen allocation rate: 27143.46B/s, recent marking phase length: 276.31ms
[2024-10-12T11:09:41.584+0800] GC(234) Adaptive IHOP information (value update), threshold: 69326011B (60.77), internal target occupancy: 114085068B, occupancy: 116124224B, additional buffer size: 6291456B, predicted old gen allocation rate: 117088510.31B/s, predicted marking phase length: 328.53ms, prediction active: true
[2024-10-12T11:09:41.698+0800] GC(236) Basic information (value update), threshold: 76732012B (57.17), target occupancy: 134217728B, current occupancy: 118227568B, recent allocation size: 6192B, recent allocation duration: 111.28ms, recent old gen allocation rate: 55644.79B/s, recent marking phase length: 276.31ms
[2024-10-12T11:09:41.698+0800] GC(236) Adaptive IHOP information (value update), threshold: 76732012B (67.26), internal target occupancy: 114085068B, occupancy: 118227568B, additional buffer size: 0B, predicted old gen allocation rate: 113696032.04B/s, predicted marking phase length: 328.53ms, prediction active: true
[2024-10-12T11:09:41.747+0800] GC(237) Basic information (value update), threshold: 77401391B (57.67), target occupancy: 134217728B, current occupancy: 118328392B, recent allocation size: 2134304B, recent allocation duration: 111.28ms, recent old gen allocation rate: 19180054.95B/s, recent marking phase length: 153.16ms
[2024-10-12T11:09:41.747+0800] GC(237) Adaptive IHOP information (value update), threshold: 77401391B (67.85), internal target occupancy: 114085068B, occupancy: 118328392B, additional buffer size: 0B, predicted old gen allocation rate: 113696032.04B/s, predicted marking phase length: 322.65ms, prediction active: true
[2024-10-12T11:09:41.810+0800] GC(238) Basic information (value update), threshold: 71870715B (53.55), target occupancy: 134217728B, current occupancy: 120198792B, recent allocation size: 2097152B, recent allocation duration: 110.46ms, recent old gen allocation rate: 18984785.89B/s, recent marking phase length: 153.16ms
[2024-10-12T11:09:41.810+0800] GC(238) Adaptive IHOP information (value update), threshold: 71870715B (63.00), internal target occupancy: 114085068B, occupancy: 120198792B, additional buffer size: 6291456B, predicted old gen allocation rate: 111338099.33B/s, predicted marking phase length: 322.65ms, prediction active: true
[2024-10-12T11:09:41.904+0800] GC(240) Basic information (value update), threshold: 79044532B (58.89), target occupancy: 134217728B, current occupancy: 120352944B, recent allocation size: 2097152B, recent allocation duration: 205.00ms, recent old gen allocation rate: 10230084.81B/s, recent marking phase length: 153.16ms
[2024-10-12T11:09:41.904+0800] GC(240) Adaptive IHOP information (value update), threshold: 79044532B (69.29), internal target occupancy: 114085068B, occupancy: 120352944B, additional buffer size: 0B, predicted old gen allocation rate: 108603342.81B/s, predicted marking phase length: 322.65ms, prediction active: true
[2024-10-12T11:09:41.972+0800] GC(241) Basic information (value update), threshold: 79668434B (59.36), target occupancy: 134217728B, current occupancy: 122289752B, recent allocation size: 4194304B, recent allocation duration: 205.00ms, recent old gen allocation rate: 20460169.62B/s, recent marking phase length: 152.79ms
[2024-10-12T11:09:41.972+0800] GC(241) Adaptive IHOP information (value update), threshold: 79668434B (69.83), internal target occupancy: 114085068B, occupancy: 122289752B, additional buffer size: 0B, predicted old gen allocation rate: 108603342.81B/s, predicted marking phase length: 316.90ms, prediction active: true
[2024-10-12T11:09:42.198+0800] GC(243) Basic information (value update), threshold: 74375875B (55.41), target occupancy: 134217728B, current occupancy: 83287976B, recent allocation size: 0B, recent allocation duration: 497.87ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 152.79ms
[2024-10-12T11:09:42.198+0800] GC(243) Adaptive IHOP information (value update), threshold: 74375875B (65.19), internal target occupancy: 114085068B, occupancy: 83287976B, additional buffer size: 6291456B, predicted old gen allocation rate: 105451274.75B/s, predicted marking phase length: 316.90ms, prediction active: true
[2024-10-12T11:09:42.353+0800] GC(245) Basic information (value update), threshold: 81634097B (60.82), target occupancy: 134217728B, current occupancy: 87715240B, recent allocation size: 6192B, recent allocation duration: 152.32ms, recent old gen allocation rate: 40650.35B/s, recent marking phase length: 152.79ms
[2024-10-12T11:09:42.353+0800] GC(245) Adaptive IHOP information (value update), threshold: 81634097B (71.56), internal target occupancy: 114085068B, occupancy: 87715240B, additional buffer size: 0B, predicted old gen allocation rate: 102400598.91B/s, predicted marking phase length: 316.90ms, prediction active: true
[2024-10-12T11:09:42.462+0800] GC(246) Basic information (value update), threshold: 81807358B (60.95), target occupancy: 134217728B, current occupancy: 113113408B, recent allocation size: 4596784B, recent allocation duration: 152.32ms, recent old gen allocation rate: 30177788.42B/s, recent marking phase length: 254.85ms
[2024-10-12T11:09:42.462+0800] GC(246) Adaptive IHOP information (value update), threshold: 81807358B (71.71), internal target occupancy: 114085068B, occupancy: 113113408B, additional buffer size: 0B, predicted old gen allocation rate: 102400598.91B/s, predicted marking phase length: 315.21ms, prediction active: true
[2024-10-12T11:09:42.526+0800] GC(247) Basic information (value update), threshold: 76447529B (56.96), target occupancy: 134217728B, current occupancy: 114521992B, recent allocation size: 4128B, recent allocation duration: 171.04ms, recent old gen allocation rate: 24134.12B/s, recent marking phase length: 254.85ms
[2024-10-12T11:09:42.526+0800] GC(247) Adaptive IHOP information (value update), threshold: 76447529B (67.01), internal target occupancy: 114085068B, occupancy: 114521992B, additional buffer size: 6291456B, predicted old gen allocation rate: 99445025.00B/s, predicted marking phase length: 315.21ms, prediction active: true
[2024-10-12T11:09:42.620+0800] GC(249) Basic information (value update), threshold: 83641104B (62.32), target occupancy: 134217728B, current occupancy: 116382008B, recent allocation size: 4128B, recent allocation duration: 91.24ms, recent old gen allocation rate: 45245.15B/s, recent marking phase length: 254.85ms
[2024-10-12T11:09:42.620+0800] GC(249) Adaptive IHOP information (value update), threshold: 83641104B (73.31), internal target occupancy: 114085068B, occupancy: 116382008B, additional buffer size: 0B, predicted old gen allocation rate: 96583064.14B/s, predicted marking phase length: 315.21ms, prediction active: true
[2024-10-12T11:09:42.684+0800] GC(250) Basic information (value update), threshold: 84173146B (62.71), target occupancy: 134217728B, current occupancy: 116852040B, recent allocation size: 2140496B, recent allocation duration: 91.24ms, recent old gen allocation rate: 23461011.75B/s, recent marking phase length: 152.95ms
[2024-10-12T11:09:42.684+0800] GC(250) Adaptive IHOP information (value update), threshold: 84173146B (73.78), internal target occupancy: 114085068B, occupancy: 116852040B, additional buffer size: 0B, predicted old gen allocation rate: 96583064.14B/s, predicted marking phase length: 309.70ms, prediction active: true
[2024-10-12T11:09:42.727+0800] GC(251) Basic information (value update), threshold: 78438768B (58.44), target occupancy: 134217728B, current occupancy: 118489424B, recent allocation size: 2097152B, recent allocation duration: 106.15ms, recent old gen allocation rate: 19755759.64B/s, recent marking phase length: 152.95ms
[2024-10-12T11:09:42.727+0800] GC(251) Adaptive IHOP information (value update), threshold: 78438768B (68.75), internal target occupancy: 114085068B, occupancy: 118489424B, additional buffer size: 6291456B, predicted old gen allocation rate: 94784306.10B/s, predicted marking phase length: 309.70ms, prediction active: true
[2024-10-12T11:09:42.842+0800] GC(253) Basic information (value update), threshold: 85434637B (63.65), target occupancy: 134217728B, current occupancy: 118721512B, recent allocation size: 2097152B, recent allocation duration: 220.97ms, recent old gen allocation rate: 9490780.46B/s, recent marking phase length: 152.95ms
[2024-10-12T11:09:42.842+0800] GC(253) Adaptive IHOP information (value update), threshold: 85434637B (74.89), internal target occupancy: 114085068B, occupancy: 118721512B, additional buffer size: 0B, predicted old gen allocation rate: 92509816.76B/s, predicted marking phase length: 309.70ms, prediction active: true
[2024-10-12T11:09:42.887+0800] GC(254) Basic information (value update), threshold: 85929064B (64.02), target occupancy: 134217728B, current occupancy: 120424416B, recent allocation size: 4194304B, recent allocation duration: 220.97ms, recent old gen allocation rate: 18981560.92B/s, recent marking phase length: 153.25ms
[2024-10-12T11:09:42.887+0800] GC(254) Adaptive IHOP information (value update), threshold: 85929064B (75.32), internal target occupancy: 114085068B, occupancy: 120424416B, additional buffer size: 0B, predicted old gen allocation rate: 92509816.76B/s, predicted marking phase length: 304.36ms, prediction active: true
[2024-10-12T11:09:43.134+0800] GC(256) Basic information (value update), threshold: 80450895B (59.94), target occupancy: 134217728B, current occupancy: 84480304B, recent allocation size: 0B, recent allocation duration: 512.71ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 153.25ms
[2024-10-12T11:09:43.134+0800] GC(256) Adaptive IHOP information (value update), threshold: 80450895B (70.52), internal target occupancy: 114085068B, occupancy: 84480304B, additional buffer size: 6291456B, predicted old gen allocation rate: 89837667.45B/s, predicted marking phase length: 304.36ms, prediction active: true
[2024-10-12T11:09:43.290+0800] GC(258) Basic information (value update), threshold: 87529545B (65.21), target occupancy: 134217728B, current occupancy: 88674608B, recent allocation size: 6192B, recent allocation duration: 152.07ms, recent old gen allocation rate: 40717.15B/s, recent marking phase length: 153.25ms
[2024-10-12T11:09:43.290+0800] GC(258) Adaptive IHOP information (value update), threshold: 87529545B (76.72), internal target occupancy: 114085068B, occupancy: 88674608B, additional buffer size: 0B, predicted old gen allocation rate: 87251248.81B/s, predicted marking phase length: 304.36ms, prediction active: true
[2024-10-12T11:09:43.359+0800] GC(259) Basic information (value update), threshold: 87792411B (65.41), target occupancy: 134217728B, current occupancy: 115232304B, recent allocation size: 2586320B, recent allocation duration: 152.07ms, recent old gen allocation rate: 17007037.01B/s, recent marking phase length: 214.18ms
[2024-10-12T11:09:43.359+0800] GC(259) Adaptive IHOP information (value update), threshold: 87792411B (76.95), internal target occupancy: 114085068B, occupancy: 115232304B, additional buffer size: 0B, predicted old gen allocation rate: 87251248.81B/s, predicted marking phase length: 301.34ms, prediction active: true
[2024-10-12T11:09:43.403+0800] GC(260) Basic information (value update), threshold: 82256065B (61.29), target occupancy: 134217728B, current occupancy: 116868088B, recent allocation size: 4128B, recent allocation duration: 111.22ms, recent old gen allocation rate: 37114.24B/s, recent marking phase length: 214.18ms
[2024-10-12T11:09:43.403+0800] GC(260) Adaptive IHOP information (value update), threshold: 82256065B (72.10), internal target occupancy: 114085068B, occupancy: 116868088B, additional buffer size: 6291456B, predicted old gen allocation rate: 84745444.85B/s, predicted marking phase length: 301.34ms, prediction active: true
[2024-10-12T11:09:43.517+0800] GC(262) Basic information (value update), threshold: 89279123B (66.52), target occupancy: 134217728B, current occupancy: 117096464B, recent allocation size: 4128B, recent allocation duration: 111.46ms, recent old gen allocation rate: 37035.10B/s, recent marking phase length: 214.18ms
[2024-10-12T11:09:43.517+0800] GC(262) Adaptive IHOP information (value update), threshold: 89279123B (78.26), internal target occupancy: 114085068B, occupancy: 117096464B, additional buffer size: 0B, predicted old gen allocation rate: 82317647.49B/s, predicted marking phase length: 301.34ms, prediction active: true
[2024-10-12T11:09:43.561+0800] GC(263) Basic information (value update), threshold: 89697998B (66.83), target occupancy: 134217728B, current occupancy: 119199768B, recent allocation size: 2128112B, recent allocation duration: 111.46ms, recent old gen allocation rate: 19092744.73B/s, recent marking phase length: 152.98ms
[2024-10-12T11:09:43.561+0800] GC(263) Adaptive IHOP information (value update), threshold: 89697998B (78.62), internal target occupancy: 114085068B, occupancy: 119199768B, additional buffer size: 0B, predicted old gen allocation rate: 82317647.49B/s, predicted marking phase length: 296.26ms, prediction active: true
[2024-10-12T11:09:43.624+0800] GC(264) Basic information (value update), threshold: 83502162B (62.21), target occupancy: 134217728B, current occupancy: 121137776B, recent allocation size: 4194304B, recent allocation duration: 106.20ms, recent old gen allocation rate: 39496043.29B/s, recent marking phase length: 152.98ms
[2024-10-12T11:09:43.624+0800] GC(264) Adaptive IHOP information (value update), threshold: 83502162B (73.19), internal target occupancy: 114085068B, occupancy: 121137776B, additional buffer size: 6291456B, predicted old gen allocation rate: 81994885.68B/s, predicted marking phase length: 296.26ms, prediction active: true
[2024-10-12T11:09:43.786+0800] GC(267) Basic information (value update), threshold: 82109355B (61.18), target occupancy: 134217728B, current occupancy: 82019552B, recent allocation size: 0B, recent allocation duration: 267.66ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 152.98ms
[2024-10-12T11:09:43.786+0800] GC(267) Adaptive IHOP information (value update), threshold: 82109355B (71.97), internal target occupancy: 114085068B, occupancy: 82019552B, additional buffer size: 8388608B, predicted old gen allocation rate: 79617396.81B/s, predicted marking phase length: 296.26ms, prediction active: true
[2024-10-12T11:09:44.024+0800] GC(269) Basic information (value update), threshold: 91179739B (67.93), target occupancy: 134217728B, current occupancy: 87614176B, recent allocation size: 2103344B, recent allocation duration: 234.50ms, recent old gen allocation rate: 8969320.46B/s, recent marking phase length: 152.98ms
[2024-10-12T11:09:44.024+0800] GC(269) Adaptive IHOP information (value update), threshold: 91179739B (79.92), internal target occupancy: 114085068B, occupancy: 87614176B, additional buffer size: 0B, predicted old gen allocation rate: 77316086.92B/s, predicted marking phase length: 296.26ms, prediction active: true
[2024-10-12T11:09:44.072+0800] GC(270) Basic information (value update), threshold: 91144708B (67.91), target occupancy: 134217728B, current occupancy: 99214880B, recent allocation size: 357072B, recent allocation duration: 234.50ms, recent old gen allocation rate: 1522667.33B/s, recent marking phase length: 276.34ms
[2024-10-12T11:09:44.072+0800] GC(270) Adaptive IHOP information (value update), threshold: 91144708B (79.89), internal target occupancy: 114085068B, occupancy: 99214880B, additional buffer size: 0B, predicted old gen allocation rate: 77316086.92B/s, predicted marking phase length: 296.71ms, prediction active: true
[2024-10-12T11:09:44.176+0800] GC(271) Basic information (value update), threshold: 85514424B (63.71), target occupancy: 134217728B, current occupancy: 103170072B, recent allocation size: 6192B, recent allocation duration: 150.44ms, recent old gen allocation rate: 41160.31B/s, recent marking phase length: 276.34ms
[2024-10-12T11:09:44.176+0800] GC(271) Adaptive IHOP information (value update), threshold: 85514424B (74.96), internal target occupancy: 114085068B, occupancy: 103170072B, additional buffer size: 6291456B, predicted old gen allocation rate: 75087733.03B/s, predicted marking phase length: 296.71ms, prediction active: true
[2024-10-12T11:09:44.332+0800] GC(273) Basic information (value update), threshold: 92446375B (68.88), target occupancy: 134217728B, current occupancy: 107364376B, recent allocation size: 6192B, recent allocation duration: 152.28ms, recent old gen allocation rate: 40663.02B/s, recent marking phase length: 276.34ms
[2024-10-12T11:09:44.332+0800] GC(273) Adaptive IHOP information (value update), threshold: 92446375B (81.03), internal target occupancy: 114085068B, occupancy: 107364376B, additional buffer size: 0B, predicted old gen allocation rate: 72929066.86B/s, predicted marking phase length: 296.71ms, prediction active: true
[2024-10-12T11:09:44.398+0800] GC(274) Basic information (value update), threshold: 92646070B (69.03), target occupancy: 134217728B, current occupancy: 111488024B, recent allocation size: 2334512B, recent allocation duration: 152.28ms, recent old gen allocation rate: 15330800.63B/s, recent marking phase length: 213.98ms
[2024-10-12T11:09:44.398+0800] GC(274) Adaptive IHOP information (value update), threshold: 92646070B (81.21), internal target occupancy: 114085068B, occupancy: 111488024B, additional buffer size: 0B, predicted old gen allocation rate: 72929066.86B/s, predicted marking phase length: 293.97ms, prediction active: true
[2024-10-12T11:09:44.503+0800] GC(275) Basic information (value update), threshold: 86969468B (64.80), target occupancy: 134217728B, current occupancy: 115678680B, recent allocation size: 6192B, recent allocation duration: 168.81ms, recent old gen allocation rate: 36679.57B/s, recent marking phase length: 213.98ms
[2024-10-12T11:09:44.503+0800] GC(275) Adaptive IHOP information (value update), threshold: 86969468B (76.23), internal target occupancy: 114085068B, occupancy: 115678680B, additional buffer size: 6291456B, predicted old gen allocation rate: 70837514.88B/s, predicted marking phase length: 293.97ms, prediction active: true
[2024-10-12T11:09:44.659+0800] GC(277) Basic information (value update), threshold: 93856807B (69.93), target occupancy: 134217728B, current occupancy: 119870424B, recent allocation size: 4128B, recent allocation duration: 152.57ms, recent old gen allocation rate: 27057.04B/s, recent marking phase length: 213.98ms
[2024-10-12T11:09:44.659+0800] GC(277) Adaptive IHOP information (value update), threshold: 93856807B (82.27), internal target occupancy: 114085068B, occupancy: 119870424B, additional buffer size: 0B, predicted old gen allocation rate: 68810499.17B/s, predicted marking phase length: 293.97ms, prediction active: true
[2024-10-12T11:09:44.724+0800] GC(278) Basic information (value update), threshold: 94037285B (70.06), target occupancy: 134217728B, current occupancy: 120342488B, recent allocation size: 2376096B, recent allocation duration: 152.57ms, recent old gen allocation rate: 15574156.42B/s, recent marking phase length: 214.37ms
[2024-10-12T11:09:44.724+0800] GC(278) Adaptive IHOP information (value update), threshold: 94037285B (82.43), internal target occupancy: 114085068B, occupancy: 120342488B, additional buffer size: 0B, predicted old gen allocation rate: 68810499.17B/s, predicted marking phase length: 291.35ms, prediction active: true
[2024-10-12T11:09:44.767+0800] GC(279) Basic information (value update), threshold: 88316069B (65.80), target occupancy: 134217728B, current occupancy: 121992096B, recent allocation size: 18384B, recent allocation duration: 106.83ms, recent old gen allocation rate: 172085.82B/s, recent marking phase length: 214.37ms
[2024-10-12T11:09:44.767+0800] GC(279) Adaptive IHOP information (value update), threshold: 88316069B (77.41), internal target occupancy: 114085068B, occupancy: 121992096B, additional buffer size: 6291456B, predicted old gen allocation rate: 66853249.70B/s, predicted marking phase length: 291.35ms, prediction active: true
[2024-10-12T11:09:44.881+0800] GC(281) Basic information (value update), threshold: 94887291B (70.70), target occupancy: 134217728B, current occupancy: 124077024B, recent allocation size: 2099456B, recent allocation duration: 111.31ms, recent old gen allocation rate: 18861329.83B/s, recent marking phase length: 214.37ms
[2024-10-12T11:09:44.881+0800] GC(281) Adaptive IHOP information (value update), threshold: 94887291B (83.17), internal target occupancy: 114085068B, occupancy: 124077024B, additional buffer size: 0B, predicted old gen allocation rate: 65893000.86B/s, predicted marking phase length: 291.35ms, prediction active: true
[2024-10-12T11:09:44.927+0800] GC(282) Basic information (value update), threshold: 95200193B (70.93), target occupancy: 134217728B, current occupancy: 124143504B, recent allocation size: 4194304B, recent allocation duration: 111.31ms, recent old gen allocation rate: 37681261.78B/s, recent marking phase length: 152.69ms
[2024-10-12T11:09:44.927+0800] GC(282) Adaptive IHOP information (value update), threshold: 95200193B (83.45), internal target occupancy: 114085068B, occupancy: 124143504B, additional buffer size: 0B, predicted old gen allocation rate: 65893000.86B/s, predicted marking phase length: 286.60ms, prediction active: true
[2024-10-12T11:09:44.991+0800] GC(283) Basic information (value update), threshold: 89317307B (66.55), target occupancy: 134217728B, current occupancy: 126112552B, recent allocation size: 2097152B, recent allocation duration: 220.30ms, recent old gen allocation rate: 9519696.32B/s, recent marking phase length: 152.69ms
