[2024-10-12T11:43:58.289+0800] Target occupancy update: old: 0B, new: 134217728B
[2024-10-12T11:43:58.505+0800] GC(0) Basic information (value update), threshold: 60397977B (45.00), target occupancy: 134217728B, current occupancy: 9704960B, recent allocation size: 2097152B, recent allocation duration: 214.13ms, recent old gen allocation rate: 9793836.88B/s, recent marking phase length: 0.00ms
[2024-10-12T11:44:13.624+0800] GC(136) Adaptive IHOP information (value update), threshold: 113325091B (99.33), internal target occupancy: 114085068B, occupancy: 118756864B, additional buffer size: 0B, predicted old gen allocation rate: 1941169.82B/s, predicted marking phase length: 391.50ms, prediction active: true
[2024-10-12T11:44:13.688+0800] GC(137) Basic information (value update), threshold: 113335522B (84.44), target occupancy: 134217728B, current occupancy: 110607936B, recent allocation size: 8256B, recent allocation duration: 152.21ms, recent old gen allocation rate: 54239.33B/s, recent marking phase length: 214.48ms
[2024-10-12T11:44:13.688+0800] GC(137) Adaptive IHOP information (value update), threshold: 113335522B (99.34), internal target occupancy: 114085068B, occupancy: 110607936B, additional buffer size: 0B, predicted old gen allocation rate: 1941169.82B/s, predicted marking phase length: 386.13ms, prediction active: true
[2024-10-12T11:44:14.325+0800] GC(143) Basic information (value update), threshold: 107067843B (79.77), target occupancy: 134217728B, current occupancy: 105708032B, recent allocation size: 6192B, recent allocation duration: 103.04ms, recent old gen allocation rate: 60094.55B/s, recent marking phase length: 214.48ms
[2024-10-12T11:44:14.325+0800] GC(143) Adaptive IHOP information (value update), threshold: 107067843B (93.85), internal target occupancy: 114085068B, occupancy: 105708032B, additional buffer size: 6291456B, predicted old gen allocation rate: 1879592.26B/s, predicted marking phase length: 386.13ms, prediction active: true
[2024-10-12T11:44:14.429+0800] GC(144) Basic information (value update), threshold: 107090764B (79.79), target occupancy: 134217728B, current occupancy: 109904384B, recent allocation size: 6192B, recent allocation duration: 102.48ms, recent old gen allocation rate: 60418.86B/s, recent marking phase length: 214.48ms
[2024-10-12T11:44:14.429+0800] GC(144) Adaptive IHOP information (value update), threshold: 107090764B (93.87), internal target occupancy: 114085068B, occupancy: 109904384B, additional buffer size: 6291456B, predicted old gen allocation rate: 1820232.01B/s, predicted marking phase length: 386.13ms, prediction active: true
[2024-10-12T11:44:14.533+0800] GC(145) Basic information (value update), threshold: 107112871B (79.81), target occupancy: 134217728B, current occupancy: 113630720B, recent allocation size: 6192B, recent allocation duration: 102.93ms, recent old gen allocation rate: 60156.54B/s, recent marking phase length: 214.48ms
[2024-10-12T11:44:14.534+0800] GC(145) Adaptive IHOP information (value update), threshold: 107112871B (93.89), internal target occupancy: 114085068B, occupancy: 113630720B, additional buffer size: 6291456B, predicted old gen allocation rate: 1762978.97B/s, predicted marking phase length: 386.13ms, prediction active: true
[2024-10-12T11:44:14.689+0800] GC(147) Basic information (value update), threshold: 113426208B (84.51), target occupancy: 134217728B, current occupancy: 115727872B, recent allocation size: 4128B, recent allocation duration: 152.45ms, recent old gen allocation rate: 27077.32B/s, recent marking phase length: 214.48ms
[2024-10-12T11:44:14.689+0800] GC(147) Adaptive IHOP information (value update), threshold: 113426208B (99.42), internal target occupancy: 114085068B, occupancy: 115727872B, additional buffer size: 0B, predicted old gen allocation rate: 1706312.01B/s, predicted marking phase length: 386.13ms, prediction active: true
[2024-10-12T11:44:14.794+0800] GC(148) Basic information (value update), threshold: 113433790B (84.51), target occupancy: 134217728B, current occupancy: 108737536B, recent allocation size: 43344B, recent allocation duration: 152.45ms, recent old gen allocation rate: 284311.89B/s, recent marking phase length: 255.45ms
[2024-10-12T11:44:14.794+0800] GC(148) Adaptive IHOP information (value update), threshold: 113433790B (99.43), internal target occupancy: 114085068B, occupancy: 108737536B, additional buffer size: 0B, predicted old gen allocation rate: 1706312.01B/s, predicted marking phase length: 381.69ms, prediction active: true
[2024-10-12T11:44:15.323+0800] GC(153) Basic information (value update), threshold: 107162627B (79.84), target occupancy: 134217728B, current occupancy: 103610880B, recent allocation size: 6192B, recent allocation duration: 102.26ms, recent old gen allocation rate: 60550.58B/s, recent marking phase length: 255.45ms
[2024-10-12T11:44:15.323+0800] GC(153) Adaptive IHOP information (value update), threshold: 107162627B (93.93), internal target occupancy: 114085068B, occupancy: 103610880B, additional buffer size: 6291456B, predicted old gen allocation rate: 1653144.00B/s, predicted marking phase length: 381.69ms, prediction active: true
[2024-10-12T11:44:15.427+0800] GC(154) Basic information (value update), threshold: 107182208B (79.86), target occupancy: 134217728B, current occupancy: 107339264B, recent allocation size: 6192B, recent allocation duration: 102.86ms, recent old gen allocation rate: 60195.54B/s, recent marking phase length: 255.45ms
[2024-10-12T11:44:15.427+0800] GC(154) Adaptive IHOP information (value update), threshold: 107182208B (93.95), internal target occupancy: 114085068B, occupancy: 107339264B, additional buffer size: 6291456B, predicted old gen allocation rate: 1601843.03B/s, predicted marking phase length: 381.69ms, prediction active: true
[2024-10-12T11:44:15.531+0800] GC(155) Basic information (value update), threshold: 107201434B (79.87), target occupancy: 134217728B, current occupancy: 111533568B, recent allocation size: 4128B, recent allocation duration: 102.28ms, recent old gen allocation rate: 40359.30B/s, recent marking phase length: 255.45ms
[2024-10-12T11:44:15.531+0800] GC(155) Adaptive IHOP information (value update), threshold: 107201434B (93.97), internal target occupancy: 114085068B, occupancy: 111533568B, additional buffer size: 6291456B, predicted old gen allocation rate: 1551472.28B/s, predicted marking phase length: 381.69ms, prediction active: true
[2024-10-12T11:44:15.687+0800] GC(157) Basic information (value update), threshold: 113511435B (84.57), target occupancy: 134217728B, current occupancy: 115727872B, recent allocation size: 6192B, recent allocation duration: 153.05ms, recent old gen allocation rate: 40456.50B/s, recent marking phase length: 255.45ms
[2024-10-12T11:44:15.687+0800] GC(157) Adaptive IHOP information (value update), threshold: 113511435B (99.50), internal target occupancy: 114085068B, occupancy: 115727872B, additional buffer size: 0B, predicted old gen allocation rate: 1502887.43B/s, predicted marking phase length: 381.69ms, prediction active: true
[2024-10-12T11:44:15.792+0800] GC(158) Basic information (value update), threshold: 113517922B (84.58), target occupancy: 134217728B, current occupancy: 108506112B, recent allocation size: 14448B, recent allocation duration: 153.05ms, recent old gen allocation rate: 94398.50B/s, recent marking phase length: 255.44ms
[2024-10-12T11:44:15.792+0800] GC(158) Adaptive IHOP information (value update), threshold: 113517922B (99.50), internal target occupancy: 114085068B, occupancy: 108506112B, additional buffer size: 0B, predicted old gen allocation rate: 1502887.43B/s, predicted marking phase length: 377.37ms, prediction active: true
[2024-10-12T11:44:16.320+0800] GC(163) Basic information (value update), threshold: 107243825B (79.90), target occupancy: 134217728B, current occupancy: 105940992B, recent allocation size: 2103344B, recent allocation duration: 103.27ms, recent old gen allocation rate: 20367826.75B/s, recent marking phase length: 255.44ms
[2024-10-12T11:44:16.320+0800] GC(163) Adaptive IHOP information (value update), threshold: 107243825B (94.00), internal target occupancy: 114085068B, occupancy: 105940992B, additional buffer size: 6291456B, predicted old gen allocation rate: 1456889.15B/s, predicted marking phase length: 377.37ms, prediction active: true
[2024-10-12T11:44:16.423+0800] GC(164) Basic information (value update), threshold: 107260566B (79.92), target occupancy: 134217728B, current occupancy: 110137344B, recent allocation size: 6192B, recent allocation duration: 102.34ms, recent old gen allocation rate: 60503.55B/s, recent marking phase length: 255.44ms
[2024-10-12T11:44:16.423+0800] GC(164) Adaptive IHOP information (value update), threshold: 107260566B (94.02), internal target occupancy: 114085068B, occupancy: 110137344B, additional buffer size: 6291456B, predicted old gen allocation rate: 1412525.62B/s, predicted marking phase length: 377.37ms, prediction active: true
[2024-10-12T11:44:16.527+0800] GC(165) Basic information (value update), threshold: 107277068B (79.93), target occupancy: 134217728B, current occupancy: 114096640B, recent allocation size: 4128B, recent allocation duration: 102.58ms, recent old gen allocation rate: 40240.02B/s, recent marking phase length: 255.44ms
[2024-10-12T11:44:16.527+0800] GC(165) Adaptive IHOP information (value update), threshold: 107277068B (94.03), internal target occupancy: 114085068B, occupancy: 114096640B, additional buffer size: 6291456B, predicted old gen allocation rate: 1368798.22B/s, predicted marking phase length: 377.37ms, prediction active: true
[2024-10-12T11:44:16.682+0800] GC(167) Basic information (value update), threshold: 113584439B (84.63), target occupancy: 134217728B, current occupancy: 116193792B, recent allocation size: 6192B, recent allocation duration: 151.94ms, recent old gen allocation rate: 40753.28B/s, recent marking phase length: 255.44ms
[2024-10-12T11:44:16.682+0800] GC(167) Adaptive IHOP information (value update), threshold: 113584439B (99.56), internal target occupancy: 114085068B, occupancy: 116193792B, additional buffer size: 0B, predicted old gen allocation rate: 1326624.14B/s, predicted marking phase length: 377.37ms, prediction active: true
[2024-10-12T11:44:16.747+0800] GC(168) Basic information (value update), threshold: 113591319B (84.63), target occupancy: 134217728B, current occupancy: 108044352B, recent allocation size: 20640B, recent allocation duration: 151.94ms, recent old gen allocation rate: 135844.27B/s, recent marking phase length: 214.08ms
[2024-10-12T11:44:16.747+0800] GC(168) Adaptive IHOP information (value update), threshold: 113591319B (99.57), internal target occupancy: 114085068B, occupancy: 108044352B, additional buffer size: 0B, predicted old gen allocation rate: 1326624.14B/s, predicted marking phase length: 372.18ms, prediction active: true
[2024-10-12T11:44:17.275+0800] GC(173) Basic information (value update), threshold: 107314680B (79.96), target occupancy: 134217728B, current occupancy: 106406912B, recent allocation size: 6192B, recent allocation duration: 102.44ms, recent old gen allocation rate: 60447.08B/s, recent marking phase length: 214.08ms
[2024-10-12T11:44:17.275+0800] GC(173) Adaptive IHOP information (value update), threshold: 107314680B (94.07), internal target occupancy: 114085068B, occupancy: 106406912B, additional buffer size: 6291456B, predicted old gen allocation rate: 1286813.28B/s, predicted marking phase length: 372.18ms, prediction active: true
[2024-10-12T11:44:17.379+0800] GC(174) Basic information (value update), threshold: 107328988B (79.97), target occupancy: 134217728B, current occupancy: 110601216B, recent allocation size: 6192B, recent allocation duration: 102.72ms, recent old gen allocation rate: 60279.73B/s, recent marking phase length: 214.08ms
[2024-10-12T11:44:17.379+0800] GC(174) Adaptive IHOP information (value update), threshold: 107328988B (94.08), internal target occupancy: 114085068B, occupancy: 110601216B, additional buffer size: 6291456B, predicted old gen allocation rate: 1248370.64B/s, predicted marking phase length: 372.18ms, prediction active: true
[2024-10-12T11:44:17.482+0800] GC(175) Basic information (value update), threshold: 107343140B (79.98), target occupancy: 134217728B, current occupancy: 114795520B, recent allocation size: 4128B, recent allocation duration: 102.19ms, recent old gen allocation rate: 40394.01B/s, recent marking phase length: 214.08ms
[2024-10-12T11:44:17.482+0800] GC(175) Adaptive IHOP information (value update), threshold: 107343140B (94.09), internal target occupancy: 114085068B, occupancy: 114795520B, additional buffer size: 6291456B, predicted old gen allocation rate: 1210347.37B/s, predicted marking phase length: 372.18ms, prediction active: true
[2024-10-12T11:44:17.638+0800] GC(177) Basic information (value update), threshold: 113648253B (84.67), target occupancy: 134217728B, current occupancy: 118756864B, recent allocation size: 6192B, recent allocation duration: 152.20ms, recent old gen allocation rate: 40684.45B/s, recent marking phase length: 214.08ms
[2024-10-12T11:44:17.638+0800] GC(177) Adaptive IHOP information (value update), threshold: 113648253B (99.62), internal target occupancy: 114085068B, occupancy: 118756864B, additional buffer size: 0B, predicted old gen allocation rate: 1173652.79B/s, predicted marking phase length: 372.18ms, prediction active: true
[2024-10-12T11:44:17.701+0800] GC(178) Basic information (value update), threshold: 113654264B (84.68), target occupancy: 134217728B, current occupancy: 110801472B, recent allocation size: 53664B, recent allocation duration: 152.20ms, recent old gen allocation rate: 352598.53B/s, recent marking phase length: 213.76ms
[2024-10-12T11:44:17.701+0800] GC(178) Adaptive IHOP information (value update), threshold: 113654264B (99.62), internal target occupancy: 114085068B, occupancy: 110801472B, additional buffer size: 0B, predicted old gen allocation rate: 1173652.79B/s, predicted marking phase length: 367.06ms, prediction active: true
[2024-10-12T11:44:18.334+0800] GC(184) Basic information (value update), threshold: 107375485B (80.00), target occupancy: 134217728B, current occupancy: 109436416B, recent allocation size: 6192B, recent allocation duration: 102.83ms, recent old gen allocation rate: 60214.92B/s, recent marking phase length: 213.76ms
[2024-10-12T11:44:18.334+0800] GC(184) Adaptive IHOP information (value update), threshold: 107375485B (94.12), internal target occupancy: 114085068B, occupancy: 109436416B, additional buffer size: 6291456B, predicted old gen allocation rate: 1139117.38B/s, predicted marking phase length: 367.06ms, prediction active: true
[2024-10-12T11:44:18.438+0800] GC(185) Basic information (value update), threshold: 107387724B (80.01), target occupancy: 134217728B, current occupancy: 113630720B, recent allocation size: 6192B, recent allocation duration: 102.35ms, recent old gen allocation rate: 60500.26B/s, recent marking phase length: 213.76ms
[2024-10-12T11:44:18.438+0800] GC(185) Adaptive IHOP information (value update), threshold: 107387724B (94.13), internal target occupancy: 114085068B, occupancy: 113630720B, additional buffer size: 6291456B, predicted old gen allocation rate: 1105772.51B/s, predicted marking phase length: 367.06ms, prediction active: true
[2024-10-12T11:44:18.460+0800] GC(186) Basic information (value update), threshold: 107397190B (80.02), target occupancy: 134217728B, current occupancy: 114799976B, recent allocation size: 4128B, recent allocation duration: 20.98ms, recent old gen allocation rate: 196735.07B/s, recent marking phase length: 213.76ms
[2024-10-12T11:44:18.460+0800] GC(186) Adaptive IHOP information (value update), threshold: 107397190B (94.14), internal target occupancy: 114085068B, occupancy: 114799976B, additional buffer size: 6291456B, predicted old gen allocation rate: 1079986.00B/s, predicted marking phase length: 367.06ms, prediction active: true
[2024-10-12T11:44:18.636+0800] GC(188) Basic information (value update), threshold: 113700996B (84.71), target occupancy: 134217728B, current occupancy: 118989824B, recent allocation size: 2099216B, recent allocation duration: 172.98ms, recent old gen allocation rate: 12135872.76B/s, recent marking phase length: 213.76ms
[2024-10-12T11:44:18.636+0800] GC(188) Adaptive IHOP information (value update), threshold: 113700996B (99.66), internal target occupancy: 114085068B, occupancy: 118989824B, additional buffer size: 0B, predicted old gen allocation rate: 1046339.48B/s, predicted marking phase length: 367.06ms, prediction active: true
[2024-10-12T11:44:18.700+0800] GC(189) Basic information (value update), threshold: 113705714B (84.72), target occupancy: 134217728B, current occupancy: 109675584B, recent allocation size: 8256B, recent allocation duration: 172.98ms, recent old gen allocation rate: 47729.14B/s, recent marking phase length: 234.57ms
[2024-10-12T11:44:18.700+0800] GC(189) Adaptive IHOP information (value update), threshold: 113705714B (99.67), internal target occupancy: 114085068B, occupancy: 109675584B, additional buffer size: 0B, predicted old gen allocation rate: 1046339.48B/s, predicted marking phase length: 362.55ms, prediction active: true
[2024-10-12T11:44:19.332+0800] GC(195) Basic information (value update), threshold: 107425563B (80.04), target occupancy: 134217728B, current occupancy: 105708032B, recent allocation size: 4128B, recent allocation duration: 102.17ms, recent old gen allocation rate: 40402.42B/s, recent marking phase length: 234.57ms
[2024-10-12T11:44:19.332+0800] GC(195) Adaptive IHOP information (value update), threshold: 107425563B (94.16), internal target occupancy: 114085068B, occupancy: 105708032B, additional buffer size: 6291456B, predicted old gen allocation rate: 1015158.96B/s, predicted marking phase length: 362.55ms, prediction active: true
[2024-10-12T11:44:19.436+0800] GC(196) Basic information (value update), threshold: 107436149B (80.05), target occupancy: 134217728B, current occupancy: 110135296B, recent allocation size: 6192B, recent allocation duration: 102.71ms, recent old gen allocation rate: 60286.92B/s, recent marking phase length: 234.57ms
[2024-10-12T11:44:19.436+0800] GC(196) Adaptive IHOP information (value update), threshold: 107436149B (94.17), internal target occupancy: 114085068B, occupancy: 110135296B, additional buffer size: 6291456B, predicted old gen allocation rate: 985959.35B/s, predicted marking phase length: 362.55ms, prediction active: true
[2024-10-12T11:44:19.540+0800] GC(197) Basic information (value update), threshold: 107446377B (80.05), target occupancy: 134217728B, current occupancy: 114096640B, recent allocation size: 6192B, recent allocation duration: 102.40ms, recent old gen allocation rate: 60470.36B/s, recent marking phase length: 234.57ms
[2024-10-12T11:44:19.540+0800] GC(197) Adaptive IHOP information (value update), threshold: 107446377B (94.18), internal target occupancy: 114085068B, occupancy: 114096640B, additional buffer size: 6291456B, predicted old gen allocation rate: 957748.88B/s, predicted marking phase length: 362.55ms, prediction active: true
[2024-10-12T11:44:19.695+0800] GC(199) Basic information (value update), threshold: 113748277B (84.75), target occupancy: 134217728B, current occupancy: 118057984B, recent allocation size: 4128B, recent allocation duration: 152.01ms, recent old gen allocation rate: 27155.40B/s, recent marking phase length: 234.57ms
[2024-10-12T11:44:19.695+0800] GC(199) Adaptive IHOP information (value update), threshold: 113748277B (99.70), internal target occupancy: 114085068B, occupancy: 118057984B, additional buffer size: 0B, predicted old gen allocation rate: 928941.32B/s, predicted marking phase length: 362.55ms, prediction active: true
[2024-10-12T11:44:19.759+0800] GC(200) Basic information (value update), threshold: 113752851B (84.75), target occupancy: 134217728B, current occupancy: 108512832B, recent allocation size: 35088B, recent allocation duration: 152.01ms, recent old gen allocation rate: 230820.94B/s, recent marking phase length: 213.65ms
[2024-10-12T11:44:19.759+0800] GC(200) Adaptive IHOP information (value update), threshold: 113752851B (99.71), internal target occupancy: 114085068B, occupancy: 108512832B, additional buffer size: 0B, predicted old gen allocation rate: 928941.32B/s, predicted marking phase length: 357.63ms, prediction active: true
[2024-10-12T11:44:20.392+0800] GC(206) Basic information (value update), threshold: 107470795B (80.07), target occupancy: 134217728B, current occupancy: 107805184B, recent allocation size: 6192B, recent allocation duration: 102.48ms, recent old gen allocation rate: 60420.16B/s, recent marking phase length: 213.65ms
[2024-10-12T11:44:20.392+0800] GC(206) Adaptive IHOP information (value update), threshold: 107470795B (94.20), internal target occupancy: 114085068B, occupancy: 107805184B, additional buffer size: 6291456B, predicted old gen allocation rate: 902656.45B/s, predicted marking phase length: 357.63ms, prediction active: true
[2024-10-12T11:44:20.496+0800] GC(207) Basic information (value update), threshold: 107479887B (80.08), target occupancy: 134217728B, current occupancy: 111999488B, recent allocation size: 6192B, recent allocation duration: 102.84ms, recent old gen allocation rate: 60212.24B/s, recent marking phase length: 213.65ms
[2024-10-12T11:44:20.496+0800] GC(207) Adaptive IHOP information (value update), threshold: 107479887B (94.21), internal target occupancy: 114085068B, occupancy: 111999488B, additional buffer size: 6291456B, predicted old gen allocation rate: 877234.47B/s, predicted marking phase length: 357.63ms, prediction active: true
[2024-10-12T11:44:20.600+0800] GC(208) Basic information (value update), threshold: 107488673B (80.09), target occupancy: 134217728B, current occupancy: 116193792B, recent allocation size: 6192B, recent allocation duration: 102.33ms, recent old gen allocation rate: 60509.16B/s, recent marking phase length: 213.65ms
[2024-10-12T11:44:20.600+0800] GC(208) Adaptive IHOP information (value update), threshold: 107488673B (94.22), internal target occupancy: 114085068B, occupancy: 116193792B, additional buffer size: 6291456B, predicted old gen allocation rate: 852667.59B/s, predicted marking phase length: 357.63ms, prediction active: true
[2024-10-12T11:44:20.756+0800] GC(210) Basic information (value update), threshold: 113789183B (84.78), target occupancy: 134217728B, current occupancy: 119922176B, recent allocation size: 2101280B, recent allocation duration: 152.80ms, recent old gen allocation rate: 13751773.24B/s, recent marking phase length: 213.65ms
[2024-10-12T11:44:20.756+0800] GC(210) Adaptive IHOP information (value update), threshold: 113789183B (99.74), internal target occupancy: 114085068B, occupancy: 119922176B, additional buffer size: 0B, predicted old gen allocation rate: 827349.84B/s, predicted marking phase length: 357.63ms, prediction active: true
[2024-10-12T11:44:20.820+0800] GC(211) Basic information (value update), threshold: 113793144B (84.78), target occupancy: 134217728B, current occupancy: 110638144B, recent allocation size: 33024B, recent allocation duration: 152.80ms, recent old gen allocation rate: 216124.72B/s, recent marking phase length: 214.58ms
[2024-10-12T11:44:20.820+0800] GC(211) Adaptive IHOP information (value update), threshold: 113793144B (99.74), internal target occupancy: 114085068B, occupancy: 110638144B, additional buffer size: 0B, predicted old gen allocation rate: 827349.84B/s, predicted marking phase length: 352.84ms, prediction active: true
[2024-10-12T11:44:21.455+0800] GC(217) Basic information (value update), threshold: 107510106B (80.10), target occupancy: 134217728B, current occupancy: 108504064B, recent allocation size: 4128B, recent allocation duration: 103.03ms, recent old gen allocation rate: 40065.60B/s, recent marking phase length: 214.58ms
[2024-10-12T11:44:21.455+0800] GC(217) Adaptive IHOP information (value update), threshold: 107510106B (94.24), internal target occupancy: 114085068B, occupancy: 108504064B, additional buffer size: 6291456B, predicted old gen allocation rate: 803491.74B/s, predicted marking phase length: 352.84ms, prediction active: true
[2024-10-12T11:44:21.559+0800] GC(218) Basic information (value update), threshold: 107517908B (80.11), target occupancy: 134217728B, current occupancy: 112931328B, recent allocation size: 6192B, recent allocation duration: 102.55ms, recent old gen allocation rate: 60382.50B/s, recent marking phase length: 214.58ms
[2024-10-12T11:44:21.559+0800] GC(218) Adaptive IHOP information (value update), threshold: 107517908B (94.24), internal target occupancy: 114085068B, occupancy: 112931328B, additional buffer size: 6291456B, predicted old gen allocation rate: 781380.20B/s, predicted marking phase length: 352.84ms, prediction active: true
[2024-10-12T11:44:21.663+0800] GC(219) Basic information (value update), threshold: 107525459B (80.11), target occupancy: 134217728B, current occupancy: 116193792B, recent allocation size: 6192B, recent allocation duration: 102.84ms, recent old gen allocation rate: 60208.82B/s, recent marking phase length: 214.58ms
[2024-10-12T11:44:21.663+0800] GC(219) Adaptive IHOP information (value update), threshold: 107525459B (94.25), internal target occupancy: 114085068B, occupancy: 116193792B, additional buffer size: 6291456B, predicted old gen allocation rate: 759980.15B/s, predicted marking phase length: 352.84ms, prediction active: true
[2024-10-12T11:44:21.818+0800] GC(221) Basic information (value update), threshold: 113824544B (84.81), target occupancy: 134217728B, current occupancy: 120388096B, recent allocation size: 6192B, recent allocation duration: 151.94ms, recent old gen allocation rate: 40753.68B/s, recent marking phase length: 214.58ms
[2024-10-12T11:44:21.818+0800] GC(221) Adaptive IHOP information (value update), threshold: 113824544B (99.77), internal target occupancy: 114085068B, occupancy: 120388096B, additional buffer size: 0B, predicted old gen allocation rate: 738358.73B/s, predicted marking phase length: 352.84ms, prediction active: true
[2024-10-12T11:44:21.882+0800] GC(222) Basic information (value update), threshold: 113827998B (84.81), target occupancy: 134217728B, current occupancy: 110139440B, recent allocation size: 37152B, recent allocation duration: 151.94ms, recent old gen allocation rate: 244522.11B/s, recent marking phase length: 214.18ms
[2024-10-12T11:44:21.882+0800] GC(222) Adaptive IHOP information (value update), threshold: 113827998B (99.77), internal target occupancy: 114085068B, occupancy: 110139440B, additional buffer size: 0B, predicted old gen allocation rate: 738358.73B/s, predicted marking phase length: 348.17ms, prediction active: true
[2024-10-12T11:44:22.410+0800] GC(227) Basic information (value update), threshold: 107543828B (80.13), target occupancy: 134217728B, current occupancy: 104542720B, recent allocation size: 4128B, recent allocation duration: 102.38ms, recent old gen allocation rate: 40320.17B/s, recent marking phase length: 214.18ms
[2024-10-12T11:44:22.410+0800] GC(227) Adaptive IHOP information (value update), threshold: 107543828B (94.27), internal target occupancy: 114085068B, occupancy: 104542720B, additional buffer size: 6291456B, predicted old gen allocation rate: 717429.27B/s, predicted marking phase length: 348.17ms, prediction active: true
[2024-10-12T11:44:22.514+0800] GC(228) Basic information (value update), threshold: 107550551B (80.13), target occupancy: 134217728B, current occupancy: 108271104B, recent allocation size: 6192B, recent allocation duration: 103.00ms, recent old gen allocation rate: 60113.85B/s, recent marking phase length: 214.18ms
[2024-10-12T11:44:22.515+0800] GC(228) Adaptive IHOP information (value update), threshold: 107550551B (94.27), internal target occupancy: 114085068B, occupancy: 108271104B, additional buffer size: 6291456B, predicted old gen allocation rate: 698122.03B/s, predicted marking phase length: 348.17ms, prediction active: true
[2024-10-12T11:44:22.619+0800] GC(229) Basic information (value update), threshold: 107557052B (80.14), target occupancy: 134217728B, current occupancy: 112700416B, recent allocation size: 6192B, recent allocation duration: 102.48ms, recent old gen allocation rate: 60421.51B/s, recent marking phase length: 214.18ms
[2024-10-12T11:44:22.619+0800] GC(229) Adaptive IHOP information (value update), threshold: 107557052B (94.28), internal target occupancy: 114085068B, occupancy: 112700416B, additional buffer size: 6291456B, predicted old gen allocation rate: 679447.93B/s, predicted marking phase length: 348.17ms, prediction active: true
[2024-10-12T11:44:22.774+0800] GC(231) Basic information (value update), threshold: 113855351B (84.83), target occupancy: 134217728B, current occupancy: 116659712B, recent allocation size: 4128B, recent allocation duration: 152.62ms, recent old gen allocation rate: 27046.96B/s, recent marking phase length: 214.18ms
[2024-10-12T11:44:22.774+0800] GC(231) Adaptive IHOP information (value update), threshold: 113855351B (99.80), internal target occupancy: 114085068B, occupancy: 116659712B, additional buffer size: 0B, predicted old gen allocation rate: 659794.78B/s, predicted marking phase length: 348.17ms, prediction active: true
[2024-10-12T11:44:22.839+0800] GC(232) Basic information (value update), threshold: 113858350B (84.83), target occupancy: 134217728B, current occupancy: 109209664B, recent allocation size: 33024B, recent allocation duration: 152.62ms, recent old gen allocation rate: 216375.64B/s, recent marking phase length: 214.39ms
[2024-10-12T11:44:22.839+0800] GC(232) Adaptive IHOP information (value update), threshold: 113858350B (99.80), internal target occupancy: 114085068B, occupancy: 109209664B, additional buffer size: 0B, predicted old gen allocation rate: 659794.78B/s, predicted marking phase length: 343.62ms, prediction active: true
[2024-10-12T11:44:23.474+0800] GC(238) Basic information (value update), threshold: 107572881B (80.15), target occupancy: 134217728B, current occupancy: 109436416B, recent allocation size: 6192B, recent allocation duration: 102.36ms, recent old gen allocation rate: 60490.10B/s, recent marking phase length: 214.39ms
[2024-10-12T11:44:23.474+0800] GC(238) Adaptive IHOP information (value update), threshold: 107572881B (94.29), internal target occupancy: 114085068B, occupancy: 109436416B, additional buffer size: 6291456B, predicted old gen allocation rate: 642372.00B/s, predicted marking phase length: 343.62ms, prediction active: true
[2024-10-12T11:44:23.578+0800] GC(239) Basic information (value update), threshold: 107578682B (80.15), target occupancy: 134217728B, current occupancy: 113630720B, recent allocation size: 6192B, recent allocation duration: 102.75ms, recent old gen allocation rate: 60262.66B/s, recent marking phase length: 214.39ms
[2024-10-12T11:44:23.578+0800] GC(239) Adaptive IHOP information (value update), threshold: 107578682B (94.30), internal target occupancy: 114085068B, occupancy: 113630720B, additional buffer size: 6291456B, predicted old gen allocation rate: 625489.24B/s, predicted marking phase length: 343.62ms, prediction active: true
[2024-10-12T11:44:23.682+0800] GC(240) Basic information (value update), threshold: 107584298B (80.16), target occupancy: 134217728B, current occupancy: 116892672B, recent allocation size: 6192B, recent allocation duration: 102.52ms, recent old gen allocation rate: 60400.19B/s, recent marking phase length: 214.39ms
[2024-10-12T11:44:23.682+0800] GC(240) Adaptive IHOP information (value update), threshold: 107584298B (94.30), internal target occupancy: 114085068B, occupancy: 116892672B, additional buffer size: 6291456B, predicted old gen allocation rate: 609145.22B/s, predicted marking phase length: 343.62ms, prediction active: true
[2024-10-12T11:44:23.838+0800] GC(242) Basic information (value update), threshold: 113881516B (84.85), target occupancy: 134217728B, current occupancy: 120854016B, recent allocation size: 6192B, recent allocation duration: 152.07ms, recent old gen allocation rate: 40718.62B/s, recent marking phase length: 214.39ms
[2024-10-12T11:44:23.838+0800] GC(242) Adaptive IHOP information (value update), threshold: 113881516B (99.82), internal target occupancy: 114085068B, occupancy: 120854016B, additional buffer size: 0B, predicted old gen allocation rate: 592377.62B/s, predicted marking phase length: 343.62ms, prediction active: true
[2024-10-12T11:44:23.902+0800] GC(243) Basic information (value update), threshold: 113884143B (84.85), target occupancy: 134217728B, current occupancy: 119228992B, recent allocation size: 2200352B, recent allocation duration: 152.07ms, recent old gen allocation rate: 14469525.27B/s, recent marking phase length: 213.76ms
[2024-10-12T11:44:23.902+0800] GC(243) Adaptive IHOP information (value update), threshold: 113884143B (99.82), internal target occupancy: 114085068B, occupancy: 119228992B, additional buffer size: 0B, predicted old gen allocation rate: 592377.62B/s, predicted marking phase length: 339.19ms, prediction active: true
[2024-10-12T11:44:24.301+0800] GC(248) Basic information (value update), threshold: 107598838B (80.17), target occupancy: 134217728B, current occupancy: 84918504B, recent allocation size: 0B, recent allocation duration: 461.20ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 213.76ms
